,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,k__Bacteria (UID2372),131, 177, 106, 58, 116,3,0,0, 0, 57.83,1.26, 0.00,1504,1418,336,genus,0.74,0.69,0.96,0.13,0.3,0.9,0.63,False
bin.10,k__Bacteria (UID203),5449,104,58, 85,19,0,0,0, 0, 25.86,0.00, 0.00,679,631,35,genus,0.91,0.85,0.36,0.08,0.18,0.78,0.66,True
bin.100, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,887,815,28,genus,0.51,0.47,0.12,0.5,2.4,0.59,0.28,True
bin.101, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,422,363,88,order,0.94,0.81,0.72,0.19,0.45,0.68,0.55,False
bin.102, k__Bacteria (UID203),5449,104,58, 99,5, 0,0,0, 0,6.90,0.00, 0.00,332,302,18,family,0.9,0.82,0.12,0.03,0.06,0.64,0.53,True
bin.103, k__Bacteria (UID203),5449,104,58, 83,21,0,0,0, 0, 32.76,0.00, 0.00,540,527,20,class,0.98,0.96,0.22,0.02,0.05,0.71,0.68,True
bin.104, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1167,909,174,genus,0.76,0.59,0.53,0.15,0.37,0.68,0.4,False
bin.105, g__Prevotella (UID2724),55, 567, 296,335, 232,0,0,0, 0, 34.29,0.00, 0.00,679,657,49,family,0.99,0.96,0.19,0.02,0.05,0.95,0.91,True
bin.106, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,1009,860,201,phylum,0.97,0.82,0.79,0.51,1.14,0.64,0.53,False
bin.107, c__Bacilli (UID285), 586, 325, 181,121, 135,59, 10, 0, 0, 67.45, 27.31,28.09,2542,2418,543,genus,0.89,0.84,0.81,0.16,0.39,0.88,0.74,False
bin.108, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,400,383,16,kingdom,1.0,0.96,0.0,0.0,0.0,0.91,0.87,True
bin.109, k__Bacteria (UID203),5449,103,57, 90,13,0,0,0, 0, 19.30,0.00, 0.00,313,289,13,genus,0.82,0.76,0.09,0.63,2.62,0.71,0.54,True
bin.11, o__Clostridiales (UID1212), 172, 261, 147, 79, 176,6,0,0, 0, 77.05,1.21,66.67,1974,1922,159,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.91,True
