,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, o__Rhodospirillales (UID3754), 63, 336, 201, 40, 296, 0,0, 0, 0, 98.14,0.00, 0.00,4224,4138,72,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.10, k__Bacteria (UID203),5449,104,58, 89,15, 0,0, 0, 0, 24.14,0.00, 0.00,1119,1113,263,kingdom,1.0,0.99,0.0,0.0,0.0,0.94,0.94,True
bin.11, c__Gammaproteobacteria (UID4443),356, 451, 270, 13, 434, 4,0, 0, 0, 95.62,0.93, 0.00,2651,2505,15,phylum,0.94,0.89,0.03,0.05,0.11,0.57,0.51,True
bin.12, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,28546,10810,3111,kingdom,1.0,0.38,0.0,0.04,0.09,0.44,0.16,True
bin.13, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1069,362,63,kingdom,1.0,0.34,0.0,0.03,0.07,0.39,0.13,True
bin.14, c__Gammaproteobacteria (UID4444),263, 503, 230, 28, 474, 1,0, 0, 0, 96.74,0.43, 0.00,3138,3079,21,family,0.79,0.78,0.07,0.06,0.14,0.72,0.56,True
bin.15, k__Bacteria (UID203),5449,104,58, 61,43, 0,0, 0, 0, 63.28,0.00, 0.00,3264,3154,433,family,0.94,0.91,0.84,0.04,0.08,0.89,0.81,False
bin.16, c__Alphaproteobacteria (UID3305),564, 349, 230, 80, 263, 6,0, 0, 0, 82.31,1.74,16.67,3276,3166,469,family,0.94,0.91,0.86,0.05,0.11,0.91,0.82,False
bin.17, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,329,133,50,kingdom,1.0,0.4,0.0,0.03,0.06,0.39,0.16,True
bin.18,s__algicola (UID2847), 33, 496, 263, 2,493, 1,0, 0, 0, 99.24,0.19, 0.00,3030,2941,23,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.87,True
bin.19, c__Alphaproteobacteria (UID3422), 26, 529, 308, 48, 466, 15, 0, 0, 0, 96.47,3.57,86.67,3509,3439,142,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True
bin.2,k__Bacteria (UID203),5449,104,58, 62,42, 0,0, 0, 0, 62.07,0.00, 0.00,1734,1700,312,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.20, c__Gammaproteobacteria (UID4444),263, 507, 232, 24, 480, 3,0, 0, 0, 97.84,0.73, 0.00,3418,3359,75,kingdom,1.0,0.98,0.0,0.0,0.0,0.84,0.82,True
bin.21,k__Bacteria (UID2570),433, 267, 178, 33, 234, 0,0, 0, 0, 98.48,0.00, 0.00,3321,3144,11,class,0.9,0.85,0.04,0.07,0.15,0.73,0.62,True
bin.22,f__Rhodobacteraceae (UID3360), 56, 582, 313,444, 138, 0,0, 0, 0, 22.27,0.00, 0.00,905,886,209,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.3,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,251,113,4,kingdom,1.0,0.45,0.0,0.05,0.11,0.42,0.19,True
bin.4,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,175,167,4,order,0.96,0.92,0.09,0.18,0.45,0.86,0.8,True
bin.5,k__Bacteria (UID203),5449,104,58, 57,41, 6,0, 0, 0, 63.97,8.62, 0.00,3003,2939,560,genus,0.92,0.9,0.9,0.08,0.19,0.96,0.87,False
bin.6, o__Sphingomonadales (UID3310), 26, 569, 293, 76, 485, 8,0, 0, 0, 89.92,1.29,37.50,2684,2660,290,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
bin.7,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,829,283,54,kingdom,1.0,0.34,0.0,0.04,0.07,0.43,0.15,True
bin.8,c__Gammaproteobacteria (UID4443),356, 448, 269, 30, 414, 4,0, 0, 0, 91.39,0.74,50.00,2961,2896,299,genus,0.89,0.87,0.31,0.05,0.12,0.76,0.66,True
bin.9,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,970,434,79,kingdom,1.0,0.45,0.46,0.11,0.24,0.45,0.2,False
