,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,263,244,54,genus,0.52,0.48,0.35,0.28,0.76,0.62,0.3,True
bin.10,k__Archaea (UID2),207, 149, 107,141,8,0,0,0, 0,7.01,0.00, 0.00,271,238,50,kingdom,1.0,0.88,0.32,0.08,0.16,0.59,0.52,True
bin.11,k__Bacteria (UID2982), 88, 230, 148, 39, 190, 1,0,0, 0, 84.82,0.68, 0.00,2449,2223,266,family,0.65,0.59,0.26,0.53,2.21,0.57,0.34,True
bin.12, p__Euryarchaeota (UID3), 148, 188, 125, 47, 141, 0,0,0, 0, 69.60,0.00, 0.00,1084,984,29,phylum,0.93,0.85,0.04,0.03,0.07,0.57,0.48,True
bin.13, p__Euryarchaeota (UID3), 148, 188, 125, 34, 152, 2,0,0, 0, 76.36,1.60,50.00,1345,1174,110,kingdom,1.0,0.87,0.07,0.12,0.26,0.53,0.47,True
bin.14, p__Euryarchaeota (UID3), 148, 188, 125, 36, 147, 5,0,0, 0, 73.60,1.87, 0.00,1257,1171,39,kingdom,1.0,0.93,0.0,0.06,0.14,0.63,0.59,True
bin.15, k__Bacteria (UID203),5449,102,58, 29,18, 27, 16, 12,0, 75.86, 63.09, 0.00,1732,1629,216,phylum,0.95,0.9,0.6,0.15,0.38,0.56,0.5,False
bin.16, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0,8.62,0.00, 0.00,890,835,110,family,0.43,0.41,0.1,0.77,5.82,0.54,0.22,True
bin.17, c__Alphaproteobacteria (UID3305),564, 349, 230,109, 238, 2,0,0, 0, 72.60,0.87, 0.00,2618,2533,432,order,0.93,0.9,0.24,0.02,0.05,0.8,0.71,True
bin.18,k__Archaea (UID2),207, 149, 107,109,39, 1,0,0, 0, 33.18,0.93, 0.00,734,674,125,kingdom,1.0,0.92,0.23,0.07,0.16,0.6,0.55,True
bin.19,k__Archaea (UID2),207, 149, 107,137,12, 0,0,0, 0,2.84,0.00, 0.00,396,198,160,kingdom,1.0,0.5,0.05,0.09,0.2,0.38,0.19,True
bin.2, k__Archaea (UID2),207, 149, 107, 81,49, 19, 0,0, 0, 50.68, 13.23,10.53,1398,1279,216,phylum,0.97,0.89,0.43,0.03,0.05,0.63,0.56,True
bin.20, p__Euryarchaeota (UID3), 148, 188, 125,142,46, 0,0,0, 0, 22.47,0.00, 0.00,355,329,46,kingdom,1.0,0.93,0.13,0.07,0.15,0.63,0.58,True
bin.21, p__Euryarchaeota (UID3), 148, 188, 125,104,83, 1,0,0, 0, 53.73,0.80,100.00,1178,1092,155,kingdom,1.0,0.93,0.26,0.04,0.09,0.62,0.57,True
bin.22,k__Archaea (UID2),207, 149, 107,143,6,0,0,0, 0,4.28,0.00, 0.00,334,116,77,kingdom,1.0,0.35,0.0,0.13,0.29,0.4,0.14,True
bin.23, k__Bacteria (UID203),5449,104,58,102,2,0,0,0, 0,2.59,0.00, 0.00,136,73,55,phylum,0.92,0.49,0.17,0.58,3.47,0.37,0.18,True
bin.24, p__Euryarchaeota (UID3), 148, 188, 125, 84, 100, 4,0,0, 0, 64.72,2.00, 0.00,1187,1061,177,phylum,0.96,0.86,0.22,0.03,0.07,0.59,0.51,True
bin.25, c__Alphaproteobacteria (UID3305),564, 349, 230, 60, 259, 30, 0,0, 0, 86.73,7.89,10.00,3069,2924,364,family,0.77,0.73,0.3,0.44,1.68,0.62,0.45,True
bin.26, k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0, 0, 15.52,0.00, 0.00,667,612,151,phylum,0.95,0.87,0.26,0.03,0.06,0.56,0.49,True
bin.27, k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0,6.66,0.00, 0.00,338,174,134,kingdom,1.0,0.51,0.0,0.08,0.17,0.4,0.2,True
bin.28,k__Bacteria (UID2570),433, 267, 178, 9,258, 0,0,0, 0, 98.77,0.00, 0.00,3270,3060,30,genus,0.72,0.68,0.09,0.44,1.18,0.66,0.45,True
bin.29,k__Bacteria (UID2570),433, 274, 183, 46,46, 60, 72, 32,18,87.82, 160.11,9.80,5248,4882,869,phylum,0.92,0.86,0.85,0.17,0.39,0.57,0.49,False
bin.3,k__Bacteria (UID203),5449,102,58, 64,32, 6,0,0, 0, 52.59,9.20, 0.00,1119,1052,156,order,0.75,0.7,0.13,0.45,1.77,0.58,0.41,True
bin.30,p__Cyanobacteria (UID2143), 129, 472, 368,277, 188, 6,1,0, 0, 44.76,1.90,22.22,1167,1108,174,order,0.9,0.85,1.0,0.03,0.06,0.72,0.62,False
bin.31,k__Archaea (UID2),207, 149, 107, 41,56, 45, 7,0, 0, 69.16, 39.56,34.85,1459,1406,218,phylum,0.95,0.92,0.72,0.06,0.14,0.85,0.78,False
bin.32, p__Euryarchaeota (UID3), 148, 188, 125, 71, 111, 6,0,0, 0, 72.98,4.80,50.00,1435,1303,186,kingdom,1.0,0.91,0.22,0.07,0.15,0.59,0.53,True
bin.33, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,203,127,4,phylum,0.88,0.55,0.03,0.15,0.36,0.45,0.25,True
bin.34, p__Euryarchaeota (UID3), 148, 188, 125,118,70, 0,0,0, 0, 45.07,0.00, 0.00,809,724,97,phylum,0.93,0.83,0.15,0.03,0.07,0.58,0.48,True
bin.35, k__Bacteria (UID203),5449,104,58, 94,10, 0,0,0, 0, 13.79,0.00, 0.00,477,467,84,kingdom,1.0,0.98,0.0,0.0,0.0,0.83,0.81,True
bin.36, k__Bacteria (UID203),5449,102,58, 61,21, 13, 4,3, 0, 56.37, 45.69,13.95,1782,1708,318,class,0.93,0.9,0.64,0.06,0.13,0.74,0.66,False
bin.37,k__Bacteria (UID2569),434, 277, 185,137, 138, 2,0,0, 0, 56.52,0.65, 0.00,1219,1140,231,phylum,0.97,0.91,0.21,0.03,0.06,0.57,0.52,True
bin.38, p__Euryarchaeota (UID3), 148, 188, 125, 48, 136, 4,0,0, 0, 67.87,2.04,50.00,1267,1198,118,phylum,0.98,0.93,0.34,0.02,0.05,0.63,0.59,True
bin.39,k__Archaea (UID2),207, 149, 107,121,28, 0,0,0, 0, 20.56,0.00, 0.00,335,307,18,kingdom,1.0,0.92,0.0,0.08,0.17,0.6,0.55,True
bin.4, k__Bacteria (UID2329),174, 149,89, 16, 133, 0,0,0, 0, 82.58,0.00, 0.00,560,406,18,order,0.62,0.45,0.05,0.36,1.14,0.45,0.2,True
bin.40, p__Euryarchaeota (UID3), 148, 188, 125,125,63, 0,0,0, 0, 32.13,0.00, 0.00,425,394,19,kingdom,1.0,0.93,0.09,0.09,0.21,0.58,0.54,True
bin.41, k__Bacteria (UID203),5449,102,58, 80,22, 0,0,0, 0, 31.90,0.00, 0.00,528,479,103,phylum,0.94,0.85,0.39,0.07,0.16,0.5,0.42,True
bin.42,k__Archaea (UID2),207, 149, 107,128,19, 2,0,0, 0, 18.69,1.87,50.00,416,384,22,kingdom,1.0,0.92,0.19,0.06,0.13,0.61,0.56,True
bin.43, p__Euryarchaeota (UID3), 148, 188, 125, 71, 114, 3,0,0, 0, 63.10,2.40,100.00,1231,1129,174,kingdom,1.0,0.92,0.29,0.05,0.11,0.63,0.58,True
bin.44, k__Bacteria (UID203),5449,103,57, 67,36, 0,0,0, 0, 48.25,0.00, 0.00,1448,1407,311,kingdom,1.0,0.97,0.0,0.0,0.0,0.9,0.87,True
bin.45,k__Bacteria (UID2982), 88, 229, 147, 58, 160, 10, 1,0, 0, 79.66,6.61, 7.69,2341,2068,412,phylum,0.92,0.81,0.31,0.39,1.38,0.52,0.42,True
bin.46, k__Bacteria (UID203),5449,102,58, 72,27, 3,0,0, 0, 39.00,5.17, 0.00,905,858,133,class,0.9,0.85,0.14,0.15,0.35,0.56,0.48,True
bin.47, k__Bacteria (UID203),5449,104,58, 89,14, 1,0,0, 0, 25.86,1.72, 0.00,509,495,97,phylum,0.96,0.93,0.88,0.02,0.04,0.8,0.74,False
