,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,254,81,1,kingdom,1.0,0.32,0.0,0.1,0.22,0.37,0.12,True
bin.10,o__Clostridiales (UID1212), 172, 263, 149, 59, 201, 3,0,0,0, 80.76,1.34,33.33,2164,2119,302,family,0.95,0.93,0.5,0.07,0.14,0.95,0.88,False
bin.11, k__Bacteria (UID203),5449,103,57, 6, 73, 22, 2,0,0, 92.98,5.49,25.00,1998,1899,128,genus,0.84,0.8,0.15,0.66,5.01,0.69,0.55,True
bin.12,o__Clostridiales (UID1212), 172, 263, 149, 4,254, 5,0,0,0, 97.99,2.01, 0.00,2306,2233,29,family,0.96,0.93,0.32,0.24,0.62,0.87,0.81,True
bin.13, k__Bacteria (UID203),5449,103,57, 71,32, 0,0,0,0, 47.37,0.00, 0.00,673,662,159,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True
bin.14,o__Bacteroidales (UID2617), 213, 406, 265, 1,405, 0,0,0,0, 99.62,0.00, 0.00,2541,2486,91,family,0.96,0.94,0.29,0.03,0.06,0.98,0.92,True
bin.15, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,283,266,32,genus,0.84,0.79,0.41,0.4,1.59,0.89,0.7,True
bin.16, o__Selenomonadales (UID1024), 64, 334, 167, 34, 298, 2,0,0,0, 87.11,1.20, 0.00,1651,1632,26,order,0.96,0.95,0.15,0.03,0.05,0.96,0.92,True
bin.17, k__Bacteria (UID203),5449,102,56, 48,44, 8,2,0,0, 75.28, 11.53,71.43,2387,2309,117,family,0.95,0.92,0.14,0.03,0.07,0.86,0.79,True
bin.18,o__Clostridiales (UID1212), 172, 263, 149, 24, 238, 0,1,0,0, 95.30,1.34, 0.00,2417,2352,42,genus,0.9,0.88,0.23,0.06,0.13,0.96,0.84,True
bin.19,o__Clostridiales (UID1212), 172, 261, 147, 82, 175, 4,0,0,0, 79.27,1.93,75.00,1745,1707,63,family,0.97,0.95,0.17,0.02,0.05,0.94,0.89,True
bin.2,k__Bacteria (UID203),5449,102,56, 97,5,0,0,0,0,7.14,0.00, 0.00,233,212,4,genus,0.81,0.74,0.03,0.45,1.3,0.86,0.64,True
bin.20,o__Clostridiales (UID1212), 172, 263, 149, 65, 180, 17, 1,0,0, 84.48, 10.07, 5.00,2512,2398,208,genus,0.8,0.77,0.49,0.21,0.55,0.9,0.69,False
bin.21, f__Lachnospiraceae (UID1286), 57, 420, 207, 22, 393, 5,0,0,0, 93.12,1.21, 0.00,3052,2859,102,genus,0.87,0.82,0.32,0.05,0.12,0.95,0.78,True
bin.22, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,252,244,6,family,0.97,0.94,0.54,0.19,0.49,0.99,0.92,False
bin.23, k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0,0, 37.93,0.00, 0.00,1081,1032,21,kingdom,1.0,0.95,0.0,0.0,0.0,0.94,0.9,True
bin.24, k__Bacteria (UID203),5449,104,58, 77,20, 7,0,0,0, 37.93,9.48,28.57,2315,2238,117,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.91,True
bin.25, k__Bacteria (UID203),5449,104,58, 78,26, 0,0,0,0, 37.07,0.00, 0.00,1259,1231,325,genus,0.94,0.92,0.63,0.06,0.12,0.96,0.88,False
bin.26, f__Lachnospiraceae (UID1256), 33, 333, 171, 77, 255, 1,0,0,0, 81.90,0.29, 0.00,1595,1539,63,genus,0.92,0.89,0.55,0.03,0.05,0.98,0.87,False
bin.27,o__Clostridiales (UID1226), 155, 278, 158, 53, 218, 7,0,0,0, 90.53,3.22,42.86,2429,2352,302,family,0.97,0.93,0.6,0.02,0.04,0.96,0.89,False
bin.28,o__Clostridiales (UID1212), 172, 263, 149, 23, 169, 58, 12, 1,0, 89.66, 37.24, 4.00,6357,5844,1070,phylum,0.99,0.91,0.95,0.06,0.13,0.88,0.81,False
bin.29, k__Bacteria (UID203),5449,104,58,102,2,0,0,0,0,1.72,0.00, 0.00,245,231,26,genus,0.75,0.71,0.38,0.73,6.68,0.88,0.62,True
bin.3, o__Clostridiales (UID1212), 172, 263, 149, 84, 176, 3,0,0,0, 74.48,1.51,33.33,1706,1606,230,genus,0.81,0.76,0.27,0.49,1.43,0.74,0.56,True
