,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,k__Bacteria (UID203),5449,104,58, 52,15, 37, 0,0, 0, 22.41,9.72,48.65,272,269,41,genus,0.97,0.96,0.82,0.2,0.5,0.97,0.93,False
bin.10, p__Proteobacteria (UID3887), 1487,256, 160, 57, 197, 2,0,0, 0, 91.88,1.25, 0.00,1478,1378,122,class,0.94,0.88,0.41,0.06,0.12,0.69,0.61,True
bin.11, k__Bacteria (UID203),5449,103,58, 83,20, 0,0,0, 0, 28.45,0.00, 0.00,291,268,75,phylum,0.98,0.9,0.23,0.22,0.52,0.57,0.51,True
bin.12,o__Clostridiales (UID1226), 155, 278, 158, 2,251, 25, 0,0, 0, 98.73,1.93,60.00,2516,2460,123,genus,0.88,0.86,0.17,0.05,0.12,0.84,0.72,True
bin.13, k__Bacteria (UID203),5449,104,58, 64,40, 0,0,0, 0, 58.62,0.00, 0.00,1394,1283,104,family,0.94,0.87,0.17,0.12,0.28,0.71,0.62,True
bin.14, root (UID1), 5656, 56,24, 53,3,0,0,0, 0, 12.50,0.00, 0.00,319,302,92,phylum,0.98,0.93,1.0,0.02,0.05,0.63,0.58,False
bin.15, c__Gammaproteobacteria (UID4201),1164,271, 170, 50, 219, 2,0,0, 0, 92.88,1.18,50.00,2278,1933,310,order,0.9,0.77,0.37,0.05,0.11,0.69,0.53,True
bin.16, p__Firmicutes (UID1022), 100, 295, 158,104, 188, 3,0,0, 0, 72.08,1.48,33.33,1469,1438,287,family,0.89,0.88,1.0,0.03,0.07,0.97,0.85,False
bin.17, k__Bacteria (UID203),5449,104,58, 86,18, 0,0,0, 0, 27.59,0.00, 0.00,914,861,38,genus,0.94,0.88,0.32,0.14,0.34,0.79,0.7,True
bin.18, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,332,268,43,genus,0.78,0.63,0.48,0.06,0.13,0.64,0.4,False
bin.19, k__Bacteria (UID203),5449,104,58, 95,9,0,0,0, 0, 15.52,0.00, 0.00,273,265,14,kingdom,1.0,0.97,0.0,0.0,0.0,0.77,0.75,True
bin.2,k__Bacteria (UID203),5449,104,58,102,2,0,0,0, 0,3.45,0.00, 0.00,273,245,17,family,0.95,0.85,0.23,0.45,1.31,0.66,0.56,True
bin.20, k__Bacteria (UID203),5449,103,57, 9, 43, 41, 9,1, 0, 93.94, 77.86,39.19,4823,4652,698,genus,0.83,0.8,0.21,0.21,0.57,0.79,0.63,True
bin.21, k__Bacteria (UID203),5449,103,57, 47,56, 0,0,0, 0, 84.21,0.00, 0.00,2072,2012,128,class,0.97,0.94,0.34,0.08,0.17,0.94,0.88,True
bin.22, k__Bacteria (UID203),5449,104,58, 66,38, 0,0,0, 0, 56.03,0.00, 0.00,1800,1750,292,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
bin.23, k__Bacteria (UID203),5449,104,58,101,3,0,0,0, 0,2.04,0.00, 0.00,232,55,21,kingdom,1.0,0.24,0.0,0.07,0.16,0.47,0.11,True
bin.24, root (UID1), 5656, 56,24, 54,2,0,0,0, 0,8.33,0.00, 0.00,323,306,12,genus,0.9,0.85,0.17,0.16,0.39,0.72,0.61,True
bin.25,o__Clostridiales (UID1212), 172, 261, 147, 23, 238, 0,0,0, 0, 89.12,0.00, 0.00,1757,1688,83,family,0.95,0.91,0.18,0.07,0.16,0.77,0.7,True
bin.26, k__Bacteria (UID203),5449,104,58, 67,37, 0,0,0, 0, 55.17,0.00, 0.00,1429,1323,83,genus,0.88,0.82,0.38,0.04,0.09,0.74,0.61,True
bin.27, k__Bacteria (UID203),5449,104,58, 45,25, 30, 4,0, 0, 85.63, 58.62,35.71,3317,3162,134,family,0.96,0.91,0.42,0.05,0.12,0.79,0.72,True
bin.28, k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,5.17,0.00, 0.00,202,194,13,family,0.95,0.92,0.01,0.1,0.23,0.77,0.7,True
bin.29,k__Bacteria (UID2372),131, 177, 106, 64, 109, 4,0,0, 0, 67.95,2.02,25.00,1553,1352,273,order,0.94,0.82,0.21,0.22,0.58,0.61,0.5,True
bin.3,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,586,499,132,phylum,0.98,0.83,0.89,0.24,0.57,0.68,0.57,False
bin.30, k__Bacteria (UID203),5449,104,58, 40,20, 27, 15, 0, 2, 88.10, 98.28,57.61,6848,6462,788,class,0.98,0.93,0.91,0.03,0.06,0.85,0.78,False
bin.31,k__Bacteria (UID2329),174, 149,89, 75,69, 5,0,0, 0, 59.78,3.93,100.00,1151,1104,247,class,0.97,0.93,0.38,0.11,0.23,0.7,0.66,True
bin.32,k__Bacteria (UID2329),174, 149,89, 74,73, 2,0,0, 0, 44.68,1.69, 0.00,1399,1275,298,genus,0.83,0.75,0.91,0.26,0.67,0.79,0.59,False
bin.33, k__Bacteria (UID203),5449,104,58, 54,49, 1,0,0, 0, 69.83,0.86,100.00,1749,1667,90,family,0.95,0.9,0.36,0.03,0.06,0.78,0.7,True
bin.34, g__Prevotella (UID2724),55, 567, 296, 78, 485, 4,0,0, 0, 82.23,1.18,25.00,1838,1759,117,genus,0.98,0.94,0.19,0.02,0.04,0.94,0.88,True
bin.35, o__Selenomonadales (UID1024), 64, 334, 167, 1,328, 5,0,0, 0, 99.85,2.30,40.00,1715,1631,76,family,0.9,0.85,0.3,0.05,0.11,0.76,0.65,True
bin.36,o__Clostridiales (UID1226), 155, 278, 158,191,80, 6,1,0, 0, 36.75,4.11,33.33,939,906,209,genus,0.81,0.78,0.24,0.4,1.57,0.79,0.61,True
bin.37, p__Actinobacteria (UID2112),31, 211, 124, 35, 174, 2,0,0, 0, 87.10,0.67,50.00,1430,1368,146,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True
bin.38, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,214,188,13,family,0.89,0.78,0.33,0.35,0.9,0.73,0.57,True
bin.39, o__Lactobacillales (UID374), 471, 350, 191,223, 127, 0,0,0, 0, 39.27,0.00, 0.00,959,928,175,kingdom,1.0,0.97,0.0,0.0,0.0,0.92,0.89,True
bin.4,k__Bacteria (UID203),5449,104,58, 86,18, 0,0,0, 0, 27.59,0.00, 0.00,511,464,35,family,0.95,0.87,0.35,0.17,0.41,0.69,0.6,True
bin.40,o__Bacteroidales (UID2657), 160, 492, 269,208, 284, 0,0,0, 0, 61.26,0.00, 0.00,1211,1082,54,family,0.93,0.83,0.22,0.1,0.22,0.71,0.59,True
bin.41, k__Bacteria (UID203),5449,103,57, 87,16, 0,0,0, 0, 19.62,0.00, 0.00,837,826,187,genus,0.98,0.96,1.0,0.06,0.13,0.98,0.94,False
bin.42, k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0, 12.07,0.00, 0.00,194,173,8,genus,0.94,0.84,0.16,0.36,1.11,0.67,0.56,True
bin.43, k__Bacteria (UID203),5449,104,58, 63,38, 3,0,0, 0, 59.62,1.18,100.00,1946,1862,201,family,0.96,0.91,0.68,0.02,0.04,0.87,0.8,False
bin.44, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0, 10.34,0.00, 0.00,350,334,13,family,0.97,0.92,0.03,0.02,0.04,0.79,0.73,True
bin.45,k__Bacteria (UID2372),131, 177, 106, 21, 152, 4,0,0, 0, 89.29,0.84,25.00,1786,1747,198,order,0.97,0.95,0.34,0.06,0.12,0.89,0.85,True
bin.46, k__Bacteria (UID203),5449,104,58, 53,24, 25, 2,0, 0, 74.14, 36.21,32.26,1730,1681,390,genus,0.9,0.88,0.96,0.39,0.9,0.97,0.85,False
bin.47,o__Bacteroidales (UID2657), 160, 492, 269,167, 318, 7,0,0, 0, 62.73,1.86,57.14,1318,1231,50,class,0.98,0.92,0.95,0.03,0.07,0.69,0.63,False
bin.48, k__Bacteria (UID203),5449,104,58, 1, 7,88, 7,1, 0, 98.28, 97.88,13.91,3703,3552,492,phylum,0.99,0.95,0.34,0.06,0.12,0.77,0.73,True
bin.49, k__Bacteria (UID203),5449,104,58, 52,15, 35, 1,1, 0, 75.17, 60.34,97.73,2485,2294,127,class,0.96,0.89,0.19,0.03,0.06,0.75,0.67,True
bin.5,k__Bacteria (UID203),5449,103,58, 85,17, 1,0,0, 0, 25.86,1.72,100.00,765,729,30,genus,0.94,0.9,0.2,0.02,0.05,0.82,0.73,True
bin.50, k__Bacteria (UID203),5449,104,58, 71,14, 19, 0,0, 0, 29.31, 10.34,63.16,449,420,16,family,0.98,0.91,0.22,0.03,0.06,0.83,0.76,True
