,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, o__Actinomycetales (UID1593), 69, 400, 198, 2,396, 2,0,0, 0, 99.33,0.76, 0.00,2812,2619,119,class,0.95,0.88,0.99,0.03,0.07,0.69,0.61,False
maxbin2.002, k__Bacteria (UID203),5449,104,58,101,3,0,0,0, 0,1.88,0.00, 0.00,350,227,73,class,0.93,0.61,0.93,0.18,0.48,0.8,0.49,False
maxbin2.003, k__Bacteria (UID203),5449,104,58, 14,61, 26, 3,0, 0, 82.60, 32.45,60.00,3296,3201,196,genus,0.9,0.87,0.64,0.32,0.84,0.87,0.76,False
maxbin2.004, k__Bacteria (UID203),5449,104,58, 18,48, 35, 3,0, 0, 75.86, 29.70,27.27,3214,3141,166,genus,0.87,0.85,0.9,0.19,0.46,0.94,0.8,False
maxbin2.005,k__Bacteria (UID2570),433, 267, 178, 0,260, 5,1,1, 0, 100.00, 4.49, 0.00,13606,7633,2045,family,0.73,0.41,0.79,0.55,2.14,0.72,0.29,False
maxbin2.006, k__Bacteria (UID203),5449,104,58, 8, 55, 39, 2,0, 0, 88.79, 43.43, 6.67,4240,4138,601,order,0.97,0.95,0.98,0.31,0.76,0.86,0.81,False
maxbin2.007, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,7591,3147,1395,kingdom,1.0,0.41,0.38,0.02,0.04,0.49,0.2,True
maxbin2.008, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,16574,6175,2440,kingdom,1.0,0.37,0.0,0.11,0.25,0.5,0.18,True
maxbin2.009, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,17768,7712,3100,kingdom,1.0,0.43,0.36,0.04,0.09,0.48,0.21,True
maxbin2.010, c__Gammaproteobacteria (UID4443),356, 448, 269,157, 185, 75, 28, 3, 0, 59.42, 34.46,59.89,4530,4344,976,family,0.92,0.88,1.0,0.08,0.18,0.91,0.8,False
maxbin2.011, k__Bacteria (UID203),5449,104,58, 57,47, 0,0,0, 0, 70.69,0.00, 0.00,2922,2848,300,class,0.98,0.95,0.86,0.04,0.09,0.75,0.71,False
maxbin2.012, k__Bacteria (UID203),5449,104,58, 72,28, 3,1,0, 0, 42.05,8.62,100.00,4253,4032,546,genus,0.81,0.76,0.77,0.06,0.14,0.91,0.69,False
maxbin2.013, k__Bacteria (UID203),5449,104,58, 0, 87, 17, 0,0, 0, 100.00, 8.93, 5.88,4389,4241,192,order,0.97,0.93,0.49,0.22,0.58,0.74,0.69,False
maxbin2.014, k__Bacteria (UID203),5449,104,58, 65,32, 7,0,0, 0, 55.33, 10.92,42.86,4196,3999,765,genus,0.9,0.86,0.71,0.08,0.17,0.92,0.79,False
maxbin2.015, k__Bacteria (UID203),5449,104,58, 66,28, 10, 0,0, 0, 40.92,9.66,90.00,2835,2690,608,order,0.95,0.91,0.67,0.1,0.24,0.82,0.75,False
maxbin2.016, k__Bacteria (UID203),5449,103,57, 18,59, 23, 3,0, 0, 79.03, 19.50, 3.12,3518,3186,1321,order,0.81,0.73,0.99,0.03,0.07,0.88,0.64,False
maxbin2.017, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,601,277,65,class,0.93,0.43,0.25,0.51,2.39,0.5,0.22,True
maxbin2.018, k__Bacteria (UID203),5449,104,58, 17,49, 36, 2,0, 0, 77.82, 34.48,76.19,4037,3822,373,order,0.94,0.89,0.74,0.02,0.05,0.95,0.85,False
maxbin2.019, k__Bacteria (UID203),5449,104,58, 67,26, 11, 0,0, 0, 57.24, 17.59,54.55,4905,4826,525,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
maxbin2.020, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,17188,8021,5066,kingdom,1.0,0.46,0.0,0.0,0.0,0.43,0.2,True
maxbin2.021,s__algicola (UID2846), 47, 571, 303,283, 244, 21, 7,3, 13,49.45, 46.11, 0.45,30688,11834,5605,kingdom,1.0,0.39,0.0,0.04,0.08,0.57,0.22,True
maxbin2.022,s__algicola (UID2846), 47, 571, 303,483,59, 10, 4,2, 13,12.28, 77.13, 0.47,28372,10285,5346,kingdom,1.0,0.36,0.0,0.04,0.08,0.47,0.17,True
maxbin2.023, c__Gammaproteobacteria (UID4761), 52, 693, 297,316, 340, 28, 0,3, 6, 53.85, 24.93, 0.43,18446,7570,3755,kingdom,1.0,0.41,0.32,0.02,0.04,0.57,0.23,True
maxbin2.024,o__Rhodospirillales (UID3754), 63, 336, 201,300,25, 5,4,2, 0,4.75,0.94,13.79,1230,844,316,family,0.73,0.5,0.71,0.7,3.56,0.82,0.41,False
maxbin2.025, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,32075,11772,5805,kingdom,1.0,0.37,0.0,0.04,0.08,0.44,0.16,True
maxbin2.026, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,26743,8749,4318,kingdom,1.0,0.33,0.0,0.06,0.13,0.48,0.16,True
maxbin2.027,o__Sphingomonadales (UID3310), 26, 569, 293,144, 336, 80, 7,2, 0, 73.42, 18.14, 1.77,4819,4638,1787,order,0.94,0.9,0.97,0.15,0.37,0.94,0.84,False
maxbin2.028,k__Bacteria (UID2565),2921,152,93, 52,48, 24, 22, 6, 0, 77.78, 68.05, 0.00,6982,6433,2678,order,0.91,0.84,0.97,0.46,1.87,0.89,0.74,False
maxbin2.029, k__Bacteria (UID203),5449,104,58, 63,14, 20, 7,0, 0, 17.21,7.34, 2.44,388,213,99,order,0.74,0.41,0.87,0.68,4.33,0.84,0.34,False
maxbin2.030, c__Alphaproteobacteria (UID3422), 26, 529, 308,281, 197, 44, 7,0, 0, 42.05,9.89, 3.08,3251,2920,1114,class,0.96,0.86,0.92,0.18,0.41,0.77,0.66,False
maxbin2.031, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0, 0,7.76,0.00, 0.00,519,418,194,class,0.95,0.77,0.91,0.15,0.34,0.88,0.67,False
