,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,2724,1033,274,kingdom,1.0,0.38,0.0,0.03,0.06,0.39,0.15,True
bin.1,k__Bacteria (UID2569),434, 278, 186,127, 148, 3,0,0, 0, 53.36,0.82,33.33,971,919,216,genus,0.43,0.4,0.19,0.47,2.14,0.55,0.22,True
bin.10, k__Bacteria (UID2569),434, 278, 186,198,77, 3,0,0, 0, 29.63,1.08,33.33,773,718,186,family,0.74,0.69,0.05,0.59,2.79,0.51,0.35,True
bin.101, k__Bacteria (UID203),5449,104,58, 90,14, 0,0,0, 0,9.87,0.00, 0.00,361,347,91,class,0.93,0.89,0.88,0.29,0.71,0.76,0.68,False
bin.102, c__Gammaproteobacteria (UID4444),263, 498, 228,334, 161, 3,0,0, 0, 35.05,0.96,66.67,944,901,246,family,0.78,0.74,0.41,0.08,0.17,0.65,0.48,True
bin.103, c__Gammaproteobacteria (UID4201),1164,275, 174,104, 167, 4,0,0, 0, 57.71,1.53,75.00,895,826,122,class,0.87,0.8,0.35,0.12,0.29,0.53,0.43,True
bin.104, k__Bacteria (UID203),5449,104,58, 92,11, 1,0,0, 0, 16.38,1.72, 0.00,1024,1003,211,family,0.91,0.89,0.46,0.05,0.11,0.76,0.68,False
bin.105,f__Flavobacteriaceae (UID2817),81, 511, 283,158, 338, 15, 0,0, 0, 70.29,2.66,40.00,1550,1493,275,class,0.92,0.89,0.28,0.08,0.18,0.62,0.55,True
bin.106, k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,6.90,0.00, 0.00,478,458,105,genus,0.65,0.62,0.59,0.33,0.99,0.68,0.42,False
bin.107, k__Bacteria (UID203),5449,104,58, 79,25, 0,0,0, 0, 32.41,0.00, 0.00,1410,1317,249,family,0.76,0.71,0.3,0.18,0.44,0.59,0.42,True
bin.108, c__Gammaproteobacteria (UID4443),356, 451, 270, 56, 388, 7,0,0, 0, 84.25,1.02,57.14,2552,2368,342,phylum,0.93,0.87,0.27,0.06,0.13,0.58,0.5,True
bin.109, p__Euryarchaeota (UID3), 148, 188, 125,146,42, 0,0,0, 0, 16.52,0.00, 0.00,318,304,77,phylum,0.96,0.92,0.63,0.04,0.09,0.83,0.77,False
bin.11, k__Bacteria (UID2569),434, 278, 186,125, 148, 5,0,0, 0, 55.08,1.63,60.00,1629,1518,329,family,0.82,0.76,0.04,0.71,4.21,0.54,0.41,True
bin.110, k__Bacteria (UID203),5449,104,58, 9, 81, 14, 0,0, 0, 90.20,6.03,35.71,3175,3024,439,family,0.77,0.74,0.17,0.43,1.63,0.6,0.44,True
