,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,k__Bacteria (UID203),5449,104,58, 72,32, 0,0,0,0, 47.59,0.00, 0.00,1754,1661,280,family,0.81,0.77,0.24,0.08,0.17,0.65,0.5,True
bin.10, k__Bacteria (UID203),5449,104,58, 78,26, 0,0,0,0, 36.21,0.00, 0.00,2262,2169,351,family,0.78,0.75,0.35,0.58,2.92,0.64,0.48,True
bin.11, k__Bacteria (UID203),5449,104,58, 95,9,0,0,0,0,5.96,0.00, 0.00,975,941,158,family,0.78,0.75,0.25,0.28,0.8,0.64,0.48,True
bin.12,p__Cyanobacteria (UID2192),79, 584, 458,155, 424, 5,0,0,0, 70.79,0.98,20.00,1228,1208,91,phylum,0.99,0.97,1.0,0.03,0.05,0.98,0.96,False
bin.13, k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0,0, 15.52,0.00, 0.00,799,793,180,genus,0.97,0.96,0.71,0.03,0.06,0.96,0.93,False
bin.14, p__Euryarchaeota (UID3), 148, 188, 125, 29, 159, 0,0,0,0, 80.27,0.00, 0.00,1179,1096,15,kingdom,1.0,0.93,0.01,0.06,0.13,0.6,0.56,True
bin.15, k__Bacteria (UID203),5449,103,57, 96,7,0,0,0,0, 11.40,0.00, 0.00,201,173,35,genus,0.73,0.63,0.11,0.6,2.68,0.52,0.33,True
bin.16,k__Bacteria (UID2569),434, 278, 186, 29, 248, 1,0,0,0, 92.59,0.54,100.00,1816,1634,161,phylum,0.96,0.86,0.08,0.04,0.09,0.51,0.44,True
bin.17, k__Bacteria (UID203),5449,104,58, 56,43, 5,0,0,0, 69.83,6.03,40.00,1605,1565,223,family,0.86,0.84,0.67,0.29,0.78,0.68,0.57,False
bin.18, p__Euryarchaeota (UID3), 148, 188, 125, 69, 116, 3,0,0,0, 62.04,2.00, 0.00,844,819,135,class,0.9,0.87,0.92,0.03,0.05,0.97,0.84,False
bin.19,p__Cyanobacteria (UID2143), 129, 469, 365,197, 238, 34, 0,0,0, 61.70,6.44,17.65,1245,1227,196,phylum,0.98,0.96,1.0,0.15,0.35,0.92,0.88,False
bin.2,p__Euryarchaeota (UID3), 148, 188, 125,129,59, 0,0,0,0, 28.93,0.00, 0.00,323,294,16,kingdom,1.0,0.91,0.0,0.04,0.08,0.61,0.55,True
bin.20, c__Gammaproteobacteria (UID4443),356, 451, 270,102, 345, 4,0,0,0, 85.74,1.30,25.00,1956,1884,136,family,0.84,0.81,0.57,0.03,0.07,0.77,0.63,False
bin.21,k__Bacteria (UID2569),434, 277, 185, 12, 264, 1,0,0,0, 95.41,0.54,100.00,2132,1981,85,class,0.91,0.85,0.06,0.11,0.27,0.57,0.49,True
bin.22, c__Gammaproteobacteria (UID4761), 52, 693, 297,239, 444, 10, 0,0,0, 71.10,1.62,70.00,3023,2982,355,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.95,True
bin.23, root (UID1), 5656, 56,24, 0, 0,11, 12, 12, 21,100.00,388.56,6.97,11021,10609,1940,phylum,0.95,0.92,0.95,0.53,1.51,0.68,0.62,False
bin.24, k__Bacteria (UID203),5449,104,58, 84,20, 0,0,0,0, 27.59,0.00, 0.00,569,563,92,class,0.99,0.98,0.87,0.02,0.05,0.92,0.9,False
bin.25, p__Euryarchaeota (UID3), 148, 188, 125, 96,91, 1,0,0,0, 43.60,0.13,100.00,771,717,35,kingdom,1.0,0.93,0.1,0.06,0.13,0.62,0.58,True
