,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, k__Bacteria (UID203),5449,104,58, 79,25, 0,0,0, 0, 37.93,0.00, 0.00,922,854,77,genus,0.92,0.85,0.07,0.25,0.7,0.71,0.61,True
bin.10,k__Bacteria (UID203),5449,104,58, 92,12, 0,0,0, 0, 17.24,0.00, 0.00,351,343,8,genus,0.97,0.95,0.1,0.3,0.73,0.9,0.85,True
bin.100, k__Bacteria (UID203),5449,102,56, 79,23, 0,0,0, 0, 20.94,0.00, 0.00,712,693,132,family,0.96,0.93,0.72,0.05,0.09,0.92,0.86,False
bin.101,o__Clostridiales (UID1120), 304, 249, 142, 59, 132, 56, 2,0, 0, 93.21, 31.34,11.29,4372,3900,738,genus,0.81,0.72,0.9,0.33,0.96,0.92,0.66,False
bin.102, root (UID1), 5656, 56,24, 0, 0,13, 40, 3, 0, 100.00,200.00, 11.26,6088,5799,425,family,0.93,0.88,0.99,0.33,0.79,0.87,0.77,False
bin.11, o__Clostridiales (UID1212), 172, 261, 147, 28, 232, 1,0,0, 0, 90.48,0.68, 0.00,1778,1708,85,family,0.94,0.9,0.17,0.07,0.15,0.77,0.7,True
bin.12,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,278,261,4,genus,0.96,0.9,0.06,0.3,0.93,0.87,0.78,True
bin.13, o__Bacteroidales (UID2657), 160, 492, 269,149, 341, 2,0,0, 0, 70.11,0.56,50.00,1483,1423,63,family,0.96,0.92,0.28,0.04,0.08,0.82,0.75,True
bin.14,k__Bacteria (UID203),5449,104,58, 73,31, 0,0,0, 0, 45.17,0.00, 0.00,962,883,35,family,0.95,0.87,0.12,0.34,0.92,0.68,0.59,True
bin.15,k__Bacteria (UID203),5449,103,57, 77,26, 0,0,0, 0, 38.60,0.00, 0.00,1382,1312,316,class,0.98,0.93,0.87,0.03,0.05,0.85,0.79,False
