sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	metabat2_high_500/bin.174.fa	1220_F	0.49984253787075245	1.0	9456242	4726632	4726632	0.11940298507462686	1.0	67	8	8
gsa	metabat2_high_500/bin.474.fa	1285_BX	1.0	0.9997039736835377	3245372	3245372	3246333	1.0	0.8333333333333334	10	10	12
gsa	metabat2_high_500/bin.294.fa	1285_BB	0.25536161561274134	0.9995098477765616	15443899	3943779	3945713	0.265625	0.85	64	17	20
gsa	metabat2_high_500/bin.156.fa	1287_BW	0.500436894844319	0.9993809480405355	6835741	3420857	3422976	0.5	0.6666666666666666	12	6	9
gsa	metabat2_high_500/bin.97.fa	1053016	0.20435324851461323	0.9991893120411175	37261507	7614510	7620688	0.1902439024390244	0.9069767441860465	205	39	43
gsa	metabat2_high_500/bin.465.fa	1285_CL	0.42245077625905725	0.9991521536604147	7961453	3363322	3366176	0.375	0.6666666666666666	16	6	9
gsa	metabat2_high_500/bin.507.fa	1048909	0.3322996592169799	0.9990979230968365	16968275	5638552	5643643	0.13333333333333333	0.8571428571428571	90	12	14
gsa	metabat2_high_500/bin.30.fa	1286_CM	1.0	0.998417313086016	3798269	3798269	3804290	1.0	0.8571428571428571	12	12	14
gsa	metabat2_high_500/bin.329.fa	1286_CB	1.0	0.998380825582047	3954864	3954864	3961278	1.0	0.7692307692307693	10	10	13
gsa	metabat2_high_500/bin.531.fa	1285_AY	1.0	0.9983092351471194	4014458	4014458	4021257	1.0	0.7647058823529411	13	13	17
gsa	metabat2_high_500/bin.19.fa	1286_AT	1.0	0.9982360017316081	3544194	3544194	3550457	1.0	0.7142857142857143	5	5	7
gsa	metabat2_high_500/bin.285.fa	1286_BP	1.0	0.9981793352285812	3970426	3970426	3977668	1.0	0.5714285714285714	8	8	14
gsa	metabat2_high_500/bin.45.fa	1285_F	1.0	0.9980075448042489	3935519	3935519	3943376	1.0	0.5	7	7	14
gsa	metabat2_high_500/bin.28.fa	1286_BE	1.0	0.9980053478698725	3534906	3534906	3541971	1.0	0.6	6	6	10
gsa	metabat2_high_500/bin.481.fa	1139_O	1.0	0.9979692421322351	2632083	2632083	2637439	1.0	0.9	9	9	10
gsa	metabat2_high_500/bin.498.fa	1286_AV	1.0	0.9977929409011166	3887988	3887988	3896588	1.0	0.625	10	10	16
gsa	metabat2_high_500/bin.423.fa	1220_CE	0.8870159093937375	0.9975649843016293	4690625	4160659	4170815	0.8125	0.5416666666666666	16	13	24
gsa	metabat2_high_500/bin.230.fa	evo_1036686.006	0.5007769646940737	0.9974499971006687	8484298	4248741	4259603	0.4942528735632184	0.9148936170212766	87	43	47
gsa	metabat2_high_500/bin.10.fa	1285_AJ	1.0	0.9973696662019635	4011344	4011344	4021923	1.0	0.5833333333333334	14	14	24
gsa	metabat2_high_500/bin.181.fa	1021_B	0.500042641242887	0.9973287378272427	7223054	3611835	3621509	0.4	0.4444444444444444	10	4	9
gsa	metabat2_high_500/bin.537.fa	1139_BD	0.3894264933982519	0.9973266467160277	13725910	5345233	5359561	0.45161290322580644	0.6666666666666666	62	28	42
gsa	metabat2_high_500/bin.338.fa	1139_AY	0.5044411747501453	0.9969295762863087	11573627	5838214	5856195	0.3684210526315789	0.7777777777777778	57	21	27
gsa	metabat2_high_500/bin.411.fa	1021_AI	0.3419291297558441	0.9969093502588839	15018969	5135423	5151344	0.3695652173913043	0.6666666666666666	92	34	51
gsa	metabat2_high_500/bin.425.fa	1139_BT	0.491117927023938	0.9962698083808037	10588294	5200101	5219571	0.45714285714285713	0.48484848484848486	35	16	33
gsa	metabat2_high_500/bin.248.fa	1021_AC	0.5004796500859328	0.9962471376048938	10932970	5471729	5492341	0.4888888888888889	0.6285714285714286	45	22	35
gsa	metabat2_high_500/bin.422.fa	1139_BU	1.0	0.9957491011131281	3698250	3698250	3714038	1.0	0.864406779661017	51	51	59
gsa	metabat2_high_500/bin.191.fa	1139_CK	0.7705647197783575	0.9955767406575771	8488263	6540756	6569816	0.7368421052631579	0.691358024691358	76	56	81
gsa	metabat2_high_500/bin.40.fa	1286_AN	1.0	0.995297538587637	3516641	3516641	3533256	1.0	0.5263157894736842	10	10	19
gsa	metabat2_high_500/bin.132.fa	1285_CP	0.48783107208502546	0.9944068824512413	13306883	6491511	6528023	0.4854368932038835	0.704225352112676	103	50	71
gsa	metabat2_high_500/bin.371.fa	1220_AS	1.0	0.9941133914399061	2591588	2591588	2606934	1.0	0.25	3	3	12
gsa	metabat2_high_500/bin.29.fa	1220_H	0.2179730690329768	0.9940664890611601	30873158	6729517	6769685	0.27835051546391754	0.675	291	81	120
gsa	metabat2_high_500/bin.142.fa	1036686	0.5067288449642452	0.993810737622183	9005929	4563564	4591985	0.4731182795698925	0.88	93	44	50
gsa	metabat2_high_500/bin.559.fa	1285_U	1.0	0.9935714006192603	4976358	4976358	5008556	1.0	0.5625	18	18	32
gsa	metabat2_high_500/bin.53.fa	evo_1048963.008	0.999126785221268	0.993055378286662	5139629	5135141	5171052	0.96875	0.8857142857142857	32	31	35
gsa	metabat2_high_500/bin.126.fa	1220_N	1.0	0.9930014281910651	3647471	3647471	3673178	1.0	0.38461538461538464	5	5	13
gsa	metabat2_high_500/bin.273.fa	1139_BN	0.48324161392392495	0.9923521282807075	11332207	5476194	5518398	0.4	0.6666666666666666	65	26	39
gsa	metabat2_high_500/bin.325.fa	evo_1036569.002	0.995209192800848	0.9906955170529975	3114089	3099170	3128277	0.8571428571428571	0.5217391304347826	14	12	23
gsa	metabat2_high_500/bin.171.fa	1220_D	0.5109909207323317	0.9895567248847412	15792353	8069749	8154913	0.6868327402135231	0.7366412213740458	281	193	262
gsa	metabat2_high_500/bin.320.fa	evo_1036569.006	1.0	0.988291259239098	3093659	3093659	3130311	1.0	0.4782608695652174	11	11	23
gsa	metabat2_high_500/bin.519.fa	1285_W	0.9529515399843694	0.9864196263579267	4910894	4679844	4744273	0.8125	0.5098039215686274	32	26	51
