Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0000000000000002	1.0	gsa	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.718074070941656	0.267888169325541	0.8658254898315794	0.5836186248369389	0.7296829624518608	0.5568634715140202	0.9142265887875122	0.7587040237909102	0.6727258570660052	0.5185411339139413	0.7256908658120783	0.29459800979308165	0.8115964350420565	0.6423000842566935	0.8069118312919543	0.4115607072631595	0.09139504392303288	0.31745009658725043	0.7880427617005948	0.3918861411887087	0.9086049560769671	0.6825499034127496	0.9970746435842011	0.9627360186071926	gsa	0.032541342915134656	0.028191525315021563	0.013511732514081751	0.024232311254285908	Maxbin2			0.019169526130869866	0.13977994783109074	genome	NA
0.8182998883185392	0.1503869846785658	0.8662664467606335	0.877194120270403	0.8534398870375502	0.5569992208143063	0.9501094304409852	0.9337413025231939	0.6844593111182471	0.45372148897848746	0.8714237537112739	0.15413046912020217	0.8991839337362794	0.6977648622352591	0.8869243859576142	0.2627086384499329	0.09701355380324861	0.11110073755951821	0.9027483889174099	0.16881806862420604	0.9029864461967514	0.8888992624404818	0.9971920558284728	0.9904395082029949	gsa	0.02294632556414126	0.0206108187048019	0.012750965968163362	0.015272807984207857	Metabat2_200			0.020485978773278787	0.0695024691102143	genome	NA
0.8135218328466592	0.158505765281946	0.8540744522132867	0.8736414572768251	0.8492789534877394	0.553755806105546	0.9482515690440382	0.9311035591958354	0.6711256536164492	0.44472881769819894	0.8705927539946812	0.15662612541462645	0.8960405290548725	0.6944819341669854	0.881815025354532	0.26681105367012636	0.10666960647342949	0.10016140602582502	0.9071781145231209	0.1757687518716409	0.8933303935265705	0.899838593974175	0.9969179457468351	0.9906493418183956	gsa	0.0231067806477245	0.020899837549867826	0.012791709050673842	0.01579871436146265	Metabat2_500			0.02061710537507348	0.07047787717107132	genome	NA
0.8139601786779062	0.14763860369609857	0.8579419945168225	0.756041123504804	0.8668238446309966	0.5722078805861208	0.9486073004025133	0.9287034361963279	0.7010389239739417	0.4688484464971144	0.8837644138558342	0.16823566577160007	0.9058734388571476	0.708118353132485	0.8882712917075065	0.2794822523525953	0.1071756279412388	0.17494924529967337	0.9081813583971126	0.1785584818825161	0.8928243720587612	0.8250507547003266	0.9969732744134776	0.9778241792849011	gsa	0.022205557611539032	0.0209365206416616	0.013119577802083936	0.016333003653858418	Metabat2_1000			0.02065479860459203	0.06508745612679802	genome	NA
0.2931504211616087	0.40156373400726586	0.1990177210196619	0.17812151194799403	0.8929749137042954	0.6641330420963704	0.5633750783443104	0.4181487592002928	0.1632536452322061	0.13227264957429832	0.9002424991701881	0.3827041541620597	0.6908776251785373	0.5131868745530005	0.4410017656322609	0.3914937811150122	0.7079709980384209	0.5993033555566063	1.0	1.0	0.2920290019615791	0.4006966444433937	0.9425485809682488	0.9321993916080655	gsa	0.01633229154356846	0.017443822022663383	0.031951405301134946	0.04273060553865767	COCACOLA			0.07452513795236977	0.03521017461246356	genome	NA
0.8257359676313697	0.21412099194440057	0.7895715971239957	0.32234836443108267	0.8502724319148728	0.6063288509472525	0.8730523062409886	0.7603126749468919	0.6742857956672014	0.4910667884630521	0.8642822965371424	0.23833517611751698	0.8615118104911408	0.6746458406633963	0.8551953763572187	0.3268322033735217	0.15370245513770042	0.4801349900291456	0.9719716166105528	0.410988699229278	0.8462975448622996	0.5198650099708544	0.9959446232241437	0.9398042421025523	gsa	0.021041013595395237	0.022073673512657016	0.01940557207960426	0.026483067306014896	SolidBin-naive			0.046695452239352835	0.05843960141205214	genome	NA
0.7102320277450097	0.09928921181487917	0.6322970057299805	0.17610690913317337	0.7639930335680455	0.5405718382817056	0.7516054167051739	0.33631092644099275	0.6420995368082723	0.47187317752732477	0.7554620138198436	0.1351129363449692	0.7577486005626952	0.4146511325215124	0.7414586100890745	0.17318225515252408	0.27203510129796027	0.758879938626774	0.9719716166105528	0.410988699229278	0.7279648987020397	0.24112006137322592	0.9927943683207424	0.9519713230020015	gsa	0.024772076476873583	0.024460468278146654	0.01921433736665302	0.025214201463392705	SolidBin-SFS-CL			0.043933700492307444	0.08100256203284169	genome	NA
0.7958682971293337	0.17959248144053072	0.7303738022287871	0.23709277517543062	0.8073870659811918	0.5919067748639394	0.8490491686149121	0.6924707381086972	0.5787001414137624	0.43465674334058196	0.8068419943540244	0.20301690096351288	0.8276941820086606	0.6382517867864649	0.8112453115242056	0.2770461441718605	0.1843030456138125	0.5639501438159156	0.9719716166105528	0.410988699229278	0.8156969543861875	0.4360498561840844	0.994922774361183	0.9335077832082251	gsa	0.02370676892014445	0.02440189506679931	0.020065439902611282	0.026880001148552258	SolidBin-CL			0.05193822232460435	0.07418543782757275	genome	NA
0.8058911599987665	0.18785341968093508	0.7480263846414882	0.27300882437758983	0.8137247124294116	0.5838857714069896	0.848841310383021	0.7536572726092486	0.6428196548230166	0.4658381463505196	0.816238558567603	0.21661664823882484	0.8309121462992326	0.657997153755295	0.8210698050122813	0.2937288631144574	0.1740414165443499	0.5439101089124099	0.9719716166105528	0.410988699229278	0.8259585834556501	0.4560898910875901	0.9952908972975343	0.9345436960800622	gsa	0.02314810847200352	0.023672806166106255	0.021084291118073188	0.028193939848572554	SolidBin-coalign			0.0564575111578608	0.07073021020977664	genome	NA
