,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID203),5449,104,58, 63,40, 1,0,0, 0, 62.07,1.72, 0.00,1634,1573,62,genus,0.96,0.92,0.21,0.03,0.06,0.81,0.75,True
bin.1, k__Bacteria (UID203),5449,104,58, 82,22, 0,0,0, 0, 26.80,0.00, 0.00,894,790,237,family,0.95,0.84,0.17,0.12,0.27,0.68,0.57,True
bin.10,c__Clostridia (UID1085),35, 420, 196, 81, 334, 5,0,0, 0, 78.23,1.89,40.00,1924,1768,163,genus,0.55,0.5,0.25,0.35,1.26,0.6,0.3,True
bin.101, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,713,617,87,genus,0.66,0.57,0.3,0.47,1.26,0.66,0.38,True
bin.109, o__Lactobacillales (UID355), 490, 336, 184, 7,327, 2,0,0, 0, 96.83,0.82,100.00,1718,1675,126,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
bin.110,o__Clostridiales (UID1212), 172, 261, 147, 53, 208, 0,0,0, 0, 85.48,0.00, 0.00,2211,2147,319,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.92,True
bin.113,k__Bacteria (UID3187),2258,186, 116,121,65, 0,0,0, 0, 25.26,0.00, 0.00,521,476,135,phylum,0.97,0.88,0.57,0.09,0.19,0.72,0.64,False
bin.116,o__Clostridiales (UID1226), 155, 278, 158, 33, 240, 5,0,0, 0, 88.49,2.53,40.00,2226,2169,206,genus,0.89,0.87,0.18,0.03,0.06,0.84,0.73,True
bin.121,k__Bacteria (UID2372),131, 177, 106, 68, 107, 2,0,0, 0, 57.26,0.19,50.00,1025,998,215,kingdom,1.0,0.97,0.0,0.0,0.0,0.98,0.95,True
bin.122,o__Clostridiales (UID1375),50, 332, 124,283,49, 0,0,0, 0, 10.26,0.00, 0.00,250,242,71,kingdom,1.0,0.97,0.0,0.0,0.0,0.82,0.8,True
bin.123, k__Bacteria (UID203),5449,104,58, 87,17, 0,0,0, 0, 24.14,0.00, 0.00,744,700,138,genus,0.92,0.87,0.26,0.02,0.05,0.79,0.68,True
bin.124, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,355,284,51,genus,0.61,0.48,0.33,0.52,2.74,0.65,0.32,True
bin.125,k__Bacteria (UID2328),3167,126,75, 5,119, 2,0,0, 0, 95.33,0.56,50.00,1452,1196,141,genus,0.61,0.5,0.24,0.36,1.28,0.55,0.27,True
bin.13, k__Bacteria (UID2329),174, 149,89, 6,136, 7,0,0, 0, 94.38,3.18,14.29,1718,1650,195,phylum,0.99,0.95,0.19,0.05,0.1,0.77,0.73,True
bin.130, k__Bacteria (UID203),5449,104,58, 87,14, 3,0,0, 0, 17.24,5.17,66.67,534,506,43,order,0.92,0.88,0.78,0.03,0.07,0.75,0.65,False
bin.134,g__Lactobacillus (UID380), 58, 449, 129, 5,443, 1,0,0, 0, 98.45,0.08, 0.00,1934,1855,35,kingdom,1.0,0.96,0.0,0.0,0.0,0.92,0.88,True
bin.137, k__Bacteria (UID203),5449,104,58, 66,38, 0,0,0, 0, 56.90,0.00, 0.00,1213,1124,44,genus,0.9,0.84,0.32,0.04,0.09,0.75,0.63,True
bin.139,o__Clostridiales (UID1212), 172, 261, 147, 0,260, 1,0,0, 0, 100.00, 0.68, 0.00,2016,1930,138,genus,0.84,0.8,0.19,0.02,0.05,0.78,0.63,True
bin.14, p__Bacteroidetes (UID2605), 350, 316, 210, 26, 289, 1,0,0, 0, 89.52,0.48, 0.00,1682,1568,196,family,0.89,0.83,0.07,0.48,1.72,0.63,0.52,True
bin.143, c__Bacilli (UID285), 586, 325, 181,181, 143, 1,0,0, 0, 35.99,0.55, 0.00,925,843,46,class,0.99,0.9,0.24,0.15,0.36,0.75,0.68,True
bin.144, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,779,584,73,class,0.98,0.73,0.48,0.03,0.07,0.72,0.53,False
bin.147,o__Clostridiales (UID1375),50, 332, 124,312,18, 2,0,0, 0,2.05,0.45, 0.00,726,236,52,kingdom,1.0,0.33,0.0,0.03,0.05,0.47,0.15,True
bin.15,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,391,341,92,phylum,0.96,0.83,0.91,0.4,0.93,0.61,0.51,False
bin.151, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,258,207,21,genus,0.55,0.44,0.28,0.43,1.66,0.65,0.29,True
bin.152, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,524,473,60,genus,0.82,0.74,0.3,0.26,0.72,0.74,0.54,True
bin.16, o__Clostridiales (UID1120), 304, 249, 142, 65, 183, 1,0,0, 0, 91.20,0.70, 0.00,2243,2177,255,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.17, o__Clostridiales (UID1120), 304, 247, 141, 20, 225, 2,0,0, 0, 89.01,1.42, 0.00,1579,1468,182,class,0.97,0.9,0.3,0.1,0.23,0.64,0.57,True
bin.174, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,267,140,51,order,0.89,0.46,0.7,0.28,0.85,0.66,0.3,False
bin.179, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,473,332,84,genus,0.59,0.42,0.66,0.58,2.49,0.63,0.26,False
bin.184,o__Bacteroidales (UID2657), 160, 491, 268, 77, 359, 53, 2,0, 0, 91.35, 11.07,38.98,2582,2494,70,kingdom,1.0,0.97,0.0,0.0,0.0,0.91,0.88,True
bin.187, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,495,428,69,genus,0.79,0.68,0.21,0.29,0.83,0.68,0.46,True
