,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,229,186,31,order,0.89,0.72,0.76,0.06,0.13,0.86,0.62,False
maxbin2.002, k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0, 10.34,0.00, 0.00,938,875,177,phylum,0.99,0.92,0.98,0.5,1.0,0.87,0.8,False
maxbin2.003,o__Clostridiales (UID1212), 172, 263, 149, 50, 202, 11, 0,0, 0, 77.96,4.03,18.18,1961,1845,92,genus,0.79,0.74,0.25,0.51,1.65,0.74,0.55,True
maxbin2.004, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,407,271,23,phylum,0.96,0.64,0.59,0.08,0.16,0.77,0.5,False
maxbin2.005, k__Bacteria (UID203),5449,104,58, 93,10, 1,0,0, 0, 12.07,1.72,100.00,1317,1220,196,phylum,0.98,0.91,0.92,0.05,0.1,0.82,0.74,False
maxbin2.006,p__Bacteroidetes (UID2605), 350, 316, 210,119, 169, 28, 0,0, 0, 61.57,9.13,67.86,1277,1250,183,genus,0.98,0.96,0.51,0.02,0.04,0.97,0.94,False
maxbin2.007,p__Bacteroidetes (UID2605), 350, 316, 210,103, 162, 51, 0,0, 0, 62.51, 13.54,72.55,1848,1788,213,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.92,True
maxbin2.008,o__Clostridiales (UID1120), 304, 250, 143, 17, 232, 1,0,0, 0, 92.40,0.70, 0.00,1329,1294,28,genus,0.93,0.91,0.27,0.04,0.09,0.96,0.87,True
maxbin2.009,o__Clostridiales (UID1212), 172, 261, 147, 7,253, 1,0,0, 0, 97.96,0.68, 0.00,2286,2176,236,genus,0.82,0.78,0.23,0.5,1.61,0.76,0.59,True
maxbin2.010, k__Bacteria (UID203),5449,104,58, 89,12, 3,0,0, 0, 21.71,5.17,100.00,1917,1746,348,class,0.93,0.85,0.97,0.49,1.0,0.88,0.75,False
maxbin2.011, c__Clostridia (UID1118), 387, 223, 124, 9,213, 1,0,0, 0, 94.35,0.16, 0.00,1251,1230,40,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
maxbin2.012,o__Clostridiales (UID1212), 172, 261, 147, 11, 239, 11, 0,0, 0, 94.52,5.44, 0.00,2365,2273,84,family,0.92,0.88,0.41,0.06,0.13,0.87,0.76,True
maxbin2.013,o__Clostridiales (UID1212), 172, 263, 149, 6,255, 2,0,0, 0, 97.32,1.01, 0.00,2308,2189,59,family,0.93,0.88,0.7,0.04,0.09,0.96,0.84,False
maxbin2.014, c__Clostridia (UID1118), 387, 223, 124, 1,219, 3,0,0, 0, 99.19,1.48, 0.00,1745,1636,95,genus,0.65,0.61,0.12,0.39,1.29,0.63,0.39,True
maxbin2.015, k__Bacteria (UID203),5449,104,58, 3, 65, 30, 6,0, 0, 94.83, 14.18,16.67,2419,2274,177,genus,0.7,0.66,0.08,0.8,8.0,0.64,0.42,True
maxbin2.016,o__Clostridiales (UID1212), 172, 263, 149, 17, 230, 16, 0,0, 0, 93.40,4.12,25.00,2410,2263,332,family,0.91,0.85,0.13,0.67,4.41,0.65,0.55,True
maxbin2.017,o__Clostridiales (UID1212), 172, 263, 149, 26, 237, 0,0,0, 0, 85.46,0.00, 0.00,1327,1186,70,phylum,0.97,0.87,0.27,0.05,0.1,0.58,0.51,True
maxbin2.018,o__Clostridiales (UID1212), 172, 263, 149, 75, 175, 13, 0,0, 0, 80.70,3.58,53.85,1501,1442,255,class,0.97,0.93,0.15,0.33,0.8,0.73,0.68,True
maxbin2.019, k__Bacteria (UID203),5449,103,57, 97,6,0,0,0, 0,5.61,0.00, 0.00,3118,2827,529,genus,0.68,0.62,0.36,0.83,12.46,0.75,0.46,True
maxbin2.020, c__Clostridia (UID1118), 387, 223, 124, 24, 186, 13, 0,0, 0, 91.33,5.65, 0.00,2220,2009,87,order,0.9,0.82,0.13,0.07,0.16,0.57,0.47,True
maxbin2.021,o__Bacteroidales (UID2617), 213, 406, 265, 70, 335, 1,0,0, 0, 82.64,0.01, 0.00,1829,1705,116,family,0.95,0.88,0.39,0.07,0.16,0.95,0.83,True
maxbin2.022,o__Clostridiales (UID1120), 304, 250, 143, 3,241, 6,0,0, 0, 98.60,2.56, 0.00,2779,2626,139,genus,0.86,0.81,0.57,0.03,0.06,0.96,0.78,False
maxbin2.023, k__Bacteria (UID203),5449,104,58, 83,21, 0,0,0, 0, 29.31,0.00, 0.00,3048,2641,467,phylum,0.97,0.84,0.96,0.42,0.95,0.79,0.67,False
maxbin2.024,o__Clostridiales (UID1212), 172, 263, 149, 6,257, 0,0,0, 0, 97.27,0.00, 0.00,2073,2009,60,genus,0.9,0.88,0.16,0.03,0.06,0.97,0.85,True
maxbin2.025,o__Clostridiales (UID1212), 172, 263, 149, 12, 251, 0,0,0, 0, 95.97,0.00, 0.00,2195,2101,178,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.9,True
maxbin2.026, o__Selenomonadales (UID1024), 64, 334, 167, 38, 292, 4,0,0, 0, 98.20,1.10, 0.00,2019,1937,196,order,0.96,0.92,0.41,0.03,0.07,0.95,0.88,True
maxbin2.027,o__Clostridiales (UID1212), 172, 263, 149, 42, 221, 0,0,0, 0, 80.09,0.00, 0.00,1410,1377,104,family,0.94,0.92,0.45,0.03,0.06,0.98,0.89,True
maxbin2.028, k__Bacteria (UID203),5449,104,58, 0, 80, 24, 0,0, 0, 100.00,18.39, 8.33,2737,2508,166,class,0.91,0.83,0.13,0.32,0.78,0.63,0.52,True
maxbin2.029, k__Bacteria (UID203),5449,104,58, 8, 69, 23, 4,0, 0, 87.93,9.56,45.71,2747,2492,234,genus,0.67,0.61,0.19,0.47,1.46,0.74,0.45,True
