,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, k__Bacteria (UID203),5449,103,58, 88,15,0,0,0,0, 18.61,0.00, 0.00,336,335,152,kingdom,1.0,1.0,0.0,0.0,0.0,0.97,0.97,True
maxbin2.002,p__Cyanobacteria (UID2143), 129, 469, 365,343, 124,2,0,0,0, 22.88,0.15,100.00,457,451,126,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
maxbin2.003, k__Bacteria (UID203),5449,103,58, 89,14,0,0,0,0, 21.55,0.00, 0.00,495,488,146,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
maxbin2.004, k__Bacteria (UID203),5449,103,58, 88,15,0,0,0,0, 16.54,0.00, 0.00,426,417,162,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.95,True
maxbin2.005, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,233,215,85,phylum,1.0,0.92,0.29,0.02,0.05,0.93,0.86,True
maxbin2.006, k__Bacteria (UID203),5449,104,58, 93,11,0,0,0,0, 10.66,0.00, 0.00,263,252,95,phylum,0.99,0.95,0.82,0.02,0.05,0.94,0.89,False
maxbin2.007,k__Bacteria (UID1453),901, 171, 117,121,50,0,0,0,0, 14.29,0.00, 0.00,328,304,89,class,0.96,0.89,0.26,0.02,0.05,0.81,0.72,True
maxbin2.008, k__Bacteria (UID203),5449,103,58, 69,21,13, 0,0,0, 14.45,3.67, 0.00,386,347,111,family,0.72,0.65,0.99,0.53,1.97,0.9,0.58,False
maxbin2.009,k__Archaea (UID2),207, 145, 103, 46,94,5,0,0,0, 71.10,3.56,100.00,1129,1104,297,kingdom,1.0,0.98,0.86,0.02,0.05,0.97,0.95,False
maxbin2.010, k__Bacteria (UID203),5449,103,58, 14,55,34, 0,0,0, 78.97, 21.08,73.53,2382,2322,653,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
maxbin2.011, p__Euryarchaeota (UID3), 148, 188, 125, 25, 148,14, 1,0,0, 83.47,6.77,29.41,1416,1284,119,order,0.93,0.84,0.95,0.02,0.05,0.64,0.54,False
maxbin2.012, c__Gammaproteobacteria (UID4201),1164,275, 174, 96, 154,24, 1,0,0, 60.38, 10.39,22.22,1285,1244,211,phylum,0.98,0.95,0.98,0.07,0.15,0.67,0.64,False
maxbin2.013, k__Bacteria (UID203),5449,103,57, 97,5, 1,0,0,0,4.70,0.88, 0.00,127,119,33,genus,0.71,0.67,0.86,0.29,0.88,0.74,0.49,False
maxbin2.014,p__Cyanobacteria (UID2143), 129, 472, 368,107, 168, 156, 33, 7,1, 81.70, 55.49,66.78,3673,3554,1195,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True
maxbin2.015,k__Bacteria (UID1453),901, 171, 117,142,29,0,0,0,0,7.08,0.00, 0.00,124,115,31,kingdom,1.0,0.93,1.0,0.04,0.09,0.67,0.62,False
maxbin2.016, k__Bacteria (UID203),5449,103,57, 85,9, 9,0,0,0, 10.19,4.85, 0.00,121,105,15,phylum,0.9,0.78,0.58,0.52,1.96,0.61,0.48,False
maxbin2.017, k__Bacteria (UID203),5449,104,58, 71,21,11, 1,0,0, 46.55, 18.10, 7.14,1740,1631,381,genus,0.62,0.58,0.96,0.45,1.53,0.65,0.38,False
maxbin2.018, k__Bacteria (UID203),5449,103,58, 86,16,1,0,0,0, 19.66,0.86, 0.00,1347,1195,334,order,0.93,0.83,1.0,0.03,0.06,0.89,0.74,False
maxbin2.019, k__Bacteria (UID203),5449,104,58, 60,29,7,6,2,0, 27.19,3.92, 0.00,945,849,324,kingdom,1.0,0.9,0.87,0.02,0.05,0.61,0.55,False
maxbin2.020, k__Bacteria (UID203),5449,104,58, 92,12,0,0,0,0, 17.24,0.00, 0.00,934,814,283,family,0.56,0.49,0.89,0.3,0.82,0.63,0.3,False
maxbin2.021,k__Archaea (UID2),207, 149, 107,124,20,5,0,0,0, 19.63,2.80,80.00,641,548,164,kingdom,1.0,0.85,0.17,0.11,0.23,0.61,0.52,True
maxbin2.022,k__Bacteria (UID2495),2993,147,91, 96,49,2,0,0,0, 42.28,2.20, 0.00,1250,1143,302,genus,0.53,0.48,0.9,0.06,0.13,0.61,0.29,False
maxbin2.023,k__Archaea (UID2),207, 149, 107, 71,36,25, 15, 2,0, 51.22, 40.19,31.71,897,809,282,kingdom,1.0,0.9,0.3,0.07,0.14,0.64,0.57,True
maxbin2.024, k__Bacteria (UID203),5449,104,58, 53,21,20, 4,6,0, 74.48, 68.10,19.12,2687,2568,754,phylum,0.98,0.93,0.89,0.21,0.55,0.59,0.55,False
maxbin2.025, p__Euryarchaeota (UID3), 148, 188, 125,104,45,29, 10, 0,0, 43.09, 26.23,30.51,1643,1464,528,kingdom,1.0,0.89,0.26,0.08,0.16,0.6,0.53,True
maxbin2.026, k__Bacteria (UID203),5449,104,58, 26,42,32, 4,0,0, 76.88, 34.87, 9.09,1718,1649,533,phylum,0.96,0.92,0.95,0.39,1.23,0.67,0.61,False
maxbin2.027,k__Bacteria (UID1453),901, 171, 117, 22, 143,6,0,0,0, 82.91,3.85,16.67,2352,2101,310,kingdom,1.0,0.89,0.92,0.03,0.07,0.62,0.56,False
maxbin2.028,k__Bacteria (UID2570),433, 274, 183,135, 109,24, 3,3,0, 46.67,7.03, 1.96,1233,1148,232,phylum,0.92,0.85,0.79,0.3,0.84,0.59,0.5,False
maxbin2.029,k__Archaea (UID2),207, 149, 107, 23,59,58, 8,1,0, 83.33, 54.57,59.09,2644,2386,483,phylum,0.93,0.84,0.41,0.04,0.08,0.61,0.51,True
maxbin2.030, k__Bacteria (UID203),5449,104,58, 77,19,8,0,0,0, 20.14,3.66, 0.00,480,451,131,family,0.72,0.68,0.82,0.69,3.34,0.68,0.46,False
