,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID203),5449,103,57, 73,30, 0,0, 0, 0, 45.61,0.00, 0.00,1534,1472,283,genus,0.81,0.78,0.3,0.18,0.48,0.77,0.6,True
bin.1, c__Gammaproteobacteria (UID4201),1164,271, 170, 37, 227, 7,0, 0, 0, 91.36,2.94,42.86,1976,1768,299,phylum,0.97,0.87,0.35,0.05,0.11,0.69,0.6,True
bin.10,k__Bacteria (UID203),5449,104,58, 79,25, 0,0, 0, 0, 30.25,0.00, 0.00,1035,985,262,family,0.93,0.89,0.37,0.03,0.06,0.77,0.68,True
bin.100,k__Bacteria (UID2372),131, 177, 106, 2,170, 5,0, 0, 0, 98.11,2.29, 0.00,2171,1935,140,order,0.93,0.83,0.14,0.25,0.67,0.6,0.5,True
bin.101, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,301,180,23,phylum,0.96,0.57,0.83,0.44,0.97,0.48,0.27,False
bin.106, k__Bacteria (UID203),5449,104,58,103,1,0,0, 0, 0,0.86,0.00, 0.00,822,396,105,class,0.89,0.43,0.31,0.36,1.1,0.54,0.23,True
bin.11,p__Proteobacteria (UID3887), 1487,255, 158, 6,235, 14, 0, 0, 0, 96.20,4.01,35.71,2229,2158,144,family,0.98,0.95,0.38,0.18,0.43,0.97,0.92,True
bin.112, k__Bacteria (UID203),5449,104,58,102,2,0,0, 0, 0,3.45,0.00, 0.00,280,270,91,kingdom,1.0,0.96,0.0,0.0,0.0,0.81,0.78,True
bin.113, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,314,282,30,family,0.94,0.84,0.41,0.33,1.12,0.75,0.63,True
bin.121, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,374,203,26,phylum,0.96,0.52,0.5,0.35,1.02,0.49,0.26,False
bin.122, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,169,143,23,genus,0.92,0.78,0.45,0.36,1.16,0.69,0.54,True
bin.124, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,292,201,25,phylum,0.97,0.67,0.84,0.08,0.18,0.52,0.35,False
bin.135,k__Archaea (UID2),207, 149, 107,148,1,0,0, 0, 0,0.07,0.00, 0.00,356,93,22,kingdom,1.0,0.26,0.0,0.06,0.14,0.38,0.1,True
bin.14, o__Bacteroidales (UID2657), 160, 491, 268, 38, 449, 4,0, 0, 0, 95.86,1.06,50.00,2927,2816,184,family,0.96,0.92,0.22,0.02,0.05,0.91,0.84,True
bin.15, o__Bacteroidales (UID2617), 213, 406, 265, 8,392, 5,1, 0, 0, 97.86,1.82, 0.00,2705,2523,103,genus,0.93,0.87,0.38,0.13,0.32,0.9,0.78,True
bin.16, o__Clostridiales (UID1120), 304, 249, 142,105, 142, 2,0, 0, 0, 48.33,0.37,50.00,863,837,199,family,0.97,0.94,0.66,0.03,0.06,0.95,0.89,False
bin.166, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,296,134,12,phylum,0.96,0.43,0.51,0.48,1.21,0.46,0.2,False
bin.17,c__Gammaproteobacteria (UID4201),1164,271, 170, 15, 256, 0,0, 0, 0, 91.76,0.00, 0.00,2229,2055,410,kingdom,1.0,0.92,0.0,0.0,0.0,0.93,0.86,True
bin.18, k__Bacteria (UID2372),131, 177, 106, 6,166, 4,1, 0, 0, 94.81,1.62,14.29,2329,2170,206,class,0.96,0.9,0.18,0.25,0.69,0.73,0.66,True
bin.19,k__Bacteria (UID203),5449,103,57, 97,6,0,0, 0, 0,4.15,0.00, 0.00,267,258,68,genus,0.85,0.82,0.32,0.26,0.76,0.8,0.66,True
bin.2,o__Clostridiales (UID1375),50, 332, 124,190, 142, 0,0, 0, 0, 33.18,0.00, 0.00,996,946,245,kingdom,1.0,0.95,0.0,0.0,0.0,0.79,0.75,True
bin.20,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,577,393,95,family,0.79,0.54,0.49,0.26,0.8,0.6,0.32,False
bin.21, o__Bacteroidales (UID2657), 160, 492, 269, 8,478, 5,1, 0, 0, 97.65,1.49,50.00,2131,1942,181,family,0.92,0.83,0.25,0.13,0.3,0.71,0.59,True
