,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001,o__Clostridiales (UID1212),172, 261, 147,107, 114,39, 1,0,0, 59.55, 17.15,71.43,1934,1862,122,genus,0.86,0.82,0.96,0.04,0.08,0.86,0.71,False
maxbin2.002,o__Clostridiales (UID1120),304, 250, 143, 0,241,9,0,0,0, 100.00, 3.96, 0.00,2707,2566,101,family,0.92,0.87,0.32,0.02,0.04,0.96,0.84,True
maxbin2.003, k__Bacteria (UID203), 5449,102,56, 28,37,32, 5,0,0, 77.66, 48.54,78.72,3003,2887,215,family,0.93,0.9,0.4,0.05,0.1,0.86,0.77,True
maxbin2.004, k__Bacteria (UID203), 5449,102,56, 50,43,6,3,0,0, 71.17, 16.67,80.00,2306,2251,384,family,0.96,0.94,0.38,0.03,0.06,0.94,0.88,True
maxbin2.005,o__Clostridiales (UID1212),172, 263, 149, 74, 167,20, 2,0,0, 75.10, 11.91,92.31,1753,1623,365,class,0.92,0.85,0.14,0.44,0.97,0.63,0.54,True
maxbin2.006, k__Bacteria (UID203), 5449,102,56, 92,10,0,0,0,0, 11.90,0.00, 0.00,2422,2246,450,phylum,0.99,0.91,0.97,0.08,0.17,0.88,0.81,False
maxbin2.007,o__Clostridiales (UID1212),172, 263, 149, 57, 196,10, 0,0,0, 87.58,4.03,10.00,1844,1744,114,genus,0.79,0.75,0.26,0.48,1.48,0.74,0.56,True
maxbin2.008, k__Bacteria (UID203), 5449,104,58, 13,49,33, 7,2,0, 83.62, 56.20,66.67,2742,2700,484,family,0.95,0.93,0.87,0.02,0.04,0.95,0.88,False
maxbin2.009, k__Bacteria (UID203), 5449,104,58, 1, 43,43, 13, 4,0, 98.28, 51.70,14.15,2855,2757,517,class,0.97,0.94,0.51,0.26,0.62,0.86,0.81,False
maxbin2.010, k__Bacteria (UID203), 5449,102,56, 71,19,9,3,0,0, 45.54, 24.11,66.67,1838,1798,289,kingdom,1.0,0.98,0.0,0.0,0.0,0.87,0.85,True
maxbin2.011, k__Bacteria (UID203), 5449,104,58, 63,24,15, 2,0,0, 59.20, 31.03,47.62,2199,2051,445,genus,0.75,0.69,0.2,0.47,2.2,0.64,0.44,True
maxbin2.012,o__Clostridiales (UID1212),172, 261, 147,151,49,20, 15, 10, 16,43.00, 63.89,57.01,3471,3360,722,genus,0.8,0.78,0.94,0.04,0.08,0.91,0.71,False
maxbin2.013, k__Bacteria (UID203), 5449,102,56, 58,27,10, 5,1,1, 67.32, 41.79,58.54,2421,2360,337,kingdom,1.0,0.97,0.0,0.0,0.0,0.85,0.83,True
maxbin2.014,o__Clostridiales (UID1212),172, 263, 149, 27, 225,11, 0,0,0, 93.61,3.86, 0.00,2429,2373,255,genus,0.88,0.86,0.99,0.07,0.15,0.96,0.83,False
maxbin2.015, k__Bacteria (UID203), 5449,104,58, 68,34,2,0,0,0, 54.31,3.45,100.00,1616,1540,231,genus,0.81,0.78,0.6,0.14,0.33,0.9,0.7,False
maxbin2.016,o__Clostridiales (UID1212),172, 263, 149, 62, 178,23, 0,0,0, 88.11, 11.69, 4.35,1930,1792,214,class,0.93,0.86,0.18,0.15,0.34,0.61,0.52,True
maxbin2.017, k__Bacteria (UID203), 5449,104,58, 67,33,4,0,0,0, 55.17,6.90,100.00,1240,1200,169,family,0.94,0.91,0.31,0.1,0.24,0.84,0.76,True
