,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, k__Bacteria (UID203),5449,104,58, 91,13,0,0,0,0,5.39,0.00, 0.00,489,236,75,kingdom,1.0,0.48,0.01,0.04,0.08,0.47,0.22,True
maxbin2.002,k__Bacteria (UID1453),901, 171, 117, 89,77,5,0,0,0, 45.94,3.07,40.00,586,513,166,kingdom,1.0,0.88,0.19,0.03,0.06,0.48,0.42,True
maxbin2.003, k__Bacteria (UID203),5449,104,58, 5, 55,36, 8,0,0, 91.38, 35.53,15.00,1905,1754,299,phylum,0.91,0.84,0.64,0.21,0.57,0.54,0.45,False
maxbin2.004,k__Bacteria (UID1453),901, 171, 117, 35, 130,6,0,0,0, 73.65,3.18,33.33,1756,1678,170,phylum,0.95,0.91,0.21,0.04,0.09,0.66,0.6,True
maxbin2.005,k__Bacteria (UID1453),901, 171, 117, 67,72,25, 6,1,0, 64.70, 27.64, 8.16,1589,1435,368,genus,0.49,0.45,0.94,0.25,0.66,0.68,0.3,False
maxbin2.006, k__Bacteria (UID203),5449,104,58, 82,21,1,0,0,0, 28.21,1.72, 0.00,702,643,153,phylum,0.97,0.89,0.43,0.2,0.51,0.61,0.54,True
maxbin2.007, k__Bacteria (UID203),5449,104,58, 21,43,33, 6,1,0, 81.19, 39.89, 5.26,1845,1710,382,family,0.7,0.65,0.83,0.45,1.39,0.65,0.42,False
maxbin2.008, k__Bacteria (UID203),5449,102,58, 20,33,28, 13, 5,3, 68.97, 53.19, 3.79,2153,1960,513,class,0.82,0.74,0.83,0.43,1.35,0.61,0.45,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 68,19,13, 2,2,0, 55.17, 37.93, 0.00,2174,1919,681,family,0.69,0.61,0.85,0.61,2.8,0.67,0.41,False
maxbin2.010, c__Gammaproteobacteria (UID4443),356, 451, 270,215, 179,44, 12, 1,0, 49.63, 13.55, 9.30,1779,1650,511,genus,0.43,0.4,0.77,0.5,1.56,0.63,0.25,False
maxbin2.011, k__Bacteria (UID203),5449,104,58, 33,47,18, 5,1,0, 74.61, 29.62, 0.00,2059,1912,594,class,0.81,0.75,0.77,0.55,2.0,0.63,0.48,False
maxbin2.012, k__Bacteria (UID203),5449,102,56, 92,7, 3,0,0,0, 16.07,5.36,66.67,453,217,67,phylum,0.9,0.43,0.55,0.43,1.56,0.55,0.24,False
maxbin2.013, k__Bacteria (UID203),5449, 99,53, 71,20,7,1,0,0, 47.17, 15.09,20.00,1678,1541,478,phylum,0.94,0.87,0.88,0.39,1.08,0.68,0.59,False
maxbin2.014, k__Bacteria (UID203),5449,104,58, 74,27,3,0,0,0, 35.80,3.61, 0.00,933,858,236,phylum,0.9,0.83,0.83,0.43,1.21,0.6,0.5,False
maxbin2.015, k__Bacteria (UID203),5449,104,58, 41,29,29, 5,0,0, 48.75, 31.20,36.36,1095,992,323,class,0.85,0.77,0.83,0.64,3.12,0.69,0.53,False
maxbin2.016, k__Bacteria (UID203),5449,104,58, 44,23,18, 12, 5,2, 37.46, 36.74, 7.69,1930,1462,672,phylum,0.91,0.69,0.77,0.42,1.47,0.61,0.42,False
maxbin2.017, k__Bacteria (UID203),5449,104,58, 64,25,5,9,1,0, 55.33, 41.38, 5.26,2110,1967,447,phylum,0.92,0.86,0.87,0.21,0.49,0.58,0.5,False
maxbin2.018, k__Bacteria (UID203),5449,104,58, 33,35,21, 11, 3,1, 64.39, 37.38, 2.44,2549,2291,650,phylum,0.93,0.84,0.8,0.53,1.44,0.6,0.5,False
maxbin2.019,f__Flavobacteriaceae (UID2845),53, 548, 298,310, 175,47, 16, 0,0, 39.29, 13.64, 3.16,1538,1365,406,class,0.79,0.7,0.84,0.48,1.88,0.65,0.46,False
maxbin2.020, k__Bacteria (UID203),5449,104,58, 46,30,20, 6,2,0, 73.12, 49.37, 4.00,4150,3530,1004,phylum,0.93,0.79,0.83,0.41,1.13,0.6,0.47,False
maxbin2.021,k__Bacteria (UID2495),2993,139,83, 92,29,12, 3,1,2, 38.71, 27.11, 7.02,1951,1771,728,phylum,0.94,0.85,0.91,0.21,0.53,0.69,0.59,False
maxbin2.022,s__algicola (UID2846), 47, 571, 303, 39, 476,43, 11, 2,0, 89.99, 12.30,12.50,2204,1970,244,phylum,0.96,0.86,0.86,0.26,0.73,0.61,0.52,False
maxbin2.023, k__Bacteria (UID203),5449,104,58, 34,41,21, 5,3,0, 47.93, 24.97, 0.00,1260,1161,368,family,0.55,0.51,0.8,0.65,2.68,0.68,0.34,False
maxbin2.024, p__Proteobacteria (UID3880), 1495,261, 164, 91, 142,25, 3,0,0, 61.18, 14.15, 0.00,1962,1618,433,phylum,0.92,0.76,0.76,0.27,0.79,0.54,0.41,False
maxbin2.025, k__Bacteria (UID203),5449,103,57, 20,40,21, 11, 10, 1, 90.05, 99.10, 0.78,3737,3420,1158,family,0.61,0.56,0.83,0.69,3.8,0.67,0.38,False
maxbin2.026, c__Gammaproteobacteria (UID4201),1164,275, 174,142,93,29, 10, 1,0, 39.04, 15.06, 6.15,1229,1152,392,phylum,0.93,0.87,0.83,0.14,0.33,0.63,0.55,False
maxbin2.027, k__Bacteria (UID203),5449,104,58,101,2, 1,0,0,0,2.04,0.16, 0.00,1559,978,598,phylum,0.87,0.55,0.57,0.63,3.29,0.51,0.28,False
maxbin2.028, k__Bacteria (UID203),5449,104,58, 41,37,10, 7,4,5, 40.88, 24.06, 7.50,1227,998,393,family,0.58,0.47,0.8,0.63,3.64,0.68,0.32,False
maxbin2.029,k__Bacteria (UID2495),2993,139,83, 88,25,15, 9,1,1, 44.13, 39.76, 1.72,2186,2020,754,phylum,0.93,0.86,0.9,0.25,0.67,0.66,0.57,False
maxbin2.030, k__Bacteria (UID203),5449,104,58, 71,22,10, 1,0,0, 39.03, 12.85,23.08,2349,2142,771,genus,0.55,0.5,0.85,0.57,1.76,0.62,0.31,False
maxbin2.031, k__Bacteria (UID203),5449,104,58, 80,15,4,5,0,0, 34.28, 14.42, 5.26,2207,1901,632,phylum,0.93,0.8,0.73,0.45,1.33,0.57,0.45,False
maxbin2.032,k__Bacteria (UID1452),924, 151, 101, 13,86,39, 8,5,0, 91.58, 54.97, 1.08,2211,1968,315,phylum,0.81,0.72,0.32,0.64,3.23,0.5,0.36,True
maxbin2.033, k__Bacteria (UID203),5449,104,58, 75,22,7,0,0,0, 35.89,7.37, 0.00,2333,1958,696,phylum,0.9,0.75,0.7,0.53,1.68,0.57,0.43,False
maxbin2.034, k__Bacteria (UID203),5449, 99,53, 65,17,5,5,1,6, 41.34, 75.47,16.67,2894,2691,1061,family,0.85,0.79,0.94,0.05,0.11,0.72,0.57,False
maxbin2.035, k__Bacteria (UID203),5449,104,58, 41,38,17, 1,5,2, 62.51, 39.32,10.00,2820,2685,882,genus,0.73,0.69,0.97,0.26,0.74,0.8,0.55,False
maxbin2.036, p__Proteobacteria (UID3214), 2231,190, 119,146,39,4,0,0,1, 20.19,1.99,21.43,1173,1088,393,genus,0.52,0.48,0.88,0.64,3.4,0.73,0.35,False
maxbin2.037, k__Bacteria (UID203),5449,104,58, 90,10,3,1,0,0, 11.29,2.35, 0.00,166,141,74,phylum,0.99,0.84,0.82,0.16,0.39,0.62,0.53,False
maxbin2.038, k__Bacteria (UID203),5449,103,57, 30,47,23, 3,0,0, 54.39, 20.86, 6.25,1049,940,308,family,0.56,0.5,0.84,0.47,2.17,0.69,0.34,False
maxbin2.039, p__Proteobacteria (UID3214), 2231,190, 119,147,26,12, 3,2,0, 12.04,5.20, 9.09,340,280,114,family,0.69,0.57,0.81,0.51,2.18,0.71,0.4,False
maxbin2.040,k__Bacteria (UID2495),2993,147,91,120,24,3,0,0,0, 18.10,3.30,33.33,512,443,198,genus,0.64,0.56,0.93,0.78,4.84,0.75,0.42,False
maxbin2.041, k__Bacteria (UID203),5449, 99,53, 68,21,8,2,0,0, 33.88, 13.55, 0.00,436,375,168,family,0.57,0.49,0.86,0.67,3.62,0.68,0.33,False
maxbin2.042, k__Bacteria (UID203),5449,104,58, 71,29,4,0,0,0, 47.41,6.03, 0.00,2214,1924,504,order,0.58,0.5,0.61,0.81,6.56,0.59,0.3,False
maxbin2.043, k__Bacteria (UID203),5449,104,58, 45,34,18, 3,3,1, 77.65, 60.34, 3.64,2900,2560,665,class,0.69,0.61,0.64,0.55,2.16,0.59,0.36,False
maxbin2.044, k__Bacteria (UID203),5449,104,58, 68,23,8,3,0,2, 47.93, 29.66, 0.00,2804,2601,965,phylum,0.94,0.87,0.93,0.16,0.37,0.69,0.6,False
maxbin2.045, k__Bacteria (UID203),5449,104,58, 91,12,1,0,0,0, 12.15,0.16, 0.00,2264,1624,916,class,0.75,0.54,0.59,0.76,5.17,0.53,0.29,False
maxbin2.046, k__Bacteria (UID203),5449,104,58, 55,25,19, 5,0,0, 40.20, 24.95,11.76,266,232,87,phylum,0.94,0.82,0.83,0.21,0.56,0.64,0.52,False
maxbin2.047, k__Bacteria (UID203),5449,102,58, 18,34,26, 16, 6,2, 70.69, 42.95,19.26,1224,1151,386,class,0.89,0.83,0.84,0.2,0.51,0.73,0.61,False
maxbin2.048, p__Euryarchaeota (UID3), 148, 188, 125,105,71,12, 0,0,0, 41.60,4.79,75.00,968,908,262,kingdom,1.0,0.94,0.5,0.06,0.13,0.86,0.81,False
maxbin2.049,k__Bacteria (UID3187),2258,190, 119,114,60,11, 5,0,0, 27.74,7.72, 0.00,2511,2258,759,genus,0.52,0.46,0.86,0.59,2.97,0.73,0.34,False
maxbin2.050, p__Euryarchaeota (UID3), 148, 188, 125, 20, 164,4,0,0,0, 84.93,2.40,25.00,1732,1594,164,class,0.92,0.85,0.91,0.02,0.05,0.64,0.54,False
maxbin2.051, k__Bacteria (UID203),5449,104,58, 75,24,3,1,0,1, 42.24, 15.52, 6.25,1239,1180,356,family,0.76,0.72,0.88,0.28,0.82,0.72,0.52,False
maxbin2.052, k__Bacteria (UID203),5449, 99,53, 62,25,6,2,3,1, 43.54, 36.34, 2.50,1120,1020,473,phylum,0.94,0.86,0.93,0.16,0.39,0.68,0.59,False
maxbin2.053, k__Bacteria (UID203),5449,104,58, 11,62,18, 7,6,0, 89.50, 24.83, 5.33,4755,3191,551,phylum,0.89,0.6,0.53,0.19,0.5,0.53,0.32,False
maxbin2.054, k__Bacteria (UID203),5449,104,58, 49,26,18, 9,2,0, 53.17, 36.86, 5.26,1244,1149,471,family,0.83,0.77,0.95,0.11,0.25,0.74,0.56,False
maxbin2.055, p__Euryarchaeota (UID3), 148, 188, 125, 20, 151,16, 1,0,0, 86.13, 11.38,10.53,1938,1729,209,order,0.88,0.78,1.0,0.08,0.18,0.63,0.49,False
maxbin2.056, c__Gammaproteobacteria (UID4202), 67, 481, 276,435,36,6,0,1,3,5.96, 12.66, 6.12,4214,1642,748,kingdom,1.0,0.39,0.0,0.05,0.11,0.45,0.18,True
maxbin2.057, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,1367,1265,496,genus,0.89,0.82,0.21,0.19,0.45,0.66,0.54,True
maxbin2.058, k__Bacteria (UID203),5449,104,58, 79,19,5,1,0,0, 26.66,8.07, 0.00,4332,3506,1326,family,0.66,0.53,0.87,0.14,0.33,0.68,0.37,False
maxbin2.059, k__Bacteria (UID203),5449,104,58, 9, 62,22, 9,2,0, 86.21, 20.21,11.48,2823,2498,515,phylum,0.92,0.81,0.78,0.15,0.35,0.6,0.49,False
maxbin2.060,k__Archaea (UID2),207, 149, 107, 18,74,48, 9,0,0, 85.05, 39.50,18.67,1883,1768,214,kingdom,1.0,0.94,0.19,0.06,0.14,0.72,0.68,True
maxbin2.061, k__Bacteria (UID203),5449,104,58, 68,18,10, 7,1,0, 44.73, 29.70, 2.70,2490,2210,702,class,0.84,0.74,0.86,0.58,1.75,0.67,0.5,False
maxbin2.062, k__Bacteria (UID203),5449,104,58, 26,30,30, 9,4,5, 58.62, 35.97, 1.90,2384,2138,486,genus,0.59,0.53,0.96,0.34,1.01,0.69,0.37,False
