,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1266,o__Clostridiales (UID1212), 172, 261, 147, 2,252, 7,0, 0,0, 98.64,3.40,14.29,2382,2275,238,genus,0.81,0.78,0.22,0.5,1.61,0.76,0.59,True
bin.2380, k__Bacteria (UID203),5449,103,57, 58,45, 0,0, 0,0, 68.58,0.00, 0.00,2211,2183,135,family,0.98,0.97,0.15,0.03,0.05,0.98,0.94,True
bin.4280, k__Bacteria (UID203),5449,104,58, 0, 4,17, 8, 70, 5, 100.00,285.40, 58.51,17437,16777,577,class,0.98,0.94,0.96,0.06,0.13,0.94,0.88,False
bin.4344, k__Bacteria (UID203),5449,102,56, 59,43, 0,0, 0,0, 65.54,0.00, 0.00,1511,1491,40,kingdom,1.0,0.99,0.0,0.0,0.0,0.95,0.94,True
bin.4387,o__Clostridiales (UID1226), 155, 278, 158, 31, 247, 0,0, 0,0, 90.30,0.00, 0.00,2143,2083,58,class,0.99,0.96,0.11,0.02,0.04,0.78,0.75,True
bin.4464, k__Bacteria (UID203),5449,102,56, 36,49, 17, 0, 0,0, 81.61, 11.61,35.29,1635,1591,114,genus,0.96,0.94,0.78,0.02,0.05,0.95,0.89,False
bin.4469, k__Bacteria (UID203),5449,104,58, 70,34, 0,0, 0,0, 51.72,0.00, 0.00,1418,1396,130,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.94,True
bin.4573,o__Clostridiales (UID1212), 172, 261, 147, 45, 216, 0,0, 0,0, 83.67,0.00, 0.00,2115,2065,52,genus,0.91,0.88,0.31,0.03,0.07,0.97,0.86,True
bin.4574,o__Clostridiales (UID1226), 155, 278, 158, 45, 229, 4,0, 0,0, 87.66,2.22,25.00,2120,1973,134,genus,0.72,0.67,0.19,0.14,0.33,0.75,0.5,True
bin.464, o__Clostridiales (UID1212), 172, 263, 149, 49, 214, 0,0, 0,0, 90.60,0.00, 0.00,1749,1698,42,class,0.98,0.95,0.18,0.17,0.4,0.92,0.88,True
bin.4733, k__Bacteria (UID203),5449,102,56, 50,49, 3,0, 0,0, 78.04,5.36,100.00,1828,1790,48,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.5084,o__Bacteroidales (UID2617), 213, 406, 265,175, 230, 1,0, 0,0, 62.56,0.38, 0.00,1682,1641,222,class,0.99,0.97,0.98,0.02,0.04,0.97,0.94,False
bin.5497,o__Clostridiales (UID1226), 155, 278, 158,111, 166, 1,0, 0,0, 68.61,0.32, 0.00,1729,1692,66,genus,0.92,0.9,0.08,0.14,0.31,0.98,0.88,True
bin.5540,o__Clostridiales (UID1226), 155, 278, 158,120, 157, 1,0, 0,0, 68.29,0.63, 0.00,1414,1383,80,family,0.98,0.96,0.09,0.13,0.29,0.94,0.9,True
bin.7875, k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0,0,8.62,0.00, 0.00,296,281,48,genus,0.83,0.79,0.1,0.47,1.25,0.74,0.59,True
bin.8409, f__Lachnospiraceae (UID1256), 33, 333, 171,253,80, 0,0, 0,0, 25.26,0.00, 0.00,470,463,25,kingdom,1.0,0.99,0.0,0.0,0.0,0.96,0.94,True
bin.9206, root (UID1), 5656, 56,24, 56,0,0,0, 0,0,0.00,0.00, 0.00,177,175,9,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
bin.94, f__Lachnospiraceae (UID1256), 33, 333, 171, 7,326, 0,0, 0,0, 96.20,0.00, 0.00,1972,1897,86,class,0.97,0.93,0.22,0.02,0.04,0.76,0.71,True
