,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,f__Bifidobacteriaceae (UID1458),77, 464, 220,269, 195,0,0, 0, 0, 39.93,0.00, 0.00,714,697,80,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.91,True
bin.10, root (UID1), 5656, 56,24, 56,0, 0,0, 0, 0,0.00,0.00, 0.00,344,323,30,genus,0.8,0.75,0.31,0.3,0.96,0.81,0.6,True
bin.11, o__Selenomonadales (UID1024), 64, 334, 167, 54, 276,4,0, 0, 0, 77.82,1.50, 0.00,1525,1462,55,order,0.97,0.93,0.43,0.05,0.11,0.95,0.89,True
bin.12, root (UID1), 5656, 56,24, 54,2, 0,0, 0, 0,8.33,0.00, 0.00,631,624,147,genus,0.98,0.97,0.63,0.03,0.05,0.98,0.95,False
bin.13,o__Clostridiales (UID1342),32, 340, 177, 38, 302,0,0, 0, 0, 95.65,0.00, 0.00,3694,3623,225,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.14, k__Bacteria (UID203),5449,104,58, 95,8, 0,1, 0, 0,6.90,3.45,100.00,990,947,183,class,0.97,0.93,0.81,0.05,0.11,0.89,0.83,False
bin.15, k__Bacteria (UID203),5449,104,58, 68,36,0,0, 0, 0, 53.45,0.00, 0.00,2051,1982,37,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.92,True
bin.16, f__Enterobacteriaceae (UID5124), 134, 1173,336, 89, 1083, 1,0, 0, 0, 88.36,0.04, 0.00,3592,3579,68,genus,0.97,0.97,0.03,0.07,0.15,1.0,0.96,True
bin.17,k__Bacteria (UID2329),174, 148,88,107,41,0,0, 0, 0, 20.37,0.00, 0.00,292,279,68,class,0.98,0.94,0.54,0.04,0.09,0.93,0.87,False
bin.18, p__Proteobacteria (UID3887), 1487,256, 161, 20, 236,0,0, 0, 0, 98.76,0.00, 0.00,2191,2120,58,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.19, k__Bacteria (UID203),5449,104,58, 60,41,3,0, 0, 0, 60.27,5.17, 0.00,1647,1612,291,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.2,o__Selenomonadales (UID1024), 64, 334, 167, 60, 273,1,0, 0, 0, 77.84,0.07, 0.00,1351,1320,17,genus,0.96,0.94,0.02,0.19,0.48,0.95,0.89,True
bin.20,k__Bacteria (UID2982), 88, 229, 147,115, 114,0,0, 0, 0, 44.52,0.00, 0.00,1121,1080,11,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.93,True
bin.21, k__Bacteria (UID203),5449,103,58, 44,9, 44, 4, 2, 0, 83.79, 88.97,79.41,8567,8296,542,family,0.97,0.93,0.78,0.05,0.1,0.96,0.9,False
bin.22, f__Bifidobacteriaceae (UID1462),65, 476, 217,128, 344,4,0, 0, 0, 68.59,1.08,75.00,1291,1256,58,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.9,True
bin.23, f__Lachnospiraceae (UID1256), 33, 333, 171, 71, 254,8,0, 0, 0, 82.87,3.02,100.00,2827,2778,366,genus,0.87,0.85,0.36,0.12,0.28,0.94,0.8,True
bin.24, k__Bacteria (UID203),5449,104,58, 84,20,0,0, 0, 0, 28.45,0.00, 0.00,765,754,182,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
bin.25, k__Bacteria (UID203),5449,104,58, 75,29,0,0, 0, 0, 43.10,0.00, 0.00,690,672,43,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.26, c__Deltaproteobacteria (UID3218), 61, 284, 169, 25, 259,0,0, 0, 0, 89.35,0.00, 0.00,2987,2878,209,genus,0.96,0.93,0.36,0.02,0.05,0.96,0.9,True
