,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
TARA_152_SRF_0.22-3C1002, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,416,368,66,order,0.79,0.7,0.18,0.45,1.83,0.51,0.35,True
TARA_152_SRF_0.22-3C1004, root (UID1), 5656, 56,24, 54,2,0,0,0, 0,2.08,0.00, 0.00,268,253,62,class,0.92,0.87,0.05,0.16,0.39,0.54,0.47,True
TARA_152_SRF_0.22-3C10427,k__Bacteria (UID203),5449,104,58, 95,8,1,0,0, 0, 15.52,1.72, 0.00,321,311,54,order,0.94,0.91,0.06,0.07,0.15,0.66,0.6,True
TARA_152_SRF_0.22-3C107, k__Archaea (UID2),207, 149, 107, 36,61, 29, 17, 5, 1, 71.73, 42.36, 0.72,9517,3426,1697,kingdom,1.0,0.36,0.0,0.11,0.24,0.39,0.14,True
TARA_152_SRF_0.22-3C10725,k__Bacteria (UID203),5449,104,58, 96,8,0,0,0, 0, 12.93,0.00, 0.00,274,261,60,order,0.97,0.93,0.01,0.09,0.19,0.65,0.61,True
TARA_152_SRF_0.22-3C11422, k__Archaea (UID2),207, 149, 107,134,14, 1,0,0, 0,3.91,0.07, 0.00,566,166,83,kingdom,1.0,0.29,0.0,0.11,0.25,0.38,0.11,True
TARA_152_SRF_0.22-3C11543,k__Bacteria (UID203),5449,104,58, 84,20, 0,0,0, 0, 31.03,0.00, 0.00,505,497,87,order,0.97,0.96,0.11,0.37,0.88,0.75,0.72,True
TARA_152_SRF_0.22-3C11554, k__Archaea (UID2),207, 149, 107,135,10, 3,1,0, 0,3.76,0.36, 0.00,231,78,25,kingdom,1.0,0.34,0.0,0.19,0.45,0.36,0.12,True
TARA_152_SRF_0.22-3C1156,f__Rhodobacteraceae (UID3340), 84, 568, 330,315, 249, 4,0,0, 0, 39.23,0.91,75.00,875,849,100,genus,0.91,0.89,0.33,0.02,0.05,0.83,0.73,True
TARA_152_SRF_0.22-3C1189, k__Bacteria (UID203),5449,103,57, 92,11, 0,0,0, 0, 15.79,0.00, 0.00,310,295,66,class,0.96,0.92,0.12,0.13,0.3,0.61,0.56,True
TARA_152_SRF_0.22-3C1195, c__Gammaproteobacteria (UID4443),356, 451, 270,242, 202, 7,0,0, 0, 46.91,2.22,57.14,1513,1388,377,class,0.89,0.82,0.36,0.14,0.34,0.59,0.48,True
TARA_152_SRF_0.22-3C11988,k__Bacteria (UID203),5449,104,58, 87,17, 0,0,0, 0, 18.78,0.00, 0.00,309,283,75,order,0.92,0.84,0.19,0.27,0.76,0.55,0.46,True
TARA_152_SRF_0.22-3C12522,k__Bacteria (UID203),5449,104,58, 93,11, 0,0,0, 0, 17.24,0.00, 0.00,272,267,54,kingdom,1.0,0.98,0.0,0.0,0.0,0.78,0.77,True
TARA_152_SRF_0.22-3C12997, k__Archaea (UID2),207, 149, 107,138,10, 1,0,0, 0,2.44,0.07, 0.00,355,112,59,kingdom,1.0,0.32,0.0,0.18,0.42,0.37,0.12,True
TARA_152_SRF_0.22-3C13102,c__Gammaproteobacteria (UID4266),1097,270, 172, 86, 182, 2,0,0, 0, 68.86,1.16,50.00,1567,1188,327,phylum,0.95,0.72,0.16,0.04,0.09,0.53,0.38,True
TARA_152_SRF_0.22-3C1317, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,425,186,22,kingdom,0.98,0.43,0.0,0.0,0.0,0.43,0.19,True
TARA_152_SRF_0.22-3C1335, k__Bacteria (UID203),5449,104,58, 92,12, 0,0,0, 0, 18.97,0.00, 0.00,257,248,48,genus,0.53,0.51,0.04,0.84,11.46,0.59,0.3,True
TARA_152_SRF_0.22-3C1343, c__Gammaproteobacteria (UID4201),1164,275, 174, 90, 185, 0,0,0, 0, 71.12,0.00, 0.00,1063,998,59,phylum,0.93,0.87,0.09,0.02,0.04,0.51,0.44,True
TARA_152_SRF_0.22-3C1370,k__Archaea (UID2),207, 149, 107,110,35, 4,0,0, 0, 27.10,2.80, 0.00,602,544,135,phylum,0.96,0.87,0.46,0.02,0.04,0.61,0.53,False
TARA_152_SRF_0.22-3C141579,k__Archaea (UID2),207, 149, 107,130,13, 6,0,0, 0,5.38,0.43, 0.00,535,140,10,kingdom,1.0,0.26,0.0,0.16,0.36,0.37,0.1,True
TARA_152_SRF_0.22-3C1433, p__Euryarchaeota (UID3), 148, 188, 125, 27, 161, 0,0,0, 0, 80.80,0.00, 0.00,1207,1111,31,phylum,0.96,0.89,0.1,0.02,0.04,0.62,0.55,True
TARA_152_SRF_0.22-3C1434, root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,512,489,118,family,0.9,0.86,0.41,0.22,0.51,0.68,0.58,True
TARA_152_SRF_0.22-3C14437,k__Bacteria (UID203),5449,104,58, 95,8,1,0,0, 0, 12.93,0.86, 0.00,260,258,48,kingdom,1.0,0.99,0.0,0.0,0.0,0.77,0.76,True
TARA_152_SRF_0.22-3C1473, k__Bacteria (UID203),5449,103,58, 97,6,0,0,0, 0,7.92,0.00, 0.00,298,293,81,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True
TARA_152_SRF_0.22-3C15256, s__algicola (UID2846), 47, 571, 303,175, 375, 21, 0,0, 0, 69.48,4.45,33.33,1595,1515,247,class,0.93,0.89,0.26,0.03,0.06,0.61,0.54,True
TARA_152_SRF_0.22-3C159, k__Archaea (UID2),207, 149, 107,131,11, 5,2,0, 0,6.73,0.65, 0.00,966,171,75,kingdom,1.0,0.18,0.0,0.26,0.62,0.38,0.07,True
TARA_152_SRF_0.22-3C1591,k__Archaea (UID2),207, 149, 107,110,39, 0,0,0, 0, 25.74,0.00, 0.00,488,437,140,kingdom,1.0,0.9,0.0,0.05,0.12,0.61,0.54,True
TARA_152_SRF_0.22-3C1597, k__Bacteria (UID203),5449,104,58, 72,32, 0,0,0, 0, 49.14,0.00, 0.00,1320,1256,257,genus,0.56,0.53,0.17,0.17,0.43,0.62,0.33,True
TARA_152_SRF_0.22-3C160,k__Bacteria (UID203),5449,104,58, 69,35, 0,0,0, 0, 41.63,0.00, 0.00,1955,1843,495,genus,0.7,0.66,0.34,0.41,1.29,0.72,0.47,True
TARA_152_SRF_0.22-3C1614,k__Archaea (UID2),207, 149, 107,131,18, 0,0,0, 0,8.61,0.00, 0.00,317,124,13,kingdom,1.0,0.39,0.0,0.18,0.41,0.44,0.17,True
TARA_152_SRF_0.22-3C170, k__Bacteria (UID2565),2921,142,87, 55,87, 0,0,0, 0, 61.17,0.00, 0.00,1558,1345,437,order,0.76,0.66,0.23,0.03,0.05,0.55,0.36,True
TARA_152_SRF_0.22-3C17122, f__Rhodobacteraceae (UID3356), 67, 617, 330,253, 359, 5,0,0, 0, 63.58,0.90,60.00,1782,1722,261,class,0.97,0.94,0.26,0.03,0.07,0.64,0.6,True
TARA_152_SRF_0.22-3C1723, k__Bacteria (UID203),5449,104,58, 91,13, 0,0,0, 0, 13.01,0.00, 0.00,262,252,57,kingdom,1.0,0.96,0.0,0.0,0.0,0.63,0.6,True
TARA_152_SRF_0.22-3C17493,k__Bacteria (UID203),5449,104,58, 3, 95, 6,0,0, 0, 96.39,1.36,16.67,1671,1268,93,class,0.67,0.51,0.06,0.81,7.7,0.46,0.24,True
