,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, g__Prevotella (UID2721),65, 530, 280,295, 233, 2,0,0,0, 36.58,0.30,100.00,1073,1021,113,genus,0.97,0.93,0.6,0.13,0.3,0.92,0.85,False
maxbin2.002, k__Bacteria (UID203),5449,104,58, 71,33, 0,0,0,0, 50.00,0.00, 0.00,1216,1156,111,genus,0.96,0.91,0.83,0.06,0.13,0.93,0.85,False
maxbin2.003,o__Bacteroidales (UID2657), 160, 491, 268,429,58, 4,0,0,0,9.73,0.62, 0.00,719,617,134,class,0.94,0.81,0.91,0.05,0.1,0.81,0.66,False
maxbin2.004,o__Clostridiales (UID1212), 172, 261, 147, 43, 218, 0,0,0,0, 84.24,0.00, 0.00,1562,1509,112,family,0.95,0.92,0.18,0.06,0.13,0.78,0.71,True
maxbin2.005, k__Bacteria (UID203),5449,104,58, 29,53, 22, 0,0,0, 59.48,6.10, 4.55,1571,1438,246,phylum,0.99,0.91,0.95,0.1,0.23,0.82,0.74,False
maxbin2.006,o__Clostridiales (UID1212), 172, 261, 147,223,38, 0,0,0,0, 13.27,0.00, 0.00,622,574,77,genus,0.69,0.64,0.37,0.17,0.45,0.79,0.5,True
maxbin2.007, k__Bacteria (UID203),5449,104,58, 66,33, 5,0,0,0, 44.03,7.76,40.00,1655,1506,192,class,0.97,0.88,0.94,0.03,0.06,0.79,0.69,False
maxbin2.008, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,911,798,237,class,0.96,0.84,0.9,0.08,0.17,0.76,0.64,False
maxbin2.009,k__Bacteria (UID2329),174, 149,89, 29, 100, 16, 4,0,0, 72.47, 19.10,32.14,1205,1175,197,family,0.92,0.9,0.98,0.42,1.05,0.9,0.8,False
maxbin2.010, p__Firmicutes (UID1022), 100, 295, 158,210,82, 3,0,0,0, 18.35,1.27,33.33,763,710,90,phylum,0.98,0.92,0.96,0.16,0.36,0.92,0.84,False
maxbin2.011, f__Enterobacteriaceae (UID5124), 134, 1171,336,889, 244, 30, 5,2,1, 15.22,2.76, 1.49,1812,1693,235,class,0.96,0.9,0.99,0.36,1.03,0.82,0.73,False
maxbin2.012, k__Bacteria (UID203),5449,104,58, 0, 53, 38, 13, 0,0, 100.00,28.34,68.83,4128,3786,411,class,0.97,0.89,0.96,0.05,0.11,0.88,0.78,False
maxbin2.013,k__Bacteria (UID2329),174, 149,89, 37,83, 24, 4,1,0, 81.46, 32.02,21.43,2619,2558,365,genus,0.91,0.89,0.92,0.51,1.09,0.85,0.76,False
maxbin2.014, o__Selenomonadales (UID1024), 64, 334, 167, 8,319, 7,0,0,0, 97.46,2.50,14.29,1724,1624,88,order,0.95,0.9,0.19,0.1,0.22,0.74,0.66,True
maxbin2.015, k__Bacteria (UID203),5449,104,58, 26,46, 32, 0,0,0, 60.34, 12.07,37.50,2063,1821,180,class,0.95,0.84,0.96,0.1,0.22,0.75,0.63,False
maxbin2.016, f__Enterobacteriaceae (UID5162),88, 1207,328,170, 983, 52, 2,0,0, 88.71,4.60,81.03,4001,3976,511,phylum,1.0,0.99,1.0,0.02,0.05,0.98,0.97,False
maxbin2.017,k__Bacteria (UID2372),131, 177, 106, 0,154, 20, 3,0,0, 100.00,13.96, 3.45,2585,2385,256,genus,0.81,0.75,1.0,0.1,0.23,0.96,0.72,False
maxbin2.018, p__Firmicutes (UID1022), 100, 295, 158, 77, 156, 47, 13, 2,0, 83.30, 31.51, 8.16,3146,2906,477,genus,0.8,0.74,1.0,0.4,0.92,0.97,0.72,False
maxbin2.019,k__Bacteria (UID2372),131, 177, 106, 2,168, 7,0,0,0, 98.11,3.23, 0.00,1861,1761,102,family,0.95,0.9,0.76,0.02,0.05,0.97,0.87,False
maxbin2.020,o__Bacteroidales (UID2657), 160, 492, 269,152, 242, 92, 6,0,0, 68.85, 21.20, 7.27,2377,2201,210,class,0.97,0.9,0.98,0.08,0.17,0.76,0.69,False
maxbin2.021, k__Bacteria (UID203),5449,104,58, 14,51, 39, 0,0,0, 77.59, 39.66,76.92,2632,2383,183,genus,0.9,0.81,0.17,0.27,0.8,0.71,0.58,True
maxbin2.022, k__Bacteria (UID203),5449,104,58, 42,42, 15, 5,0,0, 45.61, 13.56, 6.67,2904,2376,409,order,0.87,0.71,0.93,0.21,0.55,0.75,0.53,False
maxbin2.023,k__Bacteria (UID2329),174, 149,89, 48,91, 10, 0,0,0, 83.37, 11.24, 0.00,2631,2463,419,genus,0.85,0.79,0.89,0.28,0.71,0.8,0.63,False
maxbin2.024, k__Bacteria (UID203),5449,104,58, 14,65, 12, 13, 0,0, 77.59, 18.21,35.29,2135,2098,117,genus,0.9,0.88,0.48,0.09,0.2,0.97,0.85,False
maxbin2.025, k__Bacteria (UID203),5449,104,58, 64,25, 12, 3,0,0, 56.90, 25.86,19.05,3068,2876,264,order,0.97,0.91,1.0,0.04,0.09,0.76,0.69,False
maxbin2.026,o__Clostridiales (UID1226), 155, 278, 158,104, 129, 44, 1,0,0, 61.18, 16.80,55.32,2016,1959,194,genus,0.84,0.82,0.21,0.24,0.66,0.8,0.66,True
maxbin2.027,o__Clostridiales (UID1212), 172, 261, 147, 11, 209, 34, 7,0,0, 93.65, 20.58, 5.45,4072,3787,455,class,0.95,0.88,0.98,0.41,1.23,0.77,0.68,False
maxbin2.028, k__Bacteria (UID203),5449,104,58, 68,24, 8,4,0,0, 51.72, 22.41,15.00,2942,2656,224,order,0.96,0.87,0.96,0.32,0.92,0.75,0.65,False
maxbin2.029, p__Actinobacteria (UID2112),31, 211, 124, 8,190, 13, 0,0,0, 94.49,5.07,84.62,1789,1712,353,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True
maxbin2.030,k__Bacteria (UID2372),131, 177, 106, 14, 146, 17, 0,0,0, 93.13,9.40,23.53,4157,3682,516,phylum,0.98,0.87,0.9,0.2,0.51,0.8,0.69,False
maxbin2.031,k__Bacteria (UID2329),174, 149,89, 34, 100, 12, 3,0,0, 67.42, 17.17,33.33,2663,2422,733,order,0.91,0.83,0.9,0.48,1.0,0.8,0.67,False
maxbin2.032,o__Clostridiales (UID1226), 155, 278, 158, 59, 185, 28, 5,1,0, 76.37, 13.50,20.41,2591,2517,150,genus,0.79,0.77,0.43,0.31,0.95,0.83,0.63,True
maxbin2.033,o__Clostridiales (UID1226), 155, 278, 158, 66, 193, 14, 5,0,0, 73.42,8.23, 0.00,1961,1916,127,genus,0.89,0.87,0.89,0.13,0.28,0.97,0.84,False
maxbin2.034, k__Bacteria (UID203),5449, 98,58, 94,4,0,0,0,0,2.41,0.00, 0.00,530,260,23,phylum,0.93,0.46,0.46,0.23,0.62,0.5,0.23,False
maxbin2.035,o__Clostridiales (UID1226), 155, 274, 157, 34, 135, 80, 22, 3,0, 94.92, 51.06,25.61,4882,4663,665,genus,0.83,0.79,0.48,0.15,0.36,0.89,0.7,False
maxbin2.036,o__Bacteroidales (UID2657), 160, 491, 268,458,33, 0,0,0,0,0.52,0.00, 0.00,149,130,33,phylum,0.99,0.87,0.86,0.52,1.36,0.66,0.57,False
maxbin2.037, f__Lachnospiraceae (UID1255), 90, 354, 174, 15, 338, 1,0,0,0, 97.80,0.19, 0.00,2518,2384,151,phylum,0.99,0.94,0.97,0.03,0.07,0.69,0.65,False
maxbin2.038, k__Bacteria (UID203),5449,104,58, 4, 78, 22, 0,0,0, 93.10, 10.27,22.73,2142,1913,217,order,0.9,0.81,0.59,0.06,0.13,0.74,0.59,False
maxbin2.039,o__Bacteroidales (UID2657), 160, 491, 268,225, 247, 18, 1,0,0, 55.44,3.02, 9.52,2217,1988,241,phylum,0.99,0.89,0.9,0.17,0.41,0.73,0.65,False
maxbin2.040, k__Bacteria (UID203),5449,104,58, 89,14, 1,0,0,0,6.03,0.86, 0.00,746,597,122,phylum,0.96,0.77,0.76,0.11,0.25,0.7,0.54,False
maxbin2.041, root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,425,367,71,class,0.94,0.81,0.82,0.04,0.08,0.69,0.56,False
maxbin2.042,o__Clostridiales (UID1120), 304, 247, 141,193,40, 14, 0,0,0,4.96,1.15,21.43,181,155,33,phylum,0.97,0.83,0.94,0.11,0.24,0.75,0.63,False
maxbin2.043, k__Bacteria (UID203),5449,104,58, 56,34, 11, 3,0,0, 62.25, 26.02,35.00,3848,3325,433,order,0.94,0.81,0.98,0.19,0.46,0.74,0.6,False
maxbin2.044, k__Bacteria (UID203),5449,104,58, 79,23, 2,0,0,0, 37.93,3.45,50.00,3034,2509,944,order,0.93,0.77,0.49,0.14,0.31,0.66,0.5,False
maxbin2.045,o__Clostridiales (UID1226), 155, 278, 158, 46, 210, 18, 4,0,0, 86.95, 13.08,10.00,2463,2416,178,genus,0.9,0.88,0.48,0.12,0.3,0.83,0.73,False
maxbin2.046,o__Clostridiales (UID1226), 155, 274, 157, 57, 187, 29, 1,0,0, 88.55, 15.23,12.50,2870,2794,237,genus,0.82,0.8,0.26,0.19,0.51,0.79,0.63,True
maxbin2.047, k__Bacteria (UID203),5449,103,58, 50,40, 12, 1,0,0, 80.75, 18.97,13.33,2116,1870,314,phylum,0.98,0.87,0.74,0.12,0.29,0.63,0.54,False
maxbin2.048, c__Clostridia (UID1085),35, 420, 196,174, 239, 5,2,0,0, 59.58,2.98,18.18,1857,1663,147,phylum,0.95,0.86,0.79,0.03,0.07,0.59,0.5,False
maxbin2.049, k__Bacteria (UID203),5449,103,57, 71,32, 0,0,0,0, 48.25,0.00, 0.00,1804,1669,390,phylum,0.98,0.91,0.85,0.02,0.04,0.78,0.71,False
maxbin2.050, k__Bacteria (UID203),5449,104,58, 93,9,2,0,0,0, 14.97,3.45, 0.00,3096,2142,837,phylum,0.97,0.67,0.7,0.2,0.5,0.64,0.43,False
maxbin2.051,o__Clostridiales (UID1212), 172, 261, 147, 34, 201, 25, 1,0,0, 84.39, 10.95, 3.57,2741,2612,297,genus,0.79,0.76,0.67,0.03,0.06,0.95,0.72,False
maxbin2.052, c__Gammaproteobacteria (UID4201),1164,271, 170, 64, 178, 28, 1,0,0, 88.57, 12.84,61.29,2383,2065,507,order,0.91,0.79,0.34,0.04,0.09,0.7,0.55,True
maxbin2.053, k__Bacteria (UID203),5449,104,58, 7, 52, 24, 5,14, 2, 89.66, 50.63, 2.80,3226,2802,532,class,0.91,0.79,0.95,0.19,0.48,0.65,0.51,False
maxbin2.054, k__Bacteria (UID203),5449,104,58, 14,53, 36, 1,0,0, 92.71, 39.24,33.33,3637,3454,413,genus,0.83,0.78,0.22,0.45,1.97,0.78,0.61,True
maxbin2.055, k__Bacteria (UID203),5449,103,57, 84,11, 7,1,0,0, 25.44, 10.53,30.00,4054,3369,984,phylum,0.96,0.8,0.92,0.49,1.0,0.66,0.53,False
maxbin2.056,o__Clostridiales (UID1212), 172, 263, 149, 42, 175, 43, 3,0,0, 76.73, 19.15, 5.77,2158,1986,359,phylum,0.98,0.9,0.96,0.08,0.17,0.68,0.61,False
maxbin2.057, k__Bacteria (UID203),5449,103,57, 61,29, 9,4,0,0, 55.18, 22.81,33.33,4326,3590,962,order,0.9,0.75,0.94,0.15,0.33,0.73,0.54,False
maxbin2.058, k__Bacteria (UID203),5449,102,58, 2, 50, 25, 20, 5,0, 96.55, 46.29,54.78,2701,2445,921,phylum,0.99,0.9,0.88,0.03,0.06,0.93,0.84,False
maxbin2.059, k__Bacteria (UID203),5449,104,58, 20,41, 27, 15, 1,0, 75.99, 28.29,20.51,3175,2750,987,genus,0.67,0.58,0.99,0.1,0.23,0.78,0.45,False
maxbin2.060, p__Proteobacteria (UID3887), 1487,256, 160, 44, 167, 41, 4,0,0, 88.38, 19.38, 1.89,2661,2290,624,genus,0.7,0.6,0.88,0.03,0.07,0.72,0.43,False
maxbin2.061,o__Clostridiales (UID1226), 155, 278, 158, 54, 220, 4,0,0,0, 92.56,2.53,25.00,2536,2464,442,family,0.94,0.92,0.22,0.07,0.15,0.94,0.86,True
maxbin2.062,o__Bacteroidales (UID2657), 160, 492, 269,258, 192, 36, 5,1,0, 47.28,9.61,14.04,2766,2443,765,class,0.95,0.84,0.96,0.18,0.41,0.77,0.65,False
maxbin2.063,o__Bacteroidales (UID2657), 160, 492, 269,447,35, 9,1,0,0,4.45,0.38,50.00,715,568,227,order,0.87,0.69,0.89,0.26,0.62,0.68,0.47,False
maxbin2.064, p__Proteobacteria (UID3887), 1487,256, 161, 18, 180, 47, 11, 0,0, 92.36, 23.79, 1.25,3051,2877,778,class,0.95,0.89,1.0,0.29,0.71,0.91,0.82,False
maxbin2.065, k__Bacteria (UID203),5449,104,58, 3, 60, 29, 11, 1,0, 96.55, 77.44, 0.00,6243,5807,1799,phylum,0.99,0.92,0.99,0.38,0.9,0.81,0.75,False
maxbin2.066,o__Clostridiales (UID1226), 155, 278, 158,233,32, 12, 1,0,0,3.24,1.00,26.67,172,155,68,phylum,1.0,0.9,1.0,0.17,0.4,0.75,0.67,False
maxbin2.067,o__Clostridiales (UID1226), 155, 278, 158, 57, 181, 36, 3,1,0, 90.61, 16.05, 9.80,2750,2670,636,genus,0.89,0.86,0.4,0.2,0.51,0.87,0.75,True
maxbin2.068,o__Clostridiales (UID1226), 155, 278, 158, 69, 141, 58, 9,1,0, 79.64, 32.13, 9.89,3820,3533,1224,class,0.95,0.88,0.95,0.09,0.2,0.74,0.65,False
maxbin2.069, k__Bacteria (UID203),5449,104,58, 81,15, 6,2,0,0,8.01,4.70,41.67,281,242,128,order,0.9,0.77,1.0,0.33,0.8,0.74,0.57,False
