,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, c__Gammaproteobacteria (UID4443),356, 451, 270,202, 231, 17, 0, 1, 0, 49.56,4.35, 8.70,1064,1004,109,class,0.94,0.88,0.21,0.04,0.08,0.6,0.53,True
bin.100, c__Gammaproteobacteria (UID4443),356, 451, 270,121, 319, 11, 0, 0, 0, 71.49,2.36, 0.00,2193,2038,408,class,0.91,0.85,0.15,0.28,0.83,0.56,0.47,True
bin.106, c__Alphaproteobacteria (UID3305),564, 349, 230,309,40, 0,0, 0, 0, 10.19,0.00, 0.00,282,277,66,class,0.97,0.96,0.26,0.09,0.18,0.65,0.62,True
bin.108, c__Alphaproteobacteria (UID3305),564, 349, 230, 60, 285, 4,0, 0, 0, 80.30,1.74,25.00,1303,1249,100,class,0.9,0.86,0.22,0.1,0.22,0.53,0.46,True
bin.109, k__Bacteria (UID203),5449,103,57, 92,11, 0,0, 0, 0, 18.42,0.00, 0.00,566,516,155,family,0.72,0.66,0.59,0.12,0.29,0.61,0.4,False
bin.11,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1138,498,297,kingdom,0.99,0.43,0.0,0.0,0.0,0.4,0.17,True
bin.110,k__Bacteria (UID2495),2993,147,91, 54,86, 7,0, 0, 0, 65.37,7.69, 0.00,1734,1603,189,class,0.8,0.74,0.4,0.13,0.3,0.62,0.46,True
bin.115, k__Bacteria (UID203),5449,104,58, 81,22, 1,0, 0, 0, 36.21,1.72, 0.00,721,691,110,phylum,0.95,0.91,0.61,0.1,0.22,0.55,0.5,False
bin.118, p__Euryarchaeota (UID3), 148, 188, 125, 33, 154, 1,0, 0, 0, 75.60,0.40,100.00,1712,1548,232,kingdom,1.0,0.9,0.2,0.08,0.16,0.6,0.54,True
bin.119, root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,281,230,57,class,0.94,0.77,0.51,0.22,0.54,0.64,0.5,False
bin.124, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,190,171,38,class,0.96,0.87,0.91,0.07,0.14,0.59,0.51,False
bin.126, k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 18.10,0.00, 0.00,733,705,164,genus,0.55,0.53,0.59,0.16,0.37,0.61,0.32,False
bin.127, root (UID1), 5656, 56,24, 55,0,1,0, 0, 0,4.17,4.17, 0.00,3974,3472,753,order,0.61,0.53,0.49,0.04,0.07,0.59,0.31,False
bin.129, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,317,102,40,kingdom,1.0,0.32,0.0,0.03,0.06,0.4,0.13,True
bin.13,k__Bacteria (UID203),5449,104,58, 73,25, 6,0, 0, 0, 45.86, 10.34, 0.00,1279,1227,270,phylum,0.95,0.91,0.85,0.11,0.24,0.62,0.56,False
bin.133, k__Bacteria (UID203),5449, 99,53, 89,8,2,0, 0, 0, 13.21,2.83, 0.00,488,478,94,genus,0.9,0.88,0.11,0.21,0.5,0.71,0.62,True
bin.135, k__Bacteria (UID203),5449,104,58, 79,19, 6,0, 0, 0, 37.93,8.62,50.00,1141,1102,188,phylum,0.95,0.92,0.75,0.03,0.07,0.6,0.55,False
bin.136, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,199,175,52,kingdom,1.0,0.88,0.74,0.03,0.06,0.48,0.42,False
bin.138, c__Gammaproteobacteria (UID4443),356, 451, 270,174, 274, 3,0, 0, 0, 59.10,0.93,33.33,1311,1290,161,genus,0.87,0.86,0.73,0.19,0.44,0.89,0.76,False
bin.14, k__Bacteria (UID2982), 88, 230, 148, 23, 194, 13, 0, 0, 0, 87.08,5.63,38.46,2508,2265,270,class,0.8,0.72,0.28,0.57,2.54,0.57,0.41,True
bin.142, k__Bacteria (UID203),5449,103,57, 89,14, 0,0, 0, 0, 21.93,0.00, 0.00,879,682,212,class,0.83,0.64,0.27,0.19,0.48,0.5,0.32,True
bin.146, k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0, 0,8.62,0.00, 0.00,281,229,65,genus,0.56,0.46,1.0,0.16,0.37,0.68,0.31,False
bin.148, k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0,9.09,0.00, 0.00,1025,1006,244,family,0.94,0.92,0.76,0.03,0.06,0.93,0.85,False
bin.149, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,394,146,45,kingdom,1.0,0.37,0.0,0.03,0.07,0.44,0.16,True
bin.150, c__Gammaproteobacteria (UID4201),1164,275, 174, 78, 118, 75, 4, 0, 0, 67.91, 36.82,20.69,1488,1385,120,class,0.91,0.84,0.31,0.12,0.27,0.52,0.44,True
bin.157, p__Euryarchaeota (UID3), 148, 188, 125, 24, 163, 1,0, 0, 0, 84.00,0.80, 0.00,1636,1453,111,phylum,0.95,0.84,0.33,0.04,0.08,0.58,0.49,True
bin.158, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,320,116,46,kingdom,1.0,0.36,0.0,0.03,0.05,0.41,0.15,True
bin.159, k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0,2.82,0.00, 0.00,1000,411,103,kingdom,1.0,0.41,0.0,0.03,0.06,0.42,0.17,True
bin.16, k__Bacteria (UID2495),2993,140,84, 77,45, 13, 4, 1, 0, 47.44, 22.02, 0.00,1290,1234,225,family,0.9,0.86,0.8,0.05,0.1,0.72,0.62,False
bin.168, k__Bacteria (UID203),5449,103,57, 66,25, 10, 1, 1, 0, 52.63, 24.56, 5.26,1125,1008,123,phylum,0.75,0.68,0.24,0.74,3.65,0.47,0.32,True
bin.170, k__Bacteria (UID203),5449,104,58, 52,34, 16, 2, 0, 0, 39.26, 13.95,13.64,811,779,105,class,0.96,0.92,0.55,0.05,0.11,0.67,0.62,False
bin.174, k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0, 0,6.90,0.00, 0.00,412,384,95,family,0.6,0.56,0.23,0.4,1.35,0.59,0.33,True
bin.179, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,109,94,64,phylum,0.97,0.83,0.67,0.34,1.1,0.51,0.42,False
bin.18,k__Bacteria (UID203),5449,104,58, 85,19, 0,0, 0, 0, 16.07,0.00, 0.00,997,942,234,family,0.77,0.73,0.31,0.11,0.27,0.66,0.48,True
bin.182, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,324,153,11,kingdom,1.0,0.47,0.31,0.03,0.05,0.45,0.21,True
bin.184, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1122,387,143,kingdom,1.0,0.34,0.0,0.03,0.06,0.42,0.14,True
bin.186, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,710,299,103,kingdom,1.0,0.42,0.32,0.06,0.12,0.4,0.17,True
bin.188, p__Euryarchaeota (UID3), 148, 188, 125,153,32, 3,0, 0, 0, 16.79,2.40, 0.00,546,477,158,kingdom,1.0,0.87,0.26,0.11,0.24,0.57,0.5,True
bin.192, k__Bacteria (UID203),5449,104,58, 68,36, 0,0, 0, 0, 46.00,0.00, 0.00,1409,1254,186,genus,0.56,0.49,0.5,0.04,0.08,0.53,0.26,False
bin.198, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2191,725,245,kingdom,1.0,0.33,0.0,0.05,0.1,0.42,0.14,True
bin.2, k__Bacteria (UID203),5449,104,58, 73,28, 3,0, 0, 0, 36.29,3.45, 0.00,1003,889,264,phylum,0.88,0.78,0.33,0.36,1.21,0.53,0.42,True
bin.20,o__Actinomycetales (UID1663),488, 310, 185, 68, 242, 0,0, 0, 0, 79.14,0.00, 0.00,1695,1499,253,phylum,0.95,0.84,0.29,0.04,0.09,0.59,0.49,True
bin.200, k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0, 0,4.31,0.00, 0.00,467,177,67,kingdom,1.0,0.38,0.0,0.03,0.06,0.48,0.18,True
bin.207, root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,693,559,145,class,0.66,0.53,0.34,0.78,6.27,0.44,0.23,True
bin.208, p__Euryarchaeota (UID3), 148, 188, 125, 22, 162, 4,0, 0, 0, 83.73,0.86,50.00,1677,1493,63,phylum,0.96,0.85,0.18,0.03,0.07,0.59,0.5,True
bin.21, k__Bacteria (UID2495),2993,147,91, 22, 110, 14, 1, 0, 0, 85.91, 16.48,29.41,1518,1452,108,class,0.89,0.86,0.34,0.2,0.48,0.55,0.47,True
bin.22,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,335,178,73,phylum,0.85,0.45,0.23,0.46,1.49,0.42,0.19,True
bin.220,k__Bacteria (UID3187),2258,190, 119, 19, 159, 12, 0, 0, 0, 86.13,6.30, 0.00,1132,1034,22,family,0.55,0.5,0.28,0.25,0.72,0.53,0.26,True
bin.222, k__Bacteria (UID203),5449,102,58, 67,33, 2,0, 0, 0, 40.75,1.44,100.00,936,886,127,class,0.91,0.86,0.08,0.15,0.36,0.55,0.47,True
bin.226, k__Bacteria (UID203),5449,104,58,102,2,0,0, 0, 0,3.45,0.00, 0.00,486,437,132,genus,0.53,0.47,0.41,0.2,0.54,0.51,0.24,True
bin.228, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,353,339,50,class,0.87,0.84,0.78,0.51,1.39,0.66,0.55,False
bin.231, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,881,365,71,kingdom,1.0,0.41,0.16,0.03,0.07,0.44,0.18,True
bin.237, k__Bacteria (UID203),5449,102,58, 92,10, 0,0, 0, 0, 15.52,0.00, 0.00,276,276,32,order,1.0,1.0,0.37,0.08,0.17,0.93,0.93,True
bin.24,k__Bacteria (UID203),5449,104,58, 78,22, 4,0, 0, 0, 34.25,6.90, 0.00,670,644,116,phylum,0.96,0.92,0.84,0.09,0.2,0.56,0.51,False
