,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,13603,5799,2433,kingdom,1.0,0.43,0.48,0.07,0.16,0.5,0.21,False
maxbin2.002, c__Gammaproteobacteria (UID4761), 52, 693, 297, 8,609, 66, 8,1, 1, 98.83, 19.30,14.65,8977,5608,1492,genus,0.67,0.42,0.92,0.15,0.35,0.92,0.38,False
maxbin2.003, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,24659,9366,3837,kingdom,1.0,0.38,0.0,0.07,0.15,0.46,0.17,True
maxbin2.004, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,26150,10639,5179,kingdom,1.0,0.41,0.21,0.04,0.08,0.45,0.18,True
maxbin2.005, c__Gammaproteobacteria (UID4444),263, 503, 230,440,61, 2,0,0, 0,5.99,0.05, 0.00,3518,1785,464,class,0.85,0.43,0.54,0.46,1.76,0.67,0.29,False
maxbin2.006,k__Bacteria (UID2570),433, 267, 178, 6,252, 6,0,1, 2, 96.63, 12.36, 0.90,7512,4272,746,class,0.81,0.46,0.72,0.31,1.02,0.75,0.35,False
maxbin2.007, k__Bacteria (UID203),5449,104,58, 4, 49, 49, 2,0, 0, 93.10, 46.79,45.45,5421,5201,370,family,0.82,0.79,0.83,0.07,0.15,0.91,0.72,False
maxbin2.008,k__Bacteria (UID2569),434, 278, 186, 0,275, 1,1,0, 1, 100.00, 4.30, 4.00,12144,5901,1394,phylum,0.91,0.44,0.63,0.37,1.08,0.53,0.24,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 53,29, 21, 1,0, 0, 75.47, 38.79, 0.00,4908,4755,1148,family,0.86,0.83,0.94,0.44,1.15,0.75,0.63,False
maxbin2.010, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,27122,8915,4120,kingdom,1.0,0.33,0.0,0.04,0.09,0.42,0.14,True
maxbin2.011, c__Gammaproteobacteria (UID4787), 26, 752, 296,608, 114, 10, 4,1, 15,20.94, 30.27, 0.62,34875,11792,6216,kingdom,1.0,0.34,0.0,0.05,0.1,0.46,0.16,True
maxbin2.012,o__Rhodospirillales (UID3754), 63, 336, 201, 8,241, 85, 2,0, 0, 98.41, 26.04, 0.00,6247,6027,1137,genus,0.89,0.86,1.0,0.23,0.54,0.97,0.83,False
maxbin2.013, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,2784,1043,415,kingdom,1.0,0.37,0.0,0.12,0.26,0.45,0.17,True
maxbin2.014, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,6089,1490,966,kingdom,1.0,0.24,0.0,0.03,0.06,0.43,0.11,True
maxbin2.015, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,22288,7522,3552,kingdom,1.0,0.34,0.0,0.05,0.1,0.42,0.14,True
maxbin2.016, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,44975,18216,10707,kingdom,0.98,0.4,0.0,0.0,0.0,0.42,0.17,True
maxbin2.017, c__Gammaproteobacteria (UID4787), 26, 752, 296, 18, 636, 46, 19, 9, 24,97.78, 64.66, 0.51,53840,20838,9009,kingdom,1.0,0.39,0.0,0.03,0.07,0.53,0.21,True
maxbin2.018, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,4880,1391,789,kingdom,1.0,0.29,0.0,0.07,0.15,0.46,0.13,True
maxbin2.019, k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,0.63,0.00, 0.00,2070,692,360,kingdom,1.0,0.33,0.0,0.05,0.1,0.53,0.18,True
maxbin2.020, k__Bacteria (UID203),5449,104,58, 55,20, 16, 4,6, 3, 27.87, 12.21, 4.26,583,380,179,family,0.74,0.48,1.0,0.46,1.82,0.95,0.46,False
maxbin2.021, k__Bacteria (UID203),5449,104,58, 84,16, 4,0,0, 0, 20.80,3.79, 0.00,2758,1867,862,family,0.7,0.48,0.9,0.62,3.2,0.85,0.4,False
maxbin2.022, k__Bacteria (UID203),5449,104,58, 92,7,5,0,0, 0, 13.28,6.90, 0.00,1625,1305,513,genus,0.74,0.59,0.9,0.57,2.56,0.92,0.55,False
maxbin2.023, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,2431,797,440,kingdom,1.0,0.33,0.0,0.04,0.07,0.41,0.14,True
maxbin2.024, c__Gammaproteobacteria (UID4443),356, 451, 270,201, 165, 65, 18, 2, 0, 54.71, 23.08, 0.00,4894,4641,2087,class,0.98,0.93,0.99,0.44,0.97,0.92,0.85,False
