,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,c__Alphaproteobacteria (UID3305),564, 349, 230, 46, 295, 8,0, 0, 0, 87.25,1.81,50.00,2831,2662,384,order,0.89,0.83,0.11,0.4,1.32,0.63,0.52,True
bin.1,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,700,312,104,kingdom,0.98,0.44,0.0,0.0,0.0,0.47,0.21,True
bin.10, k__Bacteria (UID203),5449,104,58, 77,27, 0,0, 0, 0, 32.99,0.00, 0.00,1194,1126,276,order,0.82,0.77,0.3,0.04,0.09,0.65,0.51,True
bin.101,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,412,171,66,kingdom,0.98,0.41,0.0,0.0,0.0,0.43,0.18,True
bin.102, k__Bacteria (UID1453),901, 171, 117, 93,74, 4,0, 0, 0, 40.27,2.99,25.00,829,730,139,class,0.69,0.6,0.17,0.7,4.27,0.48,0.29,True
bin.103, k__Bacteria (UID2569),434, 278, 186, 47, 227, 4,0, 0, 0, 79.15,1.72,50.00,1438,1360,202,phylum,0.97,0.91,0.07,0.03,0.05,0.57,0.52,True
bin.104,c__Alphaproteobacteria (UID3305),564, 349, 230,187, 159, 3,0, 0, 0, 43.57,0.67,66.67,1066,1050,219,order,0.96,0.95,0.85,0.05,0.1,0.95,0.9,False
bin.105,c__Gammaproteobacteria (UID4443),356, 451, 270,144, 298, 9,0, 0, 0, 67.92,2.23,77.78,1553,1522,200,genus,0.86,0.84,0.74,0.2,0.47,0.88,0.74,False
bin.106,c__Gammaproteobacteria (UID4443),356, 451, 270,228, 216, 7,0, 0, 0, 42.46,1.14,28.57,963,952,143,order,0.99,0.98,0.48,0.05,0.11,0.94,0.92,False
bin.107,k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0,5.49,0.00, 0.00,685,250,98,kingdom,1.0,0.36,0.0,0.04,0.08,0.41,0.15,True
bin.108,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,559,228,39,kingdom,1.0,0.41,0.0,0.03,0.06,0.42,0.17,True
bin.109,k__Bacteria (UID203),5449,104,58, 77,27, 0,0, 0, 0, 32.18,0.00, 0.00,674,635,170,phylum,0.98,0.92,0.25,0.04,0.07,0.56,0.51,True
bin.11, p__Euryarchaeota (UID3), 148, 188, 125, 21, 161, 6,0, 0, 0, 84.53,2.84,66.67,1676,1513,146,phylum,0.96,0.87,0.21,0.03,0.06,0.62,0.54,True
bin.110,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,364,306,88,class,0.88,0.74,0.36,0.12,0.27,0.51,0.38,True
bin.111,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2190,962,263,kingdom,1.0,0.44,0.13,0.02,0.05,0.43,0.19,True
bin.114,k__Bacteria (UID203),5449,104,58, 84,20, 0,0, 0, 0, 26.72,0.00, 0.00,1009,950,185,family,0.74,0.69,0.28,0.56,2.17,0.6,0.41,True
bin.116,c__Gammaproteobacteria (UID4201),1164,275, 174,162,96, 17, 0, 0, 0, 36.43,7.65,11.76,781,669,150,genus,0.55,0.47,0.09,0.14,0.32,0.52,0.24,True
bin.118, f__Rhodobacteraceae (UID3340), 84, 568, 330,313, 245, 10, 0, 0, 0, 43.48,2.15,80.00,1457,1433,270,kingdom,1.0,0.98,0.0,0.0,0.0,0.93,0.92,True
bin.119,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,4.63,0.00, 0.00,332,317,63,phylum,0.94,0.89,0.22,0.03,0.06,0.61,0.54,True
bin.12, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,668,237,101,kingdom,1.0,0.35,0.0,0.04,0.08,0.42,0.15,True
bin.122,c__Gammaproteobacteria (UID4201),1164,275, 174,138, 123, 14, 0, 0, 0, 47.84,7.76,42.86,875,812,137,class,0.86,0.8,0.23,0.12,0.29,0.52,0.42,True
bin.124,root (UID1), 5656, 56,24, 55,0,1,0, 0, 0,4.17,4.17, 0.00,272,232,53,order,0.56,0.48,0.26,0.7,6.9,0.48,0.23,True
bin.125, k__Archaea (UID2),207, 149, 107,106,43, 0,0, 0, 0, 31.93,0.00, 0.00,692,620,181,class,0.93,0.83,0.74,0.02,0.05,0.63,0.52,False
bin.126,c__Gammaproteobacteria (UID4443),356, 451, 270,141, 253, 54, 3, 0, 0, 63.87, 11.85, 6.35,1853,1649,221,phylum,0.94,0.84,0.43,0.03,0.06,0.58,0.49,True
bin.127,k__Bacteria (UID203),5449,104,58, 81,23, 0,0, 0, 0, 37.93,0.00, 0.00,539,531,114,order,0.96,0.94,0.92,0.02,0.04,0.95,0.9,False
bin.128,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,347,151,51,kingdom,1.0,0.44,0.16,0.03,0.07,0.43,0.19,True
bin.129,k__Bacteria (UID203),5449,104,58, 89,15, 0,0, 0, 0, 13.70,0.00, 0.00,419,394,91,phylum,0.98,0.92,0.7,0.02,0.04,0.66,0.61,False
