,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, c__Gammaproteobacteria (UID4201),1164,271, 170, 12, 257, 2,0, 0, 0, 93.24,0.78,50.00,2413,2244,447,kingdom,1.0,0.93,0.0,0.0,0.0,0.92,0.86,True
bin.1,o__Bacteroidales (UID2657), 160, 491, 268, 60, 427, 4,0, 0, 0, 89.81,0.93,100.00,2601,2516,198,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.92,True
bin.10,p__Proteobacteria (UID3887), 1487,256, 161, 41, 207, 8,0, 0, 0, 87.03,1.14,62.50,1841,1784,264,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.109, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,225,205,37,genus,0.85,0.77,0.55,0.28,0.85,0.77,0.6,False
bin.11,f__Lachnospiraceae (UID1256), 33, 333, 171, 8,319, 6,0, 0, 0, 97.76,1.32,50.00,2738,2666,219,genus,0.87,0.85,0.39,0.07,0.16,0.95,0.81,True
bin.12,p__Proteobacteria (UID3887), 1487,256, 161, 33, 216, 7,0, 0, 0, 91.86,3.52,57.14,2148,1980,179,order,0.9,0.83,0.45,0.03,0.07,0.74,0.61,False
bin.13, o__Clostridiales (UID1212), 172, 261, 147, 1,257, 3,0, 0, 0, 99.32,2.04,66.67,2459,2290,161,genus,0.76,0.71,0.36,0.04,0.09,0.79,0.56,True
bin.130, k__Bacteria (UID203),5449,104,58, 97,7,0,0, 0, 0,3.45,0.00, 0.00,286,230,38,phylum,0.98,0.79,1.0,0.2,0.47,0.64,0.5,False
bin.137, k__Bacteria (UID203),5449, 98,58, 96,2,0,0, 0, 0,0.69,0.00, 0.00,475,244,24,family,0.86,0.44,0.12,0.54,2.49,0.59,0.26,True
bin.14,p__Actinobacteria (UID2112),31, 211, 124, 51, 150, 10, 0, 0, 0, 72.64,4.03,60.00,1260,1227,267,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.92,True
bin.15,c__Gammaproteobacteria (UID4201),1164,271, 170, 22, 243, 6,0, 0, 0, 94.60,1.91,16.67,2746,2117,398,order,0.85,0.66,0.44,0.08,0.16,0.69,0.45,True
bin.16, k__Bacteria (UID2372),131, 177, 106, 8,165, 4,0, 0, 0, 97.30,0.84,25.00,2455,2302,127,class,0.95,0.89,0.27,0.11,0.25,0.85,0.76,True
bin.17,k__Bacteria (UID203),5449,103,57,102,1,0,0, 0, 0,1.75,0.00, 0.00,456,419,60,phylum,1.0,0.91,0.97,0.08,0.17,0.84,0.77,False
bin.18, k__Bacteria (UID2329),174, 149,89, 1,140, 8,0, 0, 0, 98.88,7.30,87.50,1745,1691,189,phylum,0.99,0.95,0.29,0.05,0.1,0.78,0.74,True
bin.19, k__Bacteria (UID2372),131, 177, 106, 2,175, 0,0, 0, 0, 99.06,0.00, 0.00,2166,2107,126,genus,0.85,0.83,0.48,0.03,0.06,0.96,0.8,False
bin.20,p__Proteobacteria (UID3887), 1487,256, 161, 46, 207, 3,0, 0, 0, 94.30,1.55,33.33,2526,2186,170,class,0.95,0.82,0.45,0.08,0.18,0.71,0.58,True
bin.21, o__Campylobacterales (UID3068), 106, 475, 283,279, 194, 2,0, 0, 0, 41.76,0.71, 0.00,949,896,199,kingdom,1.0,0.94,0.0,0.0,0.0,0.91,0.86,True
bin.22,p__Firmicutes (UID1022), 100, 295, 158, 17, 271, 7,0, 0, 0, 95.48,2.87,85.71,1982,1941,226,order,0.97,0.95,0.42,0.02,0.04,0.96,0.91,True
bin.23, o__Bacteroidales (UID2657), 160, 492, 269, 9,482, 1,0, 0, 0, 97.21,0.12, 0.00,2063,1841,121,family,0.94,0.84,0.24,0.14,0.33,0.7,0.59,True
bin.24, k__Bacteria (UID2329),174, 149,89, 23, 114, 12, 0, 0, 0, 80.34, 10.86,100.00,2022,1888,405,phylum,0.98,0.91,0.3,0.13,0.28,0.69,0.63,True
bin.25,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,214,197,25,phylum,0.98,0.9,0.95,0.1,0.22,0.83,0.75,False
bin.26, o__Bacteroidales (UID2657), 160, 491, 268, 77, 411, 2,1, 0, 0, 85.82,1.12,60.00,2699,2599,166,family,0.96,0.93,0.5,0.05,0.1,0.91,0.85,False
bin.27, o__Clostridiales (UID1120), 304, 250, 143, 52, 197, 1,0, 0, 0, 75.41,0.70,100.00,1761,1685,351,genus,0.91,0.87,0.48,0.02,0.05,0.95,0.83,False
bin.28, o__Clostridiales (UID1226), 155, 278, 158, 8,261, 9,0, 0, 0, 97.73,3.63,55.56,2847,2735,192,genus,0.83,0.8,0.17,0.29,0.87,0.77,0.62,True
bin.29, o__Bacteroidales (UID2657), 160, 491, 268, 47, 436, 8,0, 0, 0, 92.87,1.99,37.50,2771,2615,144,genus,0.96,0.9,0.64,0.02,0.05,0.95,0.86,False
bin.3, o__Lactobacillales (UID544), 293, 475, 267,232, 243, 0,0, 0, 0, 46.87,0.00, 0.00,1216,1196,282,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
bin.31, o__Bacteroidales (UID2654), 163, 486, 266, 88, 393, 5,0, 0, 0, 82.66,1.52,40.00,1933,1828,324,genus,0.92,0.87,0.39,0.02,0.05,0.77,0.67,True
bin.32,k__Bacteria (UID203),5449,104,58,103,1,0,0, 0, 0,1.72,0.00, 0.00,261,243,81,genus,0.9,0.84,0.21,0.26,0.73,0.64,0.54,True
bin.33,c__Gammaproteobacteria (UID4201),1164,271, 170, 23, 246, 2,0, 0, 0, 96.43,0.88,100.00,2092,1877,158,class,0.94,0.84,0.25,0.04,0.08,0.69,0.58,True
bin.34,o__Selenomonadales (UID1024), 64, 334, 167, 29, 302, 3,0, 0, 0, 94.79,1.20,33.33,1546,1457,207,family,0.92,0.87,0.59,0.03,0.06,0.78,0.68,False
bin.36, o__Bacteroidales (UID2657), 160, 491, 268, 8,410, 73, 0, 0, 0, 97.01, 12.60,46.58,3742,3460,187,genus,0.91,0.84,0.29,0.1,0.23,0.79,0.66,True
bin.37, o__Clostridiales (UID1226), 155, 278, 158,172, 106, 0,0, 0, 0, 40.70,0.00, 0.00,1236,1200,263,genus,0.77,0.75,0.27,0.25,0.71,0.78,0.59,True
bin.38,g__Prevotella (UID2724),55, 567, 296, 28, 525, 14, 0, 0, 0, 94.43,2.85,14.29,2605,2448,239,family,0.97,0.91,0.36,0.06,0.12,0.91,0.83,True
bin.39, o__Bacteroidales (UID2657), 160, 491, 268, 34, 435, 21, 1, 0, 0, 94.40,5.07,41.67,2855,2680,142,family,0.95,0.89,0.19,0.06,0.13,0.78,0.69,True
bin.4,o__Bacteroidales (UID2657), 160, 492, 269, 7,484, 1,0, 0, 0, 97.65,0.37, 0.00,2197,2005,148,family,0.91,0.83,0.21,0.14,0.32,0.72,0.6,True
bin.40,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,288,257,39,family,0.93,0.83,0.28,0.28,0.84,0.73,0.6,True
bin.41,k__Bacteria (UID203),5449,102,58, 92,10, 0,0, 0, 0, 17.24,0.00, 0.00,636,604,161,phylum,1.0,0.94,0.43,0.04,0.09,0.68,0.64,True
bin.43, o__Clostridiales (UID1226), 155, 278, 158,243,35, 0,0, 0, 0,9.07,0.00, 0.00,306,300,74,genus,0.87,0.85,0.74,0.04,0.08,0.89,0.76,False
bin.44,o__Selenomonadales (UID1024), 64, 334, 167, 2,328, 4,0, 0, 0, 99.83,1.80,25.00,1789,1701,66,family,0.9,0.86,0.24,0.08,0.17,0.74,0.64,True
bin.45, o__Clostridiales (UID1226), 155, 274, 157,152, 121, 1,0, 0, 0, 45.54,0.64, 0.00,1153,1127,251,genus,0.85,0.83,0.4,0.15,0.38,0.78,0.65,True
bin.46,f__Lachnospiraceae (UID1255), 90, 354, 174, 16, 333, 5,0, 0, 0, 92.83,0.88,20.00,2255,2143,262,genus,0.81,0.77,0.08,0.62,2.45,0.69,0.53,True
bin.47, o__Clostridiales (UID1226), 155, 278, 158, 9,264, 5,0, 0, 0, 97.20,1.00,60.00,2530,2455,159,genus,0.91,0.88,0.26,0.08,0.18,0.83,0.73,True
bin.48,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1670,1392,187,genus,0.8,0.66,0.3,0.28,0.72,0.71,0.47,True
bin.49,p__Proteobacteria (UID3887), 1487,256, 160, 11, 242, 3,0, 0, 0, 93.75,1.88, 0.00,2012,1766,175,order,0.85,0.74,0.5,0.06,0.14,0.68,0.5,False
bin.5,k__Bacteria (UID2328),3167,126,75, 71,50, 5,0, 0, 0, 23.24,1.14,40.00,396,320,95,family,0.78,0.63,0.37,0.41,1.66,0.6,0.38,True
