sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	OTU_97.297.0	OTU_97.297.0	1.0	1.0	5049135	5049135	5049135	1.0	1.0	838	838	838
gsa	OTU_97.3749.0	OTU_97.3749.0	1.0	1.0	4364986	4364986	4364986	1.0	1.0	778	778	778
gsa	OTU_97.35920.0	OTU_97.35920.0	1.0	1.0	2820308	2820308	2820308	1.0	1.0	6	6	6
gsa	OTU_97.44585.0	OTU_97.44585.0	1.0	1.0	2839468	2839468	2839468	1.0	1.0	2	2	2
gsa	OTU_97.16660.0	OTU_97.16660.0	1.0	1.0	2695133	2695133	2695133	1.0	1.0	451	451	451
gsa	OTU_97.40665.0	OTU_97.40665.0	1.0	1.0	4308257	4308257	4308257	1.0	1.0	11	11	11
gsa	OTU_97.44237.0	OTU_97.44237.0	1.0	1.0	2616372	2616372	2616372	1.0	1.0	1	1	1
gsa	OTU_97.41607.0	OTU_97.41607.0	1.0	1.0	3122802	3122802	3122802	1.0	1.0	544	544	544
gsa	OTU_97.27089.0	OTU_97.27089.0	1.0	1.0	2624558	2624558	2624558	1.0	1.0	466	466	466
gsa	OTU_97.1440.0	OTU_97.1440.0	1.0	1.0	1794079	1794079	1794079	1.0	1.0	287	287	287
gsa	OTU_97.1823.0	OTU_97.1823.0	1.0	1.0	2784245	2784245	2784245	1.0	1.0	497	497	497
gsa	OTU_97.30055.0	OTU_97.30055.0	1.0	1.0	2620053	2620053	2620053	1.0	1.0	439	439	439
gsa	OTU_97.22464.0	OTU_97.22464.0	1.0	1.0	2553425	2553425	2553425	1.0	1.0	401	401	401
gsa	OTU_97.7325.0	OTU_97.7325.0	1.0	1.0	2543045	2543045	2543045	1.0	1.0	455	455	455
gsa	OTU_97.33892.0	OTU_97.33892.0	1.0	1.0	2753391	2753391	2753391	1.0	1.0	492	492	492
gsa	OTU_97.19931.0	OTU_97.19931.0	1.0	1.0	2757475	2757475	2757475	1.0	1.0	481	481	481
gsa	OTU_97.605.0	OTU_97.605.0	1.0	1.0	3668817	3668817	3668817	1.0	1.0	648	648	648
