,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, c__Gammaproteobacteria (UID4443),356, 451, 270,187, 146, 90, 26, 2,0, 54.82, 28.61,10.00,1513,1483,205,kingdom,1.0,0.98,0.0,0.0,0.0,0.83,0.81,True
bin.10,root (UID1), 5656, 56,24, 45,2,4,2,3,0,6.25,8.45, 3.57,1104,319,100,kingdom,1.0,0.29,0.0,0.12,0.27,0.38,0.11,True
bin.100,k__Archaea (UID2),207, 149, 107,136,13, 0,0,0,0,1.73,0.00, 0.00,223,55,6,kingdom,1.0,0.25,0.0,0.15,0.33,0.36,0.09,True
bin.101, c__Gammaproteobacteria (UID4201),1164,275, 174,106, 153, 15, 1,0,0, 57.91,3.66,11.11,1154,1085,152,class,0.9,0.84,0.22,0.13,0.29,0.56,0.48,True
bin.102, k__Bacteria (UID203),5449,104,58, 48,34, 17, 4,1,0, 74.61, 42.24, 8.57,2893,2764,409,phylum,0.97,0.92,0.9,0.09,0.2,0.69,0.64,False
bin.103, k__Bacteria (UID203),5449,103,57, 83,19, 1,0,0,0, 28.07,0.88, 0.00,519,501,69,phylum,0.96,0.92,0.95,0.17,0.42,0.6,0.55,False
bin.104, k__Bacteria (UID203),5449,104,58, 97,7,0,0,0,0, 11.21,0.00, 0.00,281,279,40,genus,0.87,0.87,0.31,0.03,0.06,0.84,0.73,True
bin.105, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,182,9,1,kingdom,,,,,,,,
bin.106,k__Archaea (UID2),207, 149, 107,142,2,5,0,0,0,2.40,2.25, 0.00,597,141,67,kingdom,1.0,0.24,0.0,0.1,0.22,0.36,0.08,True
bin.107, k__Bacteria (UID203),5449,104,58, 94,10, 0,0,0,0, 12.07,0.00, 0.00,601,545,56,phylum,0.85,0.77,0.17,0.45,1.69,0.48,0.37,True
bin.108, k__Bacteria (UID203),5449,104,58, 73,31, 0,0,0,0, 41.30,0.00, 0.00,978,858,88,class,0.88,0.77,0.35,0.2,0.51,0.52,0.41,True
bin.109,k__Bacteria (UID2495),2993,147,91, 27, 117, 3,0,0,0, 87.91,3.30, 0.00,1092,978,56,genus,0.67,0.6,0.37,0.07,0.16,0.55,0.33,True
bin.11,root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,298,55,11,kingdom,1.0,0.18,0.0,0.13,0.29,0.37,0.07,True
bin.110,k__Archaea (UID2),207, 149, 107,132,10, 7,0,0,0,4.84,0.50, 0.00,428,121,14,kingdom,1.0,0.28,0.0,0.09,0.2,0.35,0.1,True
bin.111,k__Archaea (UID2),207, 149, 107,141,8,0,0,0,0,2.23,0.00, 0.00,241,77,11,kingdom,1.0,0.32,0.0,0.19,0.46,0.35,0.11,True
bin.112, k__Bacteria (UID203),5449,104,58, 48,39, 16, 1,0,0, 75.86, 27.59,10.53,1579,1408,163,phylum,0.94,0.83,0.45,0.09,0.2,0.53,0.44,True
bin.113,k__Bacteria (UID1453),901, 171, 117, 93,77, 1,0,0,0, 39.81,0.85, 0.00,581,473,24,phylum,0.82,0.67,0.03,0.7,4.27,0.46,0.31,True
