,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.10,c__Clostridia (UID1085),35, 420, 196,306, 114, 0,0, 0, 0, 22.53,0.00, 0.00,651,597,150,genus,0.52,0.47,0.56,0.26,0.78,0.62,0.29,False
bin.109, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,542,472,104,phylum,0.96,0.84,0.71,0.12,0.27,0.66,0.56,False
bin.11, o__Clostridiales (UID1226), 155, 278, 158,192,83, 3,0, 0, 0, 32.77,1.27,66.67,934,918,214,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
bin.110, k__Bacteria (UID203),5449, 98,58, 95,3,0,0, 0, 0,1.55,0.00, 0.00,500,134,43,kingdom,1.0,0.27,0.0,0.02,0.05,0.39,0.1,True
bin.117, k__Bacteria (UID203),5449,104,58, 98,6,0,0, 0, 0,5.17,0.00, 0.00,268,217,54,phylum,0.99,0.8,0.8,0.15,0.36,0.67,0.54,False
bin.12,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1299,1100,264,order,0.88,0.75,0.88,0.1,0.23,0.71,0.53,False
bin.124, k__Bacteria (UID203),5449,104,58, 96,8,0,0, 0, 0,8.62,0.00, 0.00,211,191,7,genus,0.92,0.83,0.11,0.36,1.25,0.67,0.55,True
bin.126, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,266,196,56,phylum,0.97,0.72,0.6,0.16,0.37,0.55,0.39,False
bin.134, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,201,68,9,kingdom,1.0,0.34,0.0,0.09,0.19,0.41,0.14,True
bin.135, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,319,286,21,genus,0.95,0.85,0.3,0.17,0.39,0.75,0.64,True
bin.15,c__Gammaproteobacteria (UID4201),1164,271, 170, 41, 226, 4,0, 0, 0, 87.97,2.06,50.00,2056,1904,364,kingdom,1.0,0.93,0.0,0.0,0.0,0.94,0.87,True
bin.16, k__Bacteria (UID2372),131, 177, 106, 29, 143, 5,0, 0, 0, 76.91,2.96,20.00,1769,1537,317,order,0.94,0.82,0.22,0.24,0.63,0.61,0.5,True
bin.18, k__Bacteria (UID2329),174, 149,89, 40, 107, 2,0, 0, 0, 88.09,1.69,50.00,1493,1450,193,phylum,0.99,0.96,0.22,0.04,0.08,0.78,0.75,True
bin.19,k__Bacteria (UID203),5449,102,58, 21,62, 19, 0, 0, 0, 88.45, 11.21,84.21,2158,1930,173,class,0.95,0.85,0.32,0.04,0.09,0.69,0.59,True
bin.20,c__Bacilli (UID285), 586, 325, 181, 28, 291, 6,0, 0, 0, 88.15,2.58,16.67,2104,1933,128,genus,0.88,0.8,0.38,0.04,0.09,0.76,0.61,True
bin.21,k__Bacteria (UID203),5449,104,58, 3, 74, 27, 0, 0, 0, 95.69, 10.34,25.93,1936,1885,244,genus,0.95,0.93,0.34,0.04,0.09,0.79,0.73,True
bin.23,root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,795,764,189,genus,0.81,0.77,0.36,0.23,0.66,0.76,0.59,True
bin.24,k__Bacteria (UID203),5449,103,58, 65,38, 0,0, 0, 0, 53.45,0.00, 0.00,781,746,178,genus,0.89,0.85,0.9,0.08,0.18,0.97,0.82,False
bin.25,k__Bacteria (UID203),5449,104,58, 26,54, 24, 0, 0, 0, 94.98, 17.24,66.67,2708,2564,99,family,0.96,0.91,0.23,0.08,0.18,0.8,0.73,True
bin.27, o__Clostridiales (UID1212), 172, 261, 147, 0,261, 0,0, 0, 0, 100.00, 0.00, 0.00,2084,1990,120,family,0.93,0.89,0.21,0.09,0.19,0.77,0.69,True
bin.28,k__Bacteria (UID203),5449,103,57,101,2,0,0, 0, 0,1.75,0.00, 0.00,362,331,78,genus,0.71,0.65,0.44,0.66,4.07,0.81,0.53,True
bin.30,p__Firmicutes (UID1022), 100, 295, 158, 69, 224, 2,0, 0, 0, 75.88,0.84,50.00,1392,1366,255,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.95,True
bin.31, k__Bacteria (UID2372),131, 177, 106, 18, 155, 4,0, 0, 0, 91.64,0.84,25.00,1735,1700,187,class,0.98,0.96,0.28,0.05,0.1,0.9,0.86,True
bin.32,k__Bacteria (UID203),5449,104,58, 86,17, 1,0, 0, 0, 26.72,1.72, 0.00,934,867,82,family,0.93,0.86,0.31,0.1,0.23,0.76,0.65,True
bin.33,k__Bacteria (UID203),5449,104,58, 52,46, 6,0, 0, 0, 74.45, 10.34,83.33,2295,2215,200,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.9,True
bin.34,o__Lactobacillales (UID374), 471, 350, 191,187, 163, 0,0, 0, 0, 45.73,0.00, 0.00,1123,1082,216,kingdom,1.0,0.96,0.0,0.0,0.0,0.91,0.88,True
bin.35,k__Bacteria (UID203),5449,104,58, 53,47, 4,0, 0, 0, 71.55,4.31,100.00,1799,1719,91,family,0.95,0.91,0.34,0.04,0.08,0.77,0.7,True
