,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, c__Gammaproteobacteria (UID4443),356, 451, 270,259, 183,9,0,0,0, 33.61,1.08,55.56,918,819,160,order,0.86,0.77,1.0,0.09,0.19,0.79,0.61,False
maxbin2.002, k__Bacteria (UID203),5449,104,58, 87,17,0,0,0,0, 21.55,0.00, 0.00,801,777,210,order,0.95,0.92,0.99,0.21,0.51,0.78,0.71,False
maxbin2.003,s__algicola (UID2846), 47, 571, 303,178, 334,55, 4,0,0, 68.23, 11.08, 1.49,1849,1790,218,order,0.92,0.89,0.99,0.33,1.02,0.77,0.69,False
maxbin2.004, p__Proteobacteria (UID3880), 1495,261, 164, 81, 116,58, 6,0,0, 65.90, 28.32, 7.89,1783,1731,322,phylum,1.0,0.97,0.96,0.04,0.08,0.74,0.71,False
maxbin2.005, k__Bacteria (UID203),5449,104,58, 20,42,23, 14, 5,0, 76.10, 55.78, 7.37,2682,2604,509,phylum,0.99,0.96,1.0,0.15,0.34,0.73,0.7,False
maxbin2.006, k__Bacteria (UID203),5449,104,58, 8, 67,16, 13, 0,0, 88.79, 14.48,25.45,2277,2161,220,class,0.96,0.91,0.7,0.09,0.21,0.7,0.63,False
maxbin2.007, k__Bacteria (UID203),5449,104,58, 44,37,18, 4,1,0, 53.16, 21.72,30.56,2190,2075,370,phylum,0.99,0.94,0.97,0.1,0.22,0.69,0.65,False
maxbin2.008, k__Bacteria (UID203),5449,104,58, 57,29,16, 2,0,0, 62.15, 27.59, 9.09,1688,1591,353,phylum,0.98,0.92,0.94,0.32,0.76,0.64,0.59,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 17,42,31, 11, 3,0, 80.17, 35.29, 6.10,1552,1490,359,genus,0.87,0.84,1.0,0.1,0.21,0.79,0.66,False
maxbin2.010,f__Rhodobacteraceae (UID3356), 67, 615, 329,298, 240,73, 4,0,0, 46.02, 10.32,10.59,2174,2008,303,class,0.96,0.88,0.89,0.43,0.96,0.71,0.63,False
maxbin2.011,s__algicola (UID2847), 33, 496, 263, 81, 395,17, 3,0,0, 85.21,6.33,34.62,1861,1811,327,phylum,1.0,0.97,0.92,0.03,0.05,0.71,0.69,False
maxbin2.012, k__Bacteria (UID203),5449,104,58, 62,28,9,5,0,0, 57.93, 25.86, 8.33,2230,2067,510,phylum,0.97,0.9,0.9,0.21,0.5,0.62,0.55,False
maxbin2.013, k__Bacteria (UID203),5449,104,58, 84,13,7,0,0,0, 31.03,9.48,42.86,1666,1441,471,family,0.81,0.7,0.99,0.56,1.66,0.76,0.54,False
maxbin2.014, c__Gammaproteobacteria (UID4443),356, 451, 270,143, 239,67, 2,0,0, 70.12, 15.99,10.96,2729,2535,510,class,0.95,0.88,0.9,0.41,0.93,0.71,0.63,False
maxbin2.015, k__Bacteria (UID203),5449,103,58, 28,30,22, 14, 8,1, 65.44, 52.15, 5.74,2166,1875,485,phylum,0.97,0.84,0.91,0.21,0.52,0.68,0.58,False
maxbin2.016, k__Bacteria (UID203),5449,104,58, 45,27,20, 8,1,3, 37.07, 18.70,12.50,1304,1052,237,phylum,0.96,0.77,0.9,0.16,0.38,0.7,0.54,False
maxbin2.017, p__Euryarchaeota (UID3), 148, 188, 125, 22, 161,5,0,0,0, 84.00,1.60,20.00,1781,1664,164,kingdom,1.0,0.93,0.44,0.03,0.07,0.79,0.73,True
maxbin2.018,f__Rhodobacteraceae (UID3361), 46, 654, 332, 30, 612,11, 1,0,0, 94.96,2.79,21.43,3634,3294,215,order,0.95,0.86,0.14,0.08,0.17,0.71,0.61,True
maxbin2.019, p__Proteobacteria (UID3214), 2231,190, 119, 95,67,24, 3,1,0, 62.82, 22.82, 7.69,1312,1268,219,phylum,1.0,0.96,0.76,0.02,0.04,0.69,0.66,False
maxbin2.020, k__Bacteria (UID203),5449,104,58, 29,57,17, 1,0,0, 61.22, 15.78,20.00,2364,1778,556,phylum,0.94,0.71,0.92,0.42,0.95,0.64,0.45,False
maxbin2.021,f__Flavobacteriaceae (UID2817),81, 511, 283,184, 226,77, 22, 2,0, 70.20, 29.30,11.61,2572,2425,470,phylum,0.97,0.92,0.91,0.12,0.28,0.66,0.61,False
maxbin2.022, k__Bacteria (UID203),5449,102,58, 30,34,30, 6,2,0, 54.31, 31.53, 6.67,3007,2341,776,genus,0.6,0.47,0.97,0.42,1.06,0.78,0.36,False
maxbin2.023, k__Bacteria (UID203),5449,104,58, 0, 57,35, 8,3,1, 100.00,35.54,31.03,3685,3476,411,family,0.91,0.86,0.99,0.02,0.05,0.91,0.78,False
maxbin2.024, k__Bacteria (UID203),5449,104,58, 61,21,18, 3,1,0, 60.67, 35.69,36.36,2215,2113,394,phylum,0.98,0.94,0.85,0.1,0.21,0.62,0.58,False
maxbin2.025,s__algicola (UID2846), 47, 571, 303,485,76,8,2,0,0, 12.44,1.16,42.86,367,347,89,order,0.88,0.84,1.0,0.5,1.91,0.76,0.64,False
