,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001,o__Clostridiales (UID1212), 172, 263, 149, 2,254,7,0,0,0, 98.66,3.38, 0.00,2669,2567,87,class,0.97,0.94,1.0,0.11,0.25,0.94,0.88,False
maxbin2.002,o__Bacteroidales (UID2617), 213, 406, 265, 7,396,3,0,0,0, 98.05,0.94, 0.00,2253,2201,102,phylum,1.0,0.97,0.97,0.05,0.11,0.95,0.93,False
maxbin2.003,o__Bacteroidales (UID2654), 163, 486, 266, 5,465,15, 1,0,0, 98.85,3.82,16.67,4700,4513,206,genus,0.86,0.83,1.0,0.03,0.05,0.96,0.8,False
maxbin2.004,o__Clostridiales (UID1212), 172, 263, 149, 5,257,1,0,0,0, 97.65,0.67, 0.00,2815,2664,114,genus,0.83,0.79,0.52,0.12,0.28,0.93,0.73,False
maxbin2.005, k__Bacteria (UID203),5449,104,58, 0, 77,14, 13, 0,0, 100.00,14.73,39.62,5919,5743,218,class,0.98,0.95,0.93,0.07,0.15,0.93,0.88,False
maxbin2.006,o__Clostridiales (UID1120), 304, 250, 143, 3,244,3,0,0,0, 98.60,1.17, 0.00,2773,2635,86,family,0.93,0.88,0.33,0.05,0.11,0.94,0.83,True
maxbin2.007,o__Clostridiales (UID1212), 172, 263, 149, 26, 237,0,0,0,0, 85.46,0.00, 0.00,1420,1253,18,phylum,0.97,0.85,0.07,0.06,0.12,0.57,0.49,True
maxbin2.008,o__Clostridiales (UID1212), 172, 263, 149, 8,241,12, 2,0,0, 95.30,4.70, 0.00,3831,3660,268,class,0.96,0.91,0.98,0.04,0.09,0.91,0.83,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 2, 79,13, 10, 0,0, 96.55, 11.22,23.26,2358,2212,70,class,0.99,0.93,0.88,0.04,0.08,0.95,0.88,False
maxbin2.010,k__Bacteria (UID2982), 88, 229, 147, 3,226,0,0,0,0, 97.96,0.00, 0.00,2512,2375,77,order,0.95,0.9,0.86,0.04,0.08,0.95,0.86,False
maxbin2.011,o__Bacteroidales (UID2617), 213, 406, 265, 11, 395,0,0,0,0, 96.98,0.00, 0.00,1946,1865,82,family,0.97,0.93,0.12,0.03,0.05,0.96,0.89,True
maxbin2.012, f__Lachnospiraceae (UID1286), 57, 420, 207, 17, 388,14, 1,0,0, 97.83,5.56, 5.88,3845,3716,264,class,0.97,0.94,0.63,0.04,0.08,0.93,0.88,False
