,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, k__Bacteria (UID203),5449,103,58, 94,9,0,0,0,0, 12.07,0.00, 0.00,234,232,91,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
maxbin2.002, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,173,147,43,family,0.57,0.49,1.0,0.3,0.72,0.82,0.4,False
maxbin2.003,k__Bacteria (UID1453),901, 171, 117,103,61, 7,0,0,0, 23.93,1.74,28.57,446,366,92,order,0.52,0.43,0.43,0.52,2.41,0.61,0.26,True
maxbin2.004, k__Bacteria (UID203),5449, 99,53, 70,25, 4,0,0,0, 45.28,6.60,50.00,452,369,140,class,0.73,0.6,0.29,0.81,6.83,0.56,0.33,True
maxbin2.005, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,395,144,65,kingdom,1.0,0.36,0.0,0.04,0.09,0.48,0.17,True
maxbin2.006, root (UID1), 5656, 56,24, 54,2,0,0,0,0,8.33,0.00, 0.00,410,386,141,class,0.9,0.84,1.0,0.07,0.15,0.93,0.78,False
maxbin2.007, k__Bacteria (UID203),5449, 99,53, 93,5,1,0,0,0, 11.32,1.89,100.00,584,449,193,family,0.53,0.41,0.74,0.42,1.65,0.78,0.32,False
maxbin2.008, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,641,245,108,kingdom,1.0,0.38,0.0,0.04,0.09,0.43,0.16,True
maxbin2.009, k__Bacteria (UID203),5449, 99,53, 88,7,4,0,0,0, 16.98,4.72, 0.00,610,579,223,family,0.78,0.74,0.79,0.14,0.35,0.79,0.58,False
maxbin2.010, p__Proteobacteria (UID3214), 2231,190, 119,108,65, 14, 3,0,0, 33.24,7.73, 4.35,1560,1196,444,family,0.55,0.42,0.83,0.52,1.94,0.7,0.3,False
maxbin2.011, k__Bacteria (UID203),5449, 99,53, 75,20, 4,0,0,0, 40.57,7.55, 0.00,1325,1225,425,family,0.77,0.71,0.97,0.07,0.16,0.75,0.53,False
maxbin2.012, k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,0.47,0.00, 0.00,1500,601,358,kingdom,1.0,0.4,0.17,0.03,0.05,0.48,0.19,True
maxbin2.013,k__Bacteria (UID1453),901, 171, 117,102,53, 15, 1,0,0, 37.37,7.75, 0.00,1393,1126,413,family,0.51,0.41,0.65,0.63,2.85,0.66,0.27,False
maxbin2.014, k__Bacteria (UID203),5449,104,58, 29,37, 31, 6,1,0, 69.12, 45.88,14.55,1314,1214,339,phylum,0.94,0.87,0.42,0.07,0.14,0.57,0.49,True
maxbin2.015,k__Bacteria (UID2495),2993,139,83, 67,43, 18, 9,2,0, 67.98, 46.99, 3.51,2677,2447,836,family,0.61,0.56,0.86,0.42,1.45,0.7,0.39,False
maxbin2.016,k__Archaea (UID2),207, 149, 107,137,9,3,0,0,0,5.82,2.80,66.67,2043,816,431,kingdom,1.0,0.4,0.0,0.05,0.11,0.49,0.2,True
