,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,203,86,12,kingdom,1.0,0.42,0.0,0.06,0.12,0.42,0.18,True
maxbin2.002, k__Bacteria (UID203),5449,103,58, 98,5, 0,0,0,0,5.52,0.00, 0.00,207,157,62,order,0.8,0.6,0.81,0.04,0.08,0.91,0.55,False
maxbin2.003, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,275,135,56,phylum,0.9,0.44,0.34,0.34,1.16,0.53,0.23,True
maxbin2.004, k__Bacteria (UID203),5449, 99,53, 93,6, 0,0,0,0,8.66,0.00, 0.00,304,299,113,phylum,1.0,0.98,1.0,0.38,0.88,0.85,0.84,False
maxbin2.005, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,324,136,47,kingdom,1.0,0.42,0.11,0.06,0.12,0.42,0.18,True
maxbin2.006, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0,0,0.31,0.00, 0.00,411,175,65,kingdom,1.0,0.43,0.38,0.02,0.05,0.54,0.23,True
maxbin2.007, p__Proteobacteria (UID3214), 2231,190, 119,124,46,18, 1,1,0, 39.00, 16.97, 3.70,1107,1077,325,phylum,0.98,0.95,0.94,0.06,0.12,0.72,0.68,False
maxbin2.008, k__Bacteria (UID203),5449,104,58, 51,28,19, 5,1,0, 31.76, 15.03,25.00,1115,830,232,class,0.84,0.63,0.76,0.38,1.09,0.71,0.44,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 37,38,19, 7,3,0, 73.73, 46.87, 6.90,1940,1861,506,class,0.89,0.86,0.88,0.42,1.02,0.7,0.6,False
maxbin2.010, root (UID1), 5656, 56,24, 53,2, 1,0,0,0, 12.50,4.17, 0.00,1410,1358,508,family,0.86,0.83,0.96,0.46,1.44,0.82,0.69,False
maxbin2.011, k__Bacteria (UID203),5449,104,58, 45,47,12, 0,0,0, 32.76,4.18,25.00,1219,805,246,class,0.77,0.51,0.45,0.68,3.3,0.64,0.32,True
maxbin2.012,f__Rhodobacteraceae (UID3340), 84, 568, 330,170, 371,22, 5,0,0, 65.72,3.86,45.95,1585,1540,401,kingdom,1.0,0.97,0.0,0.0,0.0,0.82,0.8,True
maxbin2.013, k__Bacteria (UID203),5449,104,58, 99,5, 0,0,0,0,0.78,0.00, 0.00,855,356,134,kingdom,1.0,0.42,0.0,0.04,0.09,0.43,0.18,True
maxbin2.014,k__Bacteria (UID2495),2993,147,91, 92,41,10, 3,1,0, 46.53, 19.23, 0.00,2049,1939,677,class,0.9,0.85,0.85,0.41,1.16,0.73,0.62,False
maxbin2.015, k__Bacteria (UID203),5449,104,58, 35,38,11, 15, 5,0, 63.51, 43.76,13.95,1090,1045,331,class,0.92,0.88,0.77,0.34,1.08,0.7,0.62,False
maxbin2.016,k__Bacteria (UID2495),2993,139,83,109,25,5,0,0,0, 22.78,2.74, 0.00,1085,1011,357,genus,0.61,0.56,0.78,0.6,3.32,0.75,0.42,False
maxbin2.017, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0,0,1.72,0.00, 0.00,1395,611,194,kingdom,1.0,0.44,0.08,0.05,0.1,0.44,0.19,True
maxbin2.018, c__Gammaproteobacteria (UID4201),1164,275, 174,111, 129,28, 4,0,3, 57.77, 15.10, 4.29,1175,1121,280,phylum,0.93,0.89,0.63,0.05,0.1,0.6,0.53,False
maxbin2.019, k__Bacteria (UID203),5449,104,58, 84,17,3,0,0,0, 19.51,3.61,33.33,1261,1176,424,phylum,0.97,0.9,0.98,0.04,0.07,0.8,0.72,False
maxbin2.020, k__Bacteria (UID203),5449,104,58, 74,24,4,2,0,0, 46.03, 13.79, 0.00,2434,2258,791,phylum,0.95,0.88,0.93,0.23,0.54,0.66,0.58,False
maxbin2.021, k__Bacteria (UID203),5449,104,58, 52,29,16, 2,1,4, 22.10, 21.82, 4.41,464,407,130,genus,0.62,0.54,0.78,0.47,2.19,0.78,0.42,False
maxbin2.022, k__Bacteria (UID203),5449, 99,53, 86,13,0,0,0,0, 14.44,0.00, 0.00,1765,1600,483,genus,0.64,0.58,0.8,0.54,2.78,0.73,0.42,False
maxbin2.023, k__Bacteria (UID203),5449, 99,53, 31,39,18, 10, 0,1, 73.78, 42.97, 3.45,1054,1001,331,phylum,0.94,0.89,0.93,0.1,0.21,0.66,0.59,False
maxbin2.024, k__Bacteria (UID203),5449,104,58, 44,38,15, 5,2,0, 65.13, 30.09,19.05,736,705,189,phylum,0.97,0.93,0.95,0.05,0.1,0.73,0.67,False
maxbin2.025, k__Bacteria (UID203),5449, 99,53, 72,19,4,3,1,0, 35.76, 22.64, 5.26,2055,1939,746,order,0.85,0.81,0.94,0.26,0.75,0.75,0.61,False
maxbin2.026, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,104,54,11,phylum,0.83,0.43,0.12,0.24,0.7,0.38,0.16,True
maxbin2.027,k__Archaea (UID2),207, 149, 107, 10,81,51, 5,2,0, 91.12, 41.78, 5.13,4075,3808,629,family,0.95,0.89,1.0,0.4,0.92,0.76,0.68,False
maxbin2.028,k__Bacteria (UID2566),525, 208, 136,153,37,13, 4,1,0, 18.02,5.22, 3.23,407,398,121,genus,0.47,0.46,0.71,0.39,1.5,0.7,0.32,False
maxbin2.029, k__Bacteria (UID203),5449, 99,53, 95,4, 0,0,0,0,0.69,0.00, 0.00,1449,652,286,kingdom,1.0,0.45,0.0,0.04,0.08,0.48,0.21,True
maxbin2.030, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,998,462,144,kingdom,1.0,0.46,0.0,0.02,0.04,0.45,0.21,True
maxbin2.031,k__Bacteria (UID2566),525, 208, 136,101,77,20, 10, 0,0, 52.81, 23.35, 2.00,2017,1835,514,genus,0.47,0.43,0.85,0.75,4.49,0.73,0.31,False
maxbin2.032, k__Bacteria (UID203),5449,104,58, 61,26,15, 2,0,0, 63.40, 28.61, 0.00,1802,1677,500,class,0.88,0.82,0.86,0.32,0.98,0.67,0.55,False
maxbin2.033,k__Bacteria (UID2495),2993,139,83, 46,44,30, 13, 3,3, 79.79, 78.99, 2.56,4396,4105,1267,phylum,0.96,0.9,0.93,0.39,0.98,0.66,0.59,False
maxbin2.034, k__Bacteria (UID203),5449,104,58, 40,25,16, 5,8,10,48.04, 41.63, 4.38,2678,2345,859,class,0.89,0.78,0.79,0.47,1.76,0.7,0.55,False
maxbin2.035, c__Gammaproteobacteria (UID4201),1164,275, 174,221,33,19, 0,0,2,9.78,6.66,10.26,285,263,82,class,0.89,0.82,0.56,0.26,0.71,0.63,0.52,False
maxbin2.036, c__Gammaproteobacteria (UID4443),356, 451, 270,383,54,5,9,0,0,5.81,0.29,31.25,147,145,33,order,0.84,0.83,0.03,0.74,4.25,0.62,0.51,True
maxbin2.037, k__Bacteria (UID203),5449,104,58, 1, 80,20, 3,0,0, 98.28, 15.60, 6.90,3692,3005,570,class,0.9,0.73,0.87,0.28,0.77,0.68,0.5,False
maxbin2.038,s__algicola (UID2846), 47, 571, 303,324, 191,39, 13, 2,2, 45.04, 17.42, 8.26,1350,1280,446,phylum,0.98,0.93,0.97,0.37,0.95,0.7,0.65,False
maxbin2.039, k__Bacteria (UID203),5449,104,58, 85,18,1,0,0,0, 23.76,1.72, 0.00,627,595,134,class,0.9,0.86,0.57,0.26,0.71,0.64,0.54,False
maxbin2.040,k__Bacteria (UID2565),2921,152,93,127,19,5,1,0,0,8.08,1.02, 0.00,1240,546,237,kingdom,1.0,0.44,0.56,0.02,0.04,0.53,0.23,False
maxbin2.041, k__Bacteria (UID203),5449,104,58,101,3, 0,0,0,0,0.47,0.00, 0.00,3107,1285,368,kingdom,1.0,0.41,0.12,0.04,0.08,0.44,0.18,True
maxbin2.042, k__Bacteria (UID203),5449,104,58, 76,22,3,2,1,0, 42.07, 14.66, 0.00,491,474,142,class,0.89,0.86,0.81,0.14,0.33,0.67,0.58,False
maxbin2.043,f__Rhodobacteraceae (UID3340), 84, 568, 330, 73, 475,20, 0,0,0, 86.99,3.63,75.00,3226,3002,822,family,0.93,0.86,0.38,0.06,0.14,0.73,0.63,True
maxbin2.044,k__Bacteria (UID2495),2993,139,83, 64,51,13, 8,3,0, 56.66, 26.98, 3.64,849,780,290,genus,0.45,0.41,0.95,0.65,2.39,0.72,0.3,False
maxbin2.045,k__Archaea (UID2),207, 149, 107,116,20,10, 2,1,0, 16.28,7.44, 0.00,3280,2662,891,class,0.82,0.67,0.86,0.61,2.37,0.69,0.46,False
maxbin2.046, c__Gammaproteobacteria (UID4443),356, 451, 270,352,84,14, 1,0,0, 17.97,1.57, 5.88,430,395,124,phylum,0.98,0.9,0.84,0.23,0.63,0.63,0.57,False
maxbin2.047, k__Bacteria (UID203),5449,104,58, 23,48,22, 7,2,2, 67.95, 24.37,16.00,1123,1052,277,phylum,0.94,0.88,0.81,0.08,0.17,0.61,0.54,False
maxbin2.048, k__Bacteria (UID203),5449, 99,53, 67,15,11, 2,4,0, 46.31, 41.85, 0.00,3410,2972,1006,phylum,0.94,0.82,0.92,0.41,1.09,0.63,0.51,False
maxbin2.049, p__Euryarchaeota (UID3), 148, 188, 125, 24, 158,5,1,0,0, 82.80,1.85,25.00,1427,1317,100,class,0.9,0.83,0.74,0.05,0.1,0.61,0.51,False
maxbin2.050, k__Bacteria (UID203),5449,104,58, 70,25,9,0,0,0, 42.48, 14.66,33.33,1204,1189,309,phylum,0.99,0.98,1.0,0.04,0.08,0.81,0.79,False
maxbin2.051, k__Bacteria (UID203),5449,103,58, 49,22,23, 7,1,1, 26.72, 22.74,13.33,318,315,88,order,0.87,0.86,1.0,0.31,0.75,0.93,0.81,False
maxbin2.052, k__Bacteria (UID203),5449,104,58, 77,21,5,1,0,0, 20.89,5.80, 0.00,329,325,96,genus,0.86,0.84,1.0,0.14,0.33,0.93,0.79,False
maxbin2.053, k__Bacteria (UID203),5449,103,58, 86,17,0,0,0,0, 10.69,0.00, 0.00,381,288,63,genus,0.62,0.47,1.0,0.34,1.01,0.86,0.4,False
maxbin2.054, k__Bacteria (UID203),5449, 99,53, 84,10,4,1,0,0, 24.53,8.49, 0.00,1626,1483,570,phylum,0.98,0.89,0.91,0.2,0.49,0.69,0.61,False
maxbin2.055,s__algicola (UID2846), 47, 571, 303,199, 217, 108, 41, 6,0, 58.84, 35.41, 3.00,2064,1986,316,phylum,0.97,0.93,0.89,0.22,0.52,0.62,0.58,False
maxbin2.056, k__Bacteria (UID203),5449, 99,53, 71,16,9,3,0,0, 38.80, 19.02, 5.56,1085,1046,384,order,0.88,0.84,0.97,0.09,0.21,0.77,0.65,False
maxbin2.057,k__Bacteria (UID2566),525, 208, 136, 84,62,34, 17, 5,6, 62.62, 59.34, 2.55,2209,2098,696,phylum,0.97,0.92,0.97,0.37,0.87,0.7,0.65,False
maxbin2.058, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,1463,724,442,phylum,0.84,0.42,0.26,0.45,1.63,0.44,0.18,True
maxbin2.059, c__Gammaproteobacteria (UID4443),356, 451, 270, 39, 308,90, 12, 1,1, 89.17, 29.26, 9.86,3240,2962,530,phylum,0.95,0.87,0.67,0.14,0.34,0.59,0.51,False
maxbin2.060,f__Rhodobacteraceae (UID3340), 84, 568, 330, 48, 465,53, 1,1,0, 90.51, 10.50,30.65,3006,2932,749,genus,0.93,0.91,0.99,0.04,0.09,0.96,0.87,False
maxbin2.061, k__Bacteria (UID203),5449,104,58, 58,31,12, 1,1,1, 47.59, 24.61,41.94,1289,1229,423,genus,0.7,0.67,0.97,0.07,0.16,0.77,0.52,False
maxbin2.062, k__Bacteria (UID203),5449, 99,53, 90,4, 3,1,0,1, 16.04, 16.98,62.50,767,740,243,class,0.92,0.89,0.97,0.08,0.17,0.71,0.63,False
maxbin2.063, k__Bacteria (UID203),5449,104,58, 77,14,12, 1,0,0, 39.66, 20.69, 6.67,1732,1658,456,phylum,0.96,0.92,0.92,0.17,0.42,0.72,0.67,False
maxbin2.064, k__Bacteria (UID203),5449,104,58, 57,22,21, 4,0,0, 23.51,8.03, 9.09,858,811,235,genus,0.57,0.54,0.94,0.59,3.01,0.78,0.42,False
maxbin2.065, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,3044,1397,467,phylum,0.88,0.4,0.3,0.41,1.57,0.48,0.19,True
maxbin2.066, k__Bacteria (UID203),5449,104,58, 51,27,17, 9,0,0, 45.92, 22.01, 0.00,954,845,238,genus,0.55,0.49,0.88,0.67,3.45,0.77,0.37,False
maxbin2.067, k__Bacteria (UID203),5449,104,58, 2, 51,28, 18, 5,0, 96.55, 43.31, 5.36,3157,2807,727,genus,0.69,0.62,0.93,0.61,2.7,0.72,0.44,False
maxbin2.068, k__Bacteria (UID203),5449,104,58, 64,32,6,2,0,0, 52.57, 17.24, 0.00,2043,1919,505,phylum,0.92,0.86,0.94,0.36,0.86,0.65,0.56,False
maxbin2.069, k__Bacteria (UID203),5449,104,58, 81,18,2,3,0,0, 34.83, 13.79, 0.00,2220,2050,595,phylum,0.96,0.89,0.95,0.49,1.11,0.63,0.56,False
maxbin2.070, k__Bacteria (UID203),5449,104,58, 31,42,16, 10, 4,1, 64.26, 49.53, 3.75,2327,2171,710,phylum,0.96,0.9,0.95,0.48,1.1,0.69,0.62,False
maxbin2.071,k__Bacteria (UID2982), 88, 229, 147, 4,208,17, 0,0,0, 97.28,6.80, 5.88,3611,3120,302,order,0.75,0.65,0.38,0.28,0.83,0.56,0.36,True
maxbin2.072, k__Bacteria (UID203),5449,104,58, 70,17,11, 6,0,0, 51.72, 33.62, 0.00,1853,1771,483,phylum,0.96,0.92,0.91,0.23,0.56,0.61,0.56,False
maxbin2.073, k__Bacteria (UID203),5449, 99,53, 97,2, 0,0,0,0,1.26,0.00, 0.00,2416,1058,285,kingdom,1.0,0.44,0.16,0.04,0.08,0.44,0.19,True
maxbin2.074, k__Bacteria (UID203),5449,104,58, 70,27,7,0,0,0, 42.38, 11.21,71.43,1602,1541,485,genus,0.75,0.72,0.97,0.04,0.08,0.75,0.54,False
maxbin2.075,f__Rhodobacteraceae (UID3356), 67, 615, 329,533,73,7,2,0,0, 11.38,1.75, 7.69,2905,2358,921,phylum,0.96,0.78,0.87,0.06,0.12,0.71,0.55,False
maxbin2.076, k__Bacteria (UID203),5449,104,58, 9, 60,30, 4,1,0, 87.93, 25.18,33.33,4161,3660,1203,class,0.92,0.81,0.36,0.39,1.2,0.58,0.47,True
maxbin2.077, k__Bacteria (UID203),5449,104,58,101,3, 0,0,0,0,0.47,0.00, 0.00,3845,1444,619,kingdom,1.0,0.38,0.0,0.05,0.1,0.46,0.17,True
maxbin2.078, k__Bacteria (UID203),5449,104,58, 38,34,19, 9,3,1, 47.82, 28.13, 4.05,723,562,240,phylum,0.94,0.73,0.94,0.28,0.85,0.67,0.49,False
maxbin2.079, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0,0,0.31,0.00, 0.00,124,116,40,class,0.94,0.88,0.25,0.17,0.42,0.64,0.56,True
maxbin2.080, k__Bacteria (UID203),5449,103,57, 43,25,20, 13, 2,0, 80.45, 79.98, 1.41,4076,3733,1008,phylum,0.95,0.87,0.92,0.29,0.83,0.64,0.56,False
maxbin2.081,k__Bacteria (UID2495),2993,147,91, 73,54,12, 4,2,2, 45.61, 13.86,13.64,3302,2920,843,genus,0.53,0.47,0.91,0.66,4.01,0.74,0.35,False
maxbin2.082, k__Bacteria (UID203),5449,104,58, 3, 61,24, 6,4,6, 94.83, 44.83,11.76,3312,2783,747,genus,0.63,0.53,0.92,0.43,1.63,0.67,0.35,False
maxbin2.083, k__Bacteria (UID203),5449, 99,53, 98,1, 0,0,0,0,0.38,0.00, 0.00,1988,1089,633,phylum,0.85,0.47,0.33,0.54,1.64,0.45,0.21,True
maxbin2.084, k__Bacteria (UID203),5449,104,58, 77,11,8,3,5,0, 26.91, 13.28, 4.26,3187,1757,586,phylum,0.84,0.46,0.53,0.43,1.33,0.53,0.24,False
maxbin2.085, o__Actinomycetales (UID1663),488, 310, 185, 9,297,4,0,0,0, 96.54,1.89, 0.00,2245,2005,129,class,0.89,0.8,0.28,0.03,0.05,0.58,0.46,True
maxbin2.086, k__Bacteria (UID203),5449, 99,53, 47,19,21, 9,1,2, 70.22, 73.67, 0.00,3404,3082,951,genus,0.46,0.42,0.9,0.8,5.51,0.72,0.3,False
maxbin2.087, k__Bacteria (UID203),5449,104,58, 52,33,17, 2,0,0, 64.64, 28.40,73.91,3057,2904,1148,genus,0.82,0.78,0.62,0.14,0.34,0.7,0.54,False
maxbin2.088, k__Bacteria (UID203),5449,104,58, 1, 58,29, 12, 4,0, 99.14, 31.85, 3.37,4173,3671,364,order,0.67,0.59,0.34,0.45,1.76,0.56,0.33,True
maxbin2.089, k__Bacteria (UID203),5449, 99,53, 72,15,7,4,1,0, 44.34, 31.13, 0.00,2884,2659,966,phylum,0.95,0.88,0.96,0.29,0.71,0.67,0.59,False
maxbin2.090,k__Bacteria (UID2982), 88, 230, 148, 24, 142,51, 11, 2,0, 96.00, 39.79,10.42,3513,3000,516,class,0.79,0.67,0.24,0.66,3.61,0.54,0.36,True
maxbin2.091, k__Bacteria (UID203),5449, 99,53, 82,13,3,1,0,0, 23.77,4.53, 0.00,1569,1417,514,class,0.91,0.82,0.99,0.09,0.2,0.74,0.61,False
maxbin2.092, k__Bacteria (UID203),5449,104,58, 46,33,20, 5,0,0, 58.07, 32.51,17.14,1668,1527,472,genus,0.6,0.55,0.95,0.58,3.2,0.72,0.4,False
maxbin2.093, k__Bacteria (UID203),5449,104,58, 98,5, 1,0,0,0,4.78,0.16, 0.00,4481,1827,612,kingdom,1.0,0.41,0.12,0.04,0.09,0.46,0.19,True
maxbin2.094,f__Flavobacteriaceae (UID2845),53, 548, 298,143, 171, 119, 67, 30, 18,75.44, 79.09, 1.70,4685,4236,1062,phylum,0.93,0.84,0.88,0.44,0.97,0.62,0.52,False
maxbin2.095, k__Bacteria (UID203),5449, 99,53, 68,18,4,8,1,0, 41.42, 35.85,20.59,1494,1378,535,phylum,0.96,0.89,0.97,0.22,0.52,0.7,0.62,False
maxbin2.096, k__Bacteria (UID203),5449,103,58, 44,41,13, 4,1,0, 36.57, 17.73, 0.00,1420,1318,428,class,0.9,0.83,0.91,0.55,1.8,0.73,0.6,False
maxbin2.097, k__Bacteria (UID203),5449, 99,53, 88,4, 2,1,1,3, 16.42, 39.62,29.41,1785,1676,620,order,0.84,0.79,0.8,0.06,0.13,0.69,0.54,False
maxbin2.098, root (UID1), 5656, 56,24, 55,1, 0,0,0,0,4.17,0.00, 0.00,4800,1874,802,kingdom,1.0,0.39,0.0,0.04,0.08,0.44,0.17,True
maxbin2.099, k__Bacteria (UID203),5449,104,58, 10,44,48, 2,0,0, 84.48, 24.14,50.00,2195,1988,277,class,0.8,0.72,0.29,0.56,2.39,0.58,0.42,True
maxbin2.100, k__Bacteria (UID203),5449,104,58, 26,46,25, 7,0,0, 73.18, 32.28, 8.70,3591,3196,1050,class,0.89,0.79,0.89,0.49,1.52,0.68,0.54,False
maxbin2.101, k__Bacteria (UID203),5449, 99,53, 32,29,21, 11, 3,3, 73.52, 76.59,11.02,1239,1103,474,phylum,0.95,0.85,0.96,0.25,0.6,0.68,0.58,False
maxbin2.102, k__Bacteria (UID203),5449,100,54, 79,14,4,1,1,1, 22.50, 22.56,10.71,453,401,144,phylum,0.99,0.88,0.94,0.3,0.78,0.63,0.55,False
maxbin2.103,k__Archaea (UID2),207, 149, 107,127,20,2,0,0,0,7.72,0.93, 0.00,596,220,41,kingdom,1.0,0.37,0.0,0.15,0.33,0.37,0.14,True
maxbin2.104, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,4282,1960,701,kingdom,1.0,0.46,0.13,0.02,0.05,0.43,0.2,True
maxbin2.105,s__algicola (UID2846), 47, 571, 303, 63, 349, 110, 37, 8,4, 91.17, 44.27,19.42,2868,2752,557,genus,0.7,0.67,1.0,0.04,0.08,0.75,0.5,False
maxbin2.106, k__Bacteria (UID203),5449, 99,53, 61,24,10, 3,0,1, 54.46, 35.85, 0.00,1741,1655,574,phylum,0.97,0.93,0.98,0.47,0.99,0.69,0.64,False
maxbin2.107, k__Bacteria (UID203),5449,104,58, 73,25,6,0,0,0, 43.57,9.48, 0.00,3025,2773,994,genus,0.55,0.51,0.89,0.62,3.65,0.74,0.38,False
maxbin2.108, k__Bacteria (UID203),5449,104,58, 66,37,1,0,0,0, 56.90,1.72, 0.00,2879,2605,886,genus,0.53,0.48,0.45,0.45,1.93,0.61,0.29,False
maxbin2.109,k__Bacteria (UID2982), 88, 230, 148, 64, 137,27, 2,0,0, 73.94, 15.98,69.70,4533,3812,1336,genus,0.51,0.43,0.58,0.13,0.3,0.62,0.26,False
maxbin2.110, k__Bacteria (UID203),5449,104,58, 78,13,6,4,3,0, 20.14,6.74,30.56,509,480,203,phylum,0.97,0.91,0.3,0.07,0.16,0.62,0.56,True
