,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001,o__Clostridiales (UID1120), 304, 249, 142,228,20, 1,0, 0, 0,4.23,0.70, 0.00,354,170,11,class,0.88,0.42,0.37,0.64,2.79,0.58,0.25,True
maxbin2.002,k__Bacteria (UID2372),131, 177, 106, 19, 158, 0,0, 0, 0, 94.34,0.00, 0.00,2205,2089,143,family,0.93,0.88,0.34,0.07,0.15,0.93,0.82,True
maxbin2.003,o__Clostridiales (UID1120), 304, 249, 142,179,70, 0,0, 0, 0, 13.80,0.00, 0.00,948,751,59,order,0.91,0.72,0.66,0.36,1.04,0.79,0.57,False
maxbin2.004, k__Bacteria (UID203),5449,103,57,101,2,0,0, 0, 0,1.75,0.00, 0.00,387,244,28,phylum,0.97,0.61,0.52,0.29,0.7,0.53,0.32,False
maxbin2.005,k__Bacteria (UID2328),3167,126,75, 94,30, 2,0, 0, 0, 21.33,0.24, 0.00,645,341,31,phylum,0.92,0.49,0.22,0.19,0.5,0.51,0.25,True
maxbin2.006, k__Bacteria (UID203),5449,103,58, 52,51, 0,0, 0, 0, 77.59,0.00, 0.00,3976,3634,110,class,0.98,0.9,0.43,0.03,0.05,0.86,0.77,True
maxbin2.007, o__Lactobacillales (UID544), 293, 475, 267, 6,469, 0,0, 0, 0, 98.88,0.00, 0.00,2870,2751,100,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True
maxbin2.008,k__Bacteria (UID2328),3167,126,75, 41,84, 1,0, 0, 0, 70.67,0.11, 0.00,1086,897,30,genus,0.65,0.53,0.07,0.37,1.29,0.53,0.28,True
maxbin2.009,o__Clostridiales (UID1212), 172, 257, 149, 1,255, 1,0, 0, 0, 99.33,0.13, 0.00,3947,3777,130,genus,0.85,0.81,0.38,0.03,0.06,0.96,0.78,True
maxbin2.010,k__Bacteria (UID2328),3167,126,75, 40,85, 0,0, 1, 0, 68.44,0.33, 0.00,1141,853,72,phylum,0.95,0.71,0.18,0.19,0.49,0.54,0.38,True
maxbin2.011, k__Bacteria (UID203),5449,103,57, 86,17, 0,0, 0, 0, 26.32,0.00, 0.00,720,551,131,phylum,0.94,0.72,0.26,0.15,0.35,0.52,0.37,True
maxbin2.012, k__Bacteria (UID203),5449,104,58, 0, 86, 15, 3, 0, 0, 100.00,10.87, 0.00,2926,2037,447,family,0.64,0.45,0.95,0.04,0.08,0.71,0.32,False
maxbin2.013, c__Gammaproteobacteria (UID4201),1164,271, 170, 3,263, 5,0, 0, 0, 98.53,1.70,40.00,2665,2339,624,kingdom,1.0,0.88,0.0,0.0,0.0,0.93,0.81,True
maxbin2.014, k__Bacteria (UID203),5449,104,58, 1, 65, 37, 1, 0, 0, 98.28, 30.77, 0.00,7582,7177,2070,class,0.95,0.9,1.0,0.05,0.1,0.95,0.86,False
