,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, f__Lachnospiraceae (UID1256),33, 333, 171,251,82, 0,0,0,0, 24.56,0.00, 0.00,816,789,13,genus,0.87,0.84,0.09,0.12,0.28,0.95,0.8,True
maxbin2.002, f__Lachnospiraceae (UID1256),33, 333, 171,164, 169, 0,0,0,0, 49.71,0.00, 0.00,1555,1521,25,genus,0.87,0.85,0.31,0.07,0.15,0.95,0.81,True
maxbin2.003, k__Bacteria (UID203), 5449,104,58, 86,18, 0,0,0,0, 27.59,0.00, 0.00,599,584,8,genus,0.89,0.87,0.11,0.07,0.16,0.96,0.83,True
maxbin2.004, k__Bacteria (UID203), 5449,103,57,102,1,0,0,0,0,1.75,0.00, 0.00,301,290,11,phylum,0.97,0.94,0.69,0.02,0.04,0.9,0.84,False
maxbin2.005, root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,191,185,38,phylum,0.99,0.96,1.0,0.38,0.96,0.92,0.89,False
maxbin2.006, root (UID1),5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,216,199,58,phylum,0.97,0.9,0.93,0.14,0.34,0.92,0.83,False
maxbin2.007,o__Bacteroidales (UID2657),160, 492, 269, 32, 446, 14, 0,0,0, 97.09,3.70,28.57,4413,4219,110,class,0.98,0.94,0.88,0.06,0.12,0.95,0.89,False
maxbin2.008, k__Bacteria (UID203), 5449,104,58, 0, 79, 25, 0,0,0, 100.00,15.72, 0.00,2141,2062,73,phylum,0.99,0.95,0.96,0.03,0.06,0.94,0.9,False
maxbin2.009, k__Bacteria (UID203), 5449,104,58, 0, 62, 13, 22, 6,1, 100.00,32.74,25.60,2747,2520,152,phylum,0.99,0.91,0.98,0.1,0.21,0.92,0.84,False
maxbin2.010, f__Lachnospiraceae (UID1255),90, 354, 174, 40, 295, 19, 0,0,0, 86.52,1.88,21.05,2710,2650,163,genus,0.91,0.89,0.16,0.03,0.07,0.97,0.86,True
maxbin2.011,o__Clostridiales (UID1226),155, 278, 158, 7,267, 4,0,0,0, 96.84,2.22, 0.00,3498,3379,228,genus,0.83,0.81,0.68,0.29,0.93,0.96,0.78,False
