,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
10087, k__Bacteria (UID1452),924, 151, 101, 16, 135, 0,0,0, 0, 84.95,0.00, 0.00,1280,1152,13,kingdom,1.0,0.9,0.02,0.03,0.06,0.45,0.4,True
1105,p__Cyanobacteria (UID2143), 129, 472, 368,244, 224, 4,0,0, 0, 44.47,0.69,75.00,1089,1072,217,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.94,True
12222, o__Rhodospirillales (UID3754), 63, 336, 201, 63, 272, 1,0,0, 0, 84.12,0.50,100.00,1469,1425,31,order,0.87,0.84,0.04,0.32,0.95,0.6,0.51,True
13730,k__Bacteria (UID203),5449,104,58, 61,43, 0,0,0, 0, 63.10,0.00, 0.00,2722,2698,266,kingdom,1.0,0.99,0.0,0.0,0.0,0.85,0.84,True
14401, k__Bacteria (UID2570),433, 267, 178,110, 156, 1,0,0, 0, 69.75,0.56, 0.00,2533,2380,424,phylum,0.95,0.89,0.28,0.23,0.58,0.64,0.57,True
14616, k__Archaea (UID2),207, 149, 107,132,10, 7,0,0, 0,4.45,0.50, 0.00,423,109,17,kingdom,1.0,0.26,0.0,0.11,0.24,0.37,0.09,True
1517,k__Bacteria (UID2569),434, 278, 186, 5,272, 1,0,0, 0, 98.39,0.54, 0.00,2343,2206,35,order,0.92,0.87,0.01,0.38,1.33,0.56,0.49,True
15895,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,274,26,12,kingdom,1.0,0.09,0.0,0.08,0.17,0.35,0.03,True
16851,p__Euryarchaeota (UID3), 148, 188, 125, 35, 152, 1,0,0, 0, 79.07,0.80,100.00,1465,1308,51,kingdom,1.0,0.89,0.07,0.08,0.16,0.56,0.5,True
17910, k__Archaea (UID2),207, 145, 103,130,8,5,2,0, 0,4.81,0.67, 0.00,681,113,38,kingdom,1.0,0.17,0.0,0.25,0.59,0.38,0.06,True
18781,k__Bacteria (UID203),5449,103,57, 68,35, 0,0,0, 0, 43.14,0.00, 0.00,1202,957,286,phylum,0.9,0.71,0.16,0.03,0.06,0.52,0.37,True
18813,k__Bacteria (UID203),5449,104,58, 64,40, 0,0,0, 0, 60.34,0.00, 0.00,936,871,36,class,0.87,0.81,0.04,0.2,0.51,0.5,0.41,True
19164,c__Gammaproteobacteria (UID4443),356, 451, 270,167, 203, 61, 18, 2, 0, 57.05, 23.52, 3.15,1693,1606,196,class,0.85,0.81,0.8,0.37,1.25,0.63,0.51,False
