,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID2982), 88, 230, 148, 58, 172,0,0,0,0, 69.25,0.00, 0.00,2099,1941,439,genus,0.55,0.51,0.21,0.42,1.08,0.59,0.3,True
bin.10, k__Bacteria (UID203),5449,104,58, 66,34,3,1,0,0, 49.76,8.62,16.67,1110,1046,230,phylum,0.95,0.89,0.71,0.11,0.27,0.61,0.55,False
bin.102,k__Bacteria (UID203),5449,104,58, 96,8, 0,0,0,0,9.66,0.00, 0.00,840,717,170,family,0.56,0.48,0.39,0.2,0.51,0.54,0.26,True
bin.105,k__Bacteria (UID203),5449,104,58, 70,18,3,11, 2,0, 52.59, 43.10,16.67,1801,1767,222,family,0.89,0.88,0.37,0.21,0.49,0.82,0.72,True
bin.106,k__Bacteria (UID203),5449,104,58, 75,22,4,2,1,0, 43.45, 18.97, 0.00,1707,1482,369,order,0.55,0.48,0.2,0.39,1.51,0.48,0.23,True
bin.108,p__Proteobacteria (UID3214), 2231,190, 119,142,45,3,0,0,0, 30.00,2.10,33.33,839,778,207,family,0.49,0.46,0.44,0.43,1.65,0.59,0.27,True
bin.109,p__Euryarchaeota (UID3), 148, 188, 125,127,61,0,0,0,0, 31.12,0.00, 0.00,731,642,178,kingdom,1.0,0.88,0.36,0.1,0.21,0.6,0.53,True
bin.110,c__Gammaproteobacteria (UID4443),356, 451, 270,128, 304,19, 0,0,0, 67.08,2.81,10.53,1552,1475,90,class,0.9,0.85,0.11,0.14,0.33,0.55,0.47,True
bin.111,k__Bacteria (UID203),5449,104,58, 99,5, 0,0,0,0,2.35,0.00, 0.00,385,357,80,phylum,0.92,0.85,0.34,0.14,0.34,0.57,0.49,True
bin.112,root (UID1), 5656, 56,24, 55,1, 0,0,0,0,4.17,0.00, 0.00,785,738,199,family,0.68,0.64,0.15,0.69,4.88,0.59,0.38,True
bin.113,root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,345,311,79,genus,0.68,0.61,0.85,0.06,0.12,0.65,0.39,False
bin.114,root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,756,291,100,kingdom,0.99,0.38,0.0,0.0,0.0,0.44,0.17,True
bin.115,p__Euryarchaeota (UID3), 148, 188, 125, 98,85,5,0,0,0, 51.74,2.08,80.00,965,815,223,kingdom,1.0,0.84,0.13,0.12,0.27,0.52,0.44,True
bin.116,c__Gammaproteobacteria (UID4267),119, 544, 284, 85, 429,29, 1,0,0, 81.44,7.15,18.75,1549,1493,182,class,0.92,0.89,0.29,0.1,0.23,0.6,0.53,True
bin.121, k__Bacteria (UID2329),174, 149,89, 95,52,2,0,0,0, 28.62,1.69, 0.00,360,290,69,phylum,0.84,0.68,0.1,0.8,7.43,0.55,0.37,True
bin.123,c__Alphaproteobacteria (UID3305),564, 349, 230,216, 130,3,0,0,0, 41.96,1.09,33.33,837,807,147,class,0.89,0.86,0.31,0.13,0.3,0.55,0.47,True
bin.125,root (UID1), 5656, 56,24, 54,2, 0,0,0,0,8.33,0.00, 0.00,321,308,66,order,0.88,0.84,0.64,0.03,0.06,0.76,0.64,False
bin.132,p__Euryarchaeota (UID3), 148, 188, 125, 23, 164,1,0,0,0, 84.93,0.80,100.00,1630,1485,51,kingdom,1.0,0.91,0.05,0.07,0.14,0.6,0.55,True
bin.133,k__Bacteria (UID203),5449,103,57, 91,12,0,0,0,0, 19.30,0.00, 0.00,904,823,176,phylum,0.95,0.86,0.35,0.06,0.12,0.54,0.47,True
bin.135,root (UID1), 5656, 56,24, 54,2, 0,0,0,0,8.33,0.00, 0.00,223,209,59,class,0.78,0.73,0.77,0.21,0.57,0.63,0.46,False
bin.138,p__Euryarchaeota (UID3), 148, 188, 125, 65, 119,4,0,0,0, 66.04,2.80,100.00,1164,1124,204,kingdom,1.0,0.97,0.4,0.04,0.08,0.89,0.86,True
bin.14, c__Gammaproteobacteria (UID4443),356, 451, 270,208, 239,4,0,0,0, 51.12,0.86,25.00,2317,2166,435,class,0.9,0.84,0.17,0.34,1.04,0.56,0.47,True
bin.140,c__Gammaproteobacteria (UID4201),1164,275, 174,118, 135,21, 1,0,0, 57.72,8.49,20.83,1182,1124,205,class,0.88,0.84,0.23,0.19,0.46,0.56,0.46,True
bin.141,k__Bacteria (UID203),5449,104,58, 84,15,5,0,0,0, 12.08,1.49,20.00,380,352,93,phylum,0.92,0.85,0.41,0.09,0.19,0.61,0.52,True
bin.1415, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,252,88,3,kingdom,1.0,0.35,0.0,0.08,0.17,0.39,0.14,True
bin.142,k__Bacteria (UID203),5449,104,58, 89,15,0,0,0,0, 16.55,0.00, 0.00,272,254,50,genus,0.5,0.46,0.71,0.41,1.59,0.54,0.25,False
bin.143,root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,536,325,75,phylum,0.95,0.58,0.87,0.14,0.32,0.71,0.41,False
bin.144,k__Bacteria (UID203),5449,104,58, 85,16,2,1,0,0, 28.45,6.90, 0.00,392,360,60,order,0.49,0.45,0.23,0.62,3.49,0.52,0.23,True
