,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,c__Alphaproteobacteria (UID3305),564, 349, 230, 50, 298, 1,0, 0, 0, 97.39,0.14,100.00,3242,3100,50,family,0.82,0.79,0.35,0.03,0.06,0.8,0.63,True
bin.10, k__Bacteria (UID203),5449,104,58, 44,58, 2,0, 0, 0, 84.48,3.45,50.00,3118,3028,242,order,0.91,0.88,0.36,0.03,0.07,0.75,0.66,True
bin.11, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,266,141,77,phylum,0.86,0.45,0.2,0.5,1.98,0.38,0.17,True
bin.12,o__Sphingomonadales (UID3310), 26, 569, 293, 18, 545, 6,0, 0, 0, 97.32,1.19,83.33,2772,2741,190,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
bin.13,o__Rhodospirillales (UID3754), 63, 336, 201, 82, 244, 10, 0, 0, 0, 72.87,1.37,20.00,3555,3483,622,order,0.98,0.96,0.85,0.03,0.06,0.96,0.92,False
bin.14, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,29354,10965,3442,kingdom,1.0,0.37,0.0,0.05,0.11,0.44,0.16,True
bin.15, c__Gammaproteobacteria (UID4444),263, 506, 232,125, 374, 7,0, 0, 0, 83.15,1.63,14.29,2581,2559,386,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.96,True
bin.16, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,391,150,31,kingdom,1.0,0.38,0.0,0.03,0.05,0.43,0.17,True
bin.17, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,220,93,56,kingdom,1.0,0.42,0.0,0.0,0.0,0.38,0.16,True
bin.18,s__algicola (UID2847), 33, 496, 263, 36, 459, 1,0, 0, 0, 92.02,0.19, 0.00,2323,2307,93,kingdom,1.0,0.99,0.0,0.0,0.0,0.97,0.97,True
bin.19, k__Bacteria (UID203),5449,104,58, 87,17, 0,0, 0, 0, 25.86,0.00, 0.00,1337,1230,315,order,0.84,0.77,0.2,0.47,1.91,0.61,0.47,True
bin.2,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,246,97,15,kingdom,0.99,0.39,0.0,0.0,0.0,0.46,0.18,True
bin.20, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,254,91,29,kingdom,1.0,0.36,0.0,0.0,0.0,0.38,0.14,True
bin.21,o__Rhodospirillales (UID3754), 63, 336, 201,306,30, 0,0, 0, 0,5.35,0.00, 0.00,421,367,102,family,0.74,0.64,0.28,0.58,2.41,0.63,0.4,True
bin.22,k__Bacteria (UID2570),433, 267, 178, 0,267, 0,0, 0, 0, 100.00, 0.00, 0.00,2875,2748,25,family,0.92,0.88,0.09,0.02,0.05,0.85,0.75,True
bin.23,f__Rhodobacteraceae (UID3356), 67, 616, 330, 4,608, 4,0, 0, 0, 99.48,0.57, 0.00,4315,4221,108,genus,0.8,0.78,0.57,0.03,0.07,0.83,0.65,False
bin.24, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,445,437,112,genus,0.83,0.81,0.98,0.12,0.28,0.94,0.76,False
bin.25, c__Gammaproteobacteria (UID4444),263, 507, 232, 7,487, 12, 1, 0, 0, 98.35,3.27,20.00,4241,4006,233,class,0.97,0.91,0.37,0.06,0.13,0.67,0.61,True
bin.26, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,531,267,60,kingdom,1.0,0.5,0.09,0.07,0.16,0.41,0.21,True
bin.27, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,3274,1534,362,kingdom,1.0,0.47,0.38,0.15,0.34,0.51,0.24,True
bin.28, c__Alphaproteobacteria (UID3422), 26, 529, 308, 4,524, 1,0, 0, 0, 99.35,0.16, 0.00,3426,3366,12,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.92,True
bin.3,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,318,61,14,kingdom,1.0,0.19,0.0,0.34,0.82,0.4,0.08,True
bin.4,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,602,299,83,phylum,0.91,0.45,0.37,0.48,1.74,0.45,0.2,True
bin.5,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2896,1404,504,phylum,0.85,0.41,0.37,0.33,0.91,0.43,0.18,True
bin.6,k__Bacteria (UID203),5449,104,58, 43,33, 28, 0, 0, 0, 81.13, 35.97,67.86,5867,5804,945,family,0.95,0.94,0.93,0.03,0.05,0.95,0.9,False
bin.7,root (UID1), 5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,239,237,58,order,1.0,0.99,0.97,0.41,0.94,0.95,0.94,False
bin.8,k__Bacteria (UID203),5449,104,58, 70,33, 1,0, 0, 0, 48.43,1.72, 0.00,2143,2058,396,kingdom,1.0,0.96,0.0,0.0,0.0,0.89,0.85,True
bin.9,k__Bacteria (UID203),5449,104,58, 51,53, 0,0, 0, 0, 79.31,0.00, 0.00,2853,2799,326,genus,0.88,0.86,0.28,0.02,0.05,0.76,0.65,True
