Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.9999999999999999	1.0	gsa	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.11753911089196063	0.08871844771335356	0.957048264891263	0.7876096551937753	0.13956516683369727	0.13049340204927004	0.9292234698622222	0.7618807932008513	0.12775642806135803	0.0845981650502008	0.1283074951691849	0.1272966630416118	0.242680777366845	0.22282225817367826	0.2248543336970248	0.21370052727716254	0.09162783816488806	0.33476394849785407	0.4798701127400644	0.4691231742708978	0.9083721618351119	0.6652360515021459	0.9996934504561212	0.9961718302983825	gsa	0.02029668705438109	0.013267334959197415	0.027282302448771452	0.0435729586355629	Maxbin2			0.02530701691481219	0.09886932129203545	genome	NA
0.5774733099232338	0.34657432316410053	0.6796334722950456	0.7619390116875836	0.9246525874981492	0.5388068283705446	0.7630479901789133	0.7227676180832245	0.5200910931259751	0.31604935225023517	0.9232395520938111	0.5452464083338103	0.8361131208182837	0.61737478758076	0.7134051484377342	0.5372177239574625	0.4187106266429268	0.47057794876278747	0.9805572013841332	0.6417526999381512	0.5812893733570732	0.5294220512372125	0.9983839224446012	0.9977491280239923	gsa	0.006609009228833192	0.01206750758460508	0.021864650414402807	0.022413164807197416	Metabat2_200			0.0798365106032555	0.010482960716832555	genome	NA
0.5304966967665705	0.3098277144983115	0.6209279146735311	0.7077247106883859	0.9336740134969567	0.5531347869888997	0.7532244465292858	0.7118142539745488	0.49460758197383803	0.3037935816707547	0.9339103993179161	0.5565222368496365	0.8337977758828254	0.6225218771627207	0.6831898843803983	0.5157085884947605	0.4614034379368872	0.5195277827090361	0.9809264192834606	0.649697892383082	0.5385965620631128	0.48047221729096395	0.9978945545141308	0.9971193912630872	gsa	0.0061487438147525995	0.011785774292759376	0.02393986508387809	0.02503047458341575	Metabat2_500			0.0859675710351428	0.009073692119870006	genome	NA
0.5236887576962969	0.3203594528075096	0.6174194363004636	0.6949492380877108	0.9331076971597964	0.5530001412596612	0.7417465905115938	0.7044095605502906	0.489524016390512	0.3005553869245841	0.9331599977850936	0.5624177207944594	0.8264951262246175	0.6195889628149894	0.6766111307356211	0.526660533511702	0.4692933204743174	0.5048217287445811	0.9813751683706305	0.6526000285456016	0.5307066795256826	0.4951782712554189	0.9978634728995308	0.9969176222594224	gsa	0.0060388932823834	0.011779865316183566	0.02421091360507921	0.02532583648978333	Metabat2_1000			0.0873390823012988	0.008752375698243687	genome	NA
0.12898479520390313	0.10531738309198099	0.24052810550994488	0.2589245190041062	0.9088911265595387	0.5346725796961724	0.23599321784632638	0.18354242267760457	0.0924040997707949	0.0723870282529132	0.9040440641830947	0.49333180699444795	0.3746966104948677	0.27327499507076053	0.27456227257205174	0.2185436512829936	0.8381400666773595	0.8596384163551758	1.0	1.0	0.16185993332264048	0.14036158364482418	0.9901722235452012	0.992597204769448	gsa	0.007579826635880593	0.012877600841372652	0.017043207911362063	0.018209594385988792	COCACOLA			0.01626637241095521	0.01378890523920118	genome	NA
0.7461697491646054	0.41205426134737566	0.7892103322013028	0.16325125079719136	0.8283632715085787	0.44736800803756943	0.82764455684285	0.7809172866241535	0.702247213603541	0.3849581803314146	0.815818902300215	0.4406158777402553	0.8280037582130547	0.568853852565851	0.7824307312521854	0.49678263916140675	0.24833200248869336	0.4306390382790256	0.999045396711823	0.8767305770969123	0.7516679975113066	0.5693609617209744	0.9991713591069082	0.975576331393566	gsa	0.012337473941445042	0.012994120153759853	0.01572851737566672	0.01889994256617011	SolidBin-naive			0.05665145327359283	0.03653118318140051	genome	NA
0.7191065168359742	0.40610153969435064	0.7784840060188224	0.3546857141864167	0.8235155398675741	0.48370216306218755	0.7824376813363376	0.5436386529162327	0.5824725214405164	0.35129069122404266	0.8091055262244702	0.44382118939957643	0.8024512558035618	0.5119220189638005	0.7717116115443664	0.48853260455364017	0.2623785682777233	0.4567381316998469	0.999045396711823	0.8767305770969123	0.7376214317222767	0.5432618683001531	0.9991500300221047	0.9951880189634332	gsa	0.012392914278058031	0.013870620760918047	0.014410149154515122	0.01627052652830252	SolidBin-SFS-CL			0.04609883250149277	0.03686023783279071	genome	NA
0.7321847420784239	0.4108522694751302	0.7866405658291299	0.23659454470546964	0.8262519634847509	0.4613242762587165	0.8137897814920881	0.7487716773766651	0.6866218334903733	0.38336708545088355	0.8136179894635328	0.4458245091866522	0.8199735243094803	0.5709077054775391	0.776664861591681	0.49851539945799656	0.2570774032925085	0.4346696069937781	0.999045396711823	0.8767305770969123	0.7429225967074915	0.5653303930062219	0.9991649143267611	0.9839429372531174	gsa	0.012419673592417513	0.013326405510651531	0.01632960996381939	0.02010350361856394	SolidBin-CL			0.06106426099963751	0.03701959011412631	genome	NA
0.7285924448087956	0.41216873676377996	0.793390556409582	0.2704686572729758	0.8303500462191188	0.4785454006487245	0.8007040360063201	0.7506381479526165	0.6747891149071257	0.3818269385598978	0.814625103113413	0.445423845229237	0.8152576184335101	0.5844764741001343	0.765833086164396	0.44874956549498773	0.2774444213716478	0.547874678219376	0.999045396711823	0.8767305770969123	0.7225555786283522	0.4521253217806241	0.9991953344967606	0.9889744205206183	gsa	0.012456522249923893	0.013351794786330034	0.01690975647222666	0.01985968733445096	SolidBin-coalign			0.06462240925270255	0.037239587175083765	genome	NA
