,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,o__Clostridiales (UID1226),155, 278, 158,161, 116, 1,0, 0, 0, 48.04,0.63, 0.00,1550,1497,300,genus,0.86,0.83,0.29,0.3,0.8,0.79,0.66,True
bin.10, o__Clostridiales (UID1212),172, 263, 149,102, 160, 1,0, 0, 0, 58.79,0.67, 0.00,1340,1233,293,family,0.88,0.81,0.12,0.63,3.84,0.62,0.5,True
bin.100, p__Proteobacteria (UID3887),1487,256, 161,184,72, 0,0, 0, 0, 19.87,0.00, 0.00,310,303,83,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
bin.102, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,332,325,47,genus,0.78,0.76,0.3,0.81,8.15,0.87,0.66,True
bin.107, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,289,283,16,genus,0.98,0.96,0.38,0.22,0.61,0.9,0.86,True
bin.11, o__Bacteroidales (UID2654),163, 486, 266, 96, 385, 5,0, 0, 0, 85.99,1.17,60.00,2998,2906,274,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.113, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,259,249,74,phylum,1.0,0.96,1.0,0.02,0.04,0.96,0.92,False
bin.12,f__Lachnospiraceae (UID1256),33, 333, 171, 32, 289, 12, 0, 0, 0, 90.82,1.30,75.00,1943,1868,261,family,0.9,0.87,0.14,0.48,1.46,0.77,0.67,True
bin.122, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,254,248,14,family,0.98,0.96,0.47,0.18,0.45,0.97,0.93,False
bin.124, root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,252,242,28,genus,0.88,0.84,0.22,0.08,0.17,0.91,0.76,True
bin.126, root (UID1),5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,303,180,18,order,0.87,0.51,0.34,0.08,0.17,0.61,0.32,True
bin.128, root (UID1),5656, 56,24, 55,1,0,0, 0, 0,4.17,0.00, 0.00,352,345,87,genus,0.98,0.96,0.75,0.07,0.16,0.98,0.94,False
