,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,k__Bacteria (UID203),5449,103,57, 77,26,0,0,0, 0, 28.86,0.00, 0.00,1223,1196,250,genus,0.82,0.8,0.48,0.2,0.53,0.79,0.64,False
bin.10, k__Bacteria (UID203),5449,104,58, 97,7, 0,0,0, 0, 10.34,0.00, 0.00,201,190,13,kingdom,1.0,0.95,0.0,0.0,0.0,0.7,0.66,True
bin.11, k__Bacteria (UID203),5449,102,58, 80,22,0,0,0, 0, 26.44,0.00, 0.00,364,343,13,kingdom,1.0,0.94,0.0,0.0,0.0,0.72,0.68,True
bin.12, k__Bacteria (UID203),5449,102,58, 99,3, 0,0,0, 0,5.17,0.00, 0.00,173,158,6,class,0.98,0.9,0.04,0.06,0.14,0.71,0.64,True
bin.13, k__Bacteria (UID203),5449,104,58, 91,13,0,0,0, 0, 18.28,0.00, 0.00,800,742,43,class,0.96,0.89,0.19,0.06,0.13,0.72,0.64,True
bin.14, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,409,343,63,phylum,0.97,0.81,0.78,0.33,0.84,0.66,0.53,False
bin.15, k__Bacteria (UID203),5449,104,58, 89,15,0,0,0, 0, 22.41,0.00, 0.00,806,758,30,kingdom,1.0,0.94,0.0,0.0,0.0,0.79,0.74,True
bin.16,k__Bacteria (UID2372),131, 177, 106, 2,170,5,0,0, 0, 98.11,2.29, 0.00,1627,1570,100,kingdom,1.0,0.96,0.0,0.0,0.0,0.97,0.94,True
bin.17,o__Clostridiales (UID1212), 172, 261, 147, 9,251,1,0,0, 0, 96.37,0.68,100.00,1872,1796,96,family,0.94,0.9,0.12,0.07,0.14,0.77,0.7,True
bin.18, k__Bacteria (UID203),5449,102,58, 84,18,0,0,0, 0, 25.86,0.00, 0.00,393,363,46,kingdom,1.0,0.92,0.0,0.0,0.0,0.97,0.89,True
bin.19, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,134,84,31,family,0.73,0.46,0.63,0.1,0.22,0.55,0.25,False
bin.2, o__Bacteroidales (UID2657), 160, 492, 269,296, 196,0,0,0, 0, 42.73,0.00, 0.00,705,647,38,family,0.95,0.87,0.21,0.09,0.19,0.71,0.62,True
bin.20, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,660,564,129,phylum,0.96,0.82,0.83,0.33,0.79,0.66,0.54,False
bin.21, k__Bacteria (UID203),5449,102,58, 75,27,0,0,0, 0, 35.37,0.00, 0.00,502,467,31,order,0.95,0.88,0.32,0.04,0.07,0.7,0.62,True
bin.22, k__Bacteria (UID203),5449,104,58, 96,8, 0,0,0, 0, 11.21,0.00, 0.00,257,220,70,phylum,0.95,0.82,0.37,0.21,0.53,0.56,0.46,True
bin.23,o__Clostridiales (UID1226), 155, 278, 158, 33, 239,6,0,0, 0, 92.87,2.74,33.33,2202,2129,125,genus,0.84,0.82,0.09,0.22,0.6,0.77,0.63,True
bin.24, k__Bacteria (UID203),5449,104,58, 94,10,0,0,0, 0, 17.24,0.00, 0.00,307,278,7,family,0.97,0.88,0.09,0.05,0.11,0.72,0.63,True
bin.25,o__Clostridiales (UID1226), 155, 278, 158, 27, 249,2,0,0, 0, 91.33,0.95, 0.00,2264,2226,200,family,0.96,0.95,0.02,0.05,0.11,0.94,0.9,True
bin.26, f__Lachnospiraceae (UID1256), 33, 333, 171, 37, 294,2,0,0, 0, 94.35,0.68,100.00,2232,2199,142,genus,0.92,0.91,0.37,0.06,0.12,0.96,0.87,True
bin.27, k__Bacteria (UID203),5449,104,58, 92,12,0,0,0, 0, 17.24,0.00, 0.00,398,370,14,family,0.95,0.88,0.37,0.46,1.16,0.69,0.61,True
bin.28, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0, 0,3.45,0.00, 0.00,262,235,21,genus,0.74,0.67,0.21,0.03,0.07,0.7,0.47,True
bin.29, k__Bacteria (UID203),5449,104,58, 70,34,0,0,0, 0, 45.69,0.00, 0.00,1138,1124,258,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.97,True
bin.3,k__Bacteria (UID203),5449,104,58,101,3, 0,0,0, 0,5.17,0.00, 0.00,180,169,9,genus,0.88,0.82,0.11,0.08,0.18,0.77,0.63,True
bin.30, k__Bacteria (UID203),5449,103,58, 94,9, 0,0,0, 0, 13.79,0.00, 0.00,503,481,23,phylum,1.0,0.96,0.86,0.02,0.04,0.81,0.78,False
bin.31, c__Clostridia (UID1085),35, 420, 196,183, 233,4,0,0, 0, 57.59,1.35,25.00,1676,1529,44,genus,0.56,0.51,0.14,0.42,1.76,0.6,0.31,True
bin.32, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,278,237,13,kingdom,0.99,0.85,0.0,0.0,0.0,0.59,0.5,True
bin.33, k__Bacteria (UID203),5449,104,58, 70,34,0,0,0, 0, 44.48,0.00, 0.00,1953,1829,349,class,0.95,0.89,0.89,0.09,0.18,0.75,0.67,False
bin.34, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,171,165,2,kingdom,1.0,0.96,0.0,0.0,0.0,0.86,0.83,True
bin.35,o__Clostridiales (UID1226), 155, 274, 157, 14, 247,13, 0,0, 0, 92.68,6.37, 7.69,2757,2676,265,family,0.94,0.91,0.36,0.02,0.04,0.95,0.87,True
bin.36, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,164,156,4,genus,0.92,0.88,0.15,0.43,1.28,0.65,0.57,True
bin.37, k__Bacteria (UID203),5449,103,57, 86,17,0,0,0, 0, 22.81,0.00, 0.00,982,940,194,genus,0.81,0.78,0.24,0.25,0.72,0.76,0.59,True
bin.38, k__Bacteria (UID203),5449,104,58, 68,35,1,0,0, 0, 51.72,0.86, 0.00,1197,1174,201,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
bin.39, k__Bacteria (UID203),5449,104,58, 73,31,0,0,0, 0, 42.41,0.00, 0.00,863,782,144,family,0.88,0.8,0.09,0.23,0.65,0.61,0.49,True
bin.4,k__Bacteria (UID203),5449,104,58, 98,6, 0,0,0, 0,6.90,0.00, 0.00,240,190,17,phylum,1.0,0.79,0.32,0.03,0.07,0.85,0.67,True
bin.40, k__Bacteria (UID203),5449,104,58, 88,16,0,0,0, 0, 24.14,0.00, 0.00,743,712,36,kingdom,1.0,0.96,0.0,0.0,0.0,0.95,0.91,True
bin.41, k__Bacteria (UID203),5449,103,57, 47,56,0,0,0, 0, 84.21,0.00, 0.00,2040,1984,118,family,0.94,0.92,0.29,0.04,0.08,0.95,0.87,True
bin.42, o__Selenomonadales (UID1024), 64, 334, 167, 52, 278,4,0,0, 0, 91.64,1.80,25.00,1425,1359,179,order,0.94,0.9,0.29,0.04,0.09,0.78,0.7,True
bin.43, c__Gammaproteobacteria (UID4201),1164,271, 170, 53, 203,15, 0,0, 0, 92.58,5.88,33.33,1920,1718,254,phylum,0.98,0.88,0.31,0.06,0.13,0.69,0.6,True
bin.44, k__Bacteria (UID203),5449,104,58, 71,21,12, 0,0, 0, 44.14, 18.97,83.33,1488,1415,82,family,0.96,0.91,0.32,0.03,0.06,0.78,0.71,True
bin.45, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,501,474,121,order,0.95,0.9,0.38,0.03,0.06,0.68,0.61,True
bin.46, k__Bacteria (UID203),5449,104,58, 75,28,1,0,0, 0, 44.83,1.72, 0.00,1554,1479,169,phylum,0.98,0.93,0.41,0.1,0.21,0.74,0.69,True
bin.47, k__Bacteria (UID203),5449,104,58, 67,32,5,0,0, 0, 51.03,5.17,20.00,1557,1507,70,family,0.98,0.95,0.42,0.02,0.05,0.93,0.89,True
bin.48, root (UID1), 5656, 56,24, 55,1, 0,0,0, 0,4.17,0.00, 0.00,365,320,51,class,0.92,0.81,0.42,0.03,0.07,0.73,0.59,True
bin.49, o__Selenomonadales (UID1024), 64, 334, 167, 13, 317,4,0,0, 0, 98.46,1.80,25.00,1676,1599,50,order,0.96,0.91,0.11,0.09,0.21,0.74,0.68,True
