,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, k__Bacteria (UID203),5449,104,58, 99,5,0,0, 0, 0,6.90,0.00, 0.00,235,220,59,genus,0.8,0.74,0.59,0.47,2.02,0.72,0.53,False
bin.1, p__Actinobacteria (UID2112),31, 211, 124,118,92, 1,0, 0, 0, 40.44,0.40, 0.00,1246,1200,265,order,0.97,0.93,0.58,0.08,0.18,0.92,0.85,False
bin.10,f__Bifidobacteriaceae (UID1460),70, 502, 225,134, 361, 7,0, 0, 0, 74.22,1.78,57.14,1426,1391,239,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.93,True
bin.102, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,266,198,34,phylum,0.97,0.72,0.78,0.56,1.58,0.6,0.44,False
bin.107, root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,228,213,27,order,0.93,0.87,0.96,0.14,0.33,0.86,0.75,False
bin.108, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,239,216,28,class,0.94,0.85,0.87,0.04,0.08,0.86,0.74,False
bin.11,p__Proteobacteria (UID3887), 1487,255, 158, 8,242, 5,0, 0, 0, 96.20,1.37,80.00,2323,2214,150,order,0.97,0.92,0.35,0.18,0.42,0.97,0.89,True
bin.113, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,313,279,46,family,0.94,0.83,0.33,0.3,0.92,0.77,0.65,True
bin.12,k__Bacteria (UID203),5449,104,58, 97,7,0,0, 0, 0, 11.21,0.00, 0.00,1331,1041,215,family,0.63,0.5,0.51,0.46,1.5,0.76,0.38,False
bin.13, o__Clostridiales (UID1212), 172, 263, 149, 52, 208, 3,0, 0, 0, 78.91,1.40,33.33,1740,1693,251,family,0.97,0.95,0.25,0.12,0.27,0.95,0.9,True
bin.14,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,310,132,15,kingdom,0.99,0.42,0.0,0.0,0.0,0.52,0.22,True
bin.15,p__Actinobacteria (UID2112),31, 211, 124, 79, 130, 2,0, 0, 0, 60.32,0.67, 0.00,1544,1410,293,phylum,0.97,0.89,0.2,0.18,0.43,0.61,0.54,True
bin.16, k__Bacteria (UID2372),131, 177, 106, 3,170, 4,0, 0, 0, 97.17,1.35, 0.00,2288,1985,135,genus,0.72,0.62,0.18,0.39,1.29,0.64,0.4,True
bin.17,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1720,1436,296,phylum,0.97,0.81,0.65,0.07,0.14,0.66,0.54,False
bin.18,g__Prevotella (UID2724),55, 567, 296, 14, 545, 8,0, 0, 0, 95.95,1.97,12.50,2739,2575,241,family,0.96,0.91,0.39,0.06,0.12,0.91,0.83,True
bin.19,o__Selenomonadales (UID1024), 64, 334, 167, 21, 308, 5,0, 0, 0, 94.20,1.82,20.00,1492,1416,222,order,0.95,0.9,0.25,0.04,0.09,0.78,0.71,True
bin.2,k__Bacteria (UID2329),174, 149,89, 1,142, 6,0, 0, 0, 98.88,3.37,16.67,2417,2275,289,genus,0.91,0.86,0.41,0.06,0.13,0.77,0.66,True
bin.20, o__Clostridiales (UID1226), 155, 278, 158,188,90, 0,0, 0, 0, 31.21,0.00, 0.00,959,934,222,genus,0.88,0.86,0.15,0.23,0.62,0.8,0.69,True
bin.21, o__Clostridiales (UID1212), 172, 263, 149, 29, 232, 1,1, 0, 0, 86.80,1.40, 0.00,2386,2082,423,genus,0.73,0.64,0.47,0.28,0.82,0.63,0.4,False
bin.22,o__Selenomonadales (UID1024), 64, 334, 167,190, 144, 0,0, 0, 0, 40.37,0.00, 0.00,1063,1035,234,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
bin.23,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,257,231,69,genus,0.87,0.78,0.5,0.14,0.35,0.71,0.55,False
bin.24,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,397,351,74,class,0.93,0.82,0.81,0.08,0.18,0.7,0.58,False
bin.25, o__Bacteroidales (UID2657), 160, 492, 269, 15, 457, 20, 0, 0, 0, 99.10,4.01,45.00,3711,3593,100,genus,0.91,0.88,0.69,0.02,0.05,0.94,0.82,False
bin.26, o__Bacteroidales (UID2657), 160, 492, 269, 66, 422, 4,0, 0, 0, 83.68,1.49,25.00,1797,1672,235,genus,0.91,0.85,0.2,0.44,1.42,0.68,0.58,True
bin.27, o__Bacteroidales (UID2657), 160, 492, 269, 11, 472, 9,0, 0, 0, 96.28,0.99, 0.00,2210,1925,144,family,0.93,0.81,0.25,0.15,0.36,0.7,0.57,True
bin.28, o__Bacteroidales (UID2657), 160, 491, 268, 79, 403, 9,0, 0, 0, 90.64,2.18,44.44,2130,2017,195,genus,0.96,0.9,0.26,0.03,0.05,0.79,0.72,True
bin.29,p__Firmicutes (UID1022), 100, 295, 158, 20, 274, 1,0, 0, 0, 90.82,0.63,100.00,1703,1656,217,family,0.94,0.91,0.59,0.03,0.07,0.83,0.76,False
bin.3, f__Bifidobacteriaceae (UID1460),70, 502, 225, 55, 378, 67, 2, 0, 0, 86.28, 14.89,72.60,1916,1850,325,kingdom,1.0,0.97,0.0,0.0,0.0,0.93,0.9,True
bin.32, o__Bacteroidales (UID2621), 198, 427, 260, 49, 374, 4,0, 0, 0, 89.05,0.45,25.00,2416,2291,366,genus,0.87,0.83,0.31,0.18,0.43,0.74,0.61,True
bin.33, o__Bacteroidales (UID2657), 160, 492, 269, 14, 474, 4,0, 0, 0, 97.15,0.26,50.00,2222,1998,171,family,0.92,0.83,0.28,0.16,0.39,0.69,0.57,True
bin.34, p__Bacteroidetes (UID2605), 350, 316, 210, 9,307, 0,0, 0, 0, 96.19,0.00, 0.00,1852,1700,127,family,0.89,0.82,0.06,0.48,1.7,0.63,0.51,True
bin.35, k__Bacteria (UID2329),174, 149,89, 2,146, 1,0, 0, 0, 97.75,1.12, 0.00,1920,1846,73,phylum,0.99,0.95,0.22,0.05,0.1,0.72,0.69,True
bin.36,p__Actinobacteria (UID2112),31, 211, 124, 16, 195, 0,0, 0, 0, 92.34,0.00, 0.00,1693,1550,72,order,0.93,0.85,0.13,0.23,0.63,0.62,0.53,True
