Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	gsa	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.7264045643734104	0.31297200102748524	0.9502411152620258	0.7700364561544336	0.7277079974970392	0.6400794232323314	0.9606058955735909	0.7967833620208762	0.7151449755801684	0.6298513591581812	0.7352018594352416	0.3595170819419471	0.8280931591225893	0.7098863441070554	0.8335503340201385	0.488435479367602	0.03772552665558704	0.23850000000000005	0.752428220340685	0.4102774501256475	0.962274473344413	0.7615	0.9963564033589801	0.9467077759719965	gsa	0.06463336804113749	0.05934305462545896	0.010732756096050015	0.0479185152918539	Maxbin2			0.003455761602518962	0.16709889057364538	genome	NA
0.8061743592150371	0.18587207808887748	0.8445040526612656	0.9316093795989712	0.8768115927534008	0.6208760032180111	0.9557890252875682	0.937014792144847	0.7845359997637226	0.5541181752558536	0.8894193654762815	0.1937323400976111	0.9145985102793174	0.7468687803210806	0.8902662505330697	0.3206984724564264	0.10888525010334049	0.06944444444444442	0.901738942137154	0.19939484076106467	0.8911147498966595	0.9305555555555556	0.989611558160188	0.9856604954152335	gsa	0.037973623990878946	0.0351582918444882	0.02433636802367043	0.027395801304081743	Metabat2_200			0.020729058300423507	0.05767984476002629	genome	NA
0.7965482895448937	0.18448497302851272	0.8311297200158921	0.9034268056395959	0.861484418530685	0.6111234656027607	0.9453479696090042	0.929494987984466	0.7695588358910417	0.544597468716606	0.8798103145471216	0.19239660929874133	0.9014699440342486	0.737413208305832	0.8792145346465037	0.3176812001603962	0.12138043891328543	0.08927212782145577	0.9036426447552801	0.2022154982306785	0.8786195610867146	0.9107278721785442	0.9886463095249148	0.979397819228419	gsa	0.039268778639915014	0.03628227408634787	0.026520352697056104	0.030062267991376294	Metabat2_500			0.023913189643992534	0.06168147903482583	genome	NA
0.7959385449068104	0.1794502954020036	0.8338871520477871	0.8867072538784507	0.875303207842634	0.6176273416582878	0.94718164338996	0.9306518161374706	0.7457143264249567	0.5243066159433889	0.8888797481190193	0.19815052658618032	0.9098249901042167	0.7424966025232357	0.8833941906213695	0.323560552518659	0.12202407593627851	0.11859702245773407	0.9036128671371569	0.20324119185599263	0.8779759240637215	0.8814029775422659	0.9887955899046929	0.9750706401706956	gsa	0.037829885397451544	0.03572903126440687	0.026830622673630015	0.028393026137895194	Metabat2_1000			0.02447599864386011	0.057244009167372704	genome	NA
0.400698563491766	0.5487284870279989	0.2916087087101034	0.1947819992560842	0.8323862961089814	0.7094149315326399	0.662983121409195	0.5554721072139889	0.23009351556365318	0.19665698080906566	0.8481917010087693	0.35294117647058826	0.7380892752621283	0.6230757290358129	0.5430706542041216	0.42928482672463175	0.6006044129568058	0.45222831940099495	1.0	1.0	0.39939558704319417	0.547771680599005	0.9024859718350383	0.8453534240226127	gsa	0.03692005679119803	0.04159162226322428	0.05288372377591544	0.07074754264440146	COCACOLA			0.07830727073140506	0.054523623738611526	genome	NA
0.6237272408383283	0.25635756486000516	0.6121886041221041	0.5938985442301729	0.6626419861016878	0.4989618294248694	0.6459560095450424	0.5301554526989766	0.5163944833572962	0.40672012127221613	0.6956934814904767	0.27295145132288723	0.654192616102403	0.5140858853566846	0.6683393400451607	0.3735359946992345	0.35694509248894346	0.40848743480322425	0.9667899597719753	0.43263757115749524	0.6430549075110565	0.5915125651967758	0.9760584127394242	0.9248314798434912	gsa	0.04498351428153855	0.04233058108575993	0.05491838193765461	0.05911034632775416	SolidBin-naive			0.1085770322874039	0.08094066228469532	genome	NA
0.5860992175690304	0.2131004366812227	0.5836080589989865	0.5446013120405397	0.6474693466422582	0.4467751775426042	0.5803524908306839	0.4055532181316555	0.43938457459078456	0.33551144483318796	0.67333175937408	0.2719753403544824	0.6120765026198367	0.42516736965077473	0.6374188507127828	0.35116261475544863	0.39485712681137286	0.5045981129822047	0.9667899597719753	0.43263757115749524	0.6051428731886271	0.4954018870177953	0.9746950593630047	0.916221078658292	gsa	0.044530224745740726	0.04726252694005048	0.050569561615355904	0.05073851427243266	SolidBin-SFS-CL			0.09717666135483251	0.0793176366362472	genome	NA
0.614373296770598	0.2528641150783458	0.6098206733157356	0.6176710558077703	0.7131177400863858	0.5274716500837814	0.6656670800022655	0.4986675434823977	0.4763703797210577	0.38130948592569053	0.752100817395221	0.27500642178268686	0.6885759065879438	0.5126653258214569	0.6876721937658534	0.37381667308648003	0.366588890680687	0.4165481270744429	0.9667899597719753	0.43263757115749524	0.633411109319313	0.5834518729255571	0.9740482865064817	0.9297810242776393	gsa	0.03965902319831067	0.03810840308181561	0.054937960767471435	0.06118846549055791	SolidBin-CL			0.10563628366508807	0.06291352484176575	genome	NA
0.6595079272095089	0.31749293603904444	0.6485739630847848	0.781341036031034	0.7230742568866306	0.5593291170525329	0.6845412083911904	0.6066917694041631	0.5395700343602854	0.4234103664102221	0.7524621736054597	0.3767274595427691	0.7032803173529257	0.5820485304256545	0.7147214578066569	0.4976560236280076	0.3194142050415556	0.2670777988614801	0.9667899597719753	0.43263757115749524	0.6805857949584444	0.7329222011385199	0.9782191780964159	0.9497606301275224	gsa	0.03682436632035939	0.03808387363076062	0.05547639542168118	0.05745558688149168	SolidBin-coalign			0.11079469616337825	0.05424135819584077	genome	NA
