,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2329,1239,349,kingdom,1.0,0.53,0.39,0.11,0.24,0.54,0.29,True
bin.1, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2670,812,193,kingdom,0.98,0.3,0.0,0.0,0.0,0.4,0.12,True
bin.10,k__Bacteria (UID203),5449, 95,49, 95,0,0,0, 0, 0,0.00,0.00, 0.00,1255,510,125,kingdom,1.0,0.41,0.08,0.02,0.05,0.41,0.17,True
bin.103, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,291,110,43,kingdom,1.0,0.38,0.0,0.04,0.08,0.43,0.16,True
bin.104, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,838,305,72,kingdom,0.98,0.36,0.0,0.0,0.0,0.42,0.15,True
bin.107, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,401,157,51,kingdom,1.0,0.39,0.0,0.03,0.05,0.41,0.16,True
bin.108, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,456,88,30,kingdom,1.0,0.19,0.0,0.33,0.79,0.37,0.07,True
bin.11,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,738,293,99,kingdom,1.0,0.4,0.0,0.03,0.07,0.4,0.16,True
bin.110, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,805,319,112,kingdom,1.0,0.4,0.0,0.03,0.07,0.42,0.17,True
bin.113, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,410,135,47,kingdom,1.0,0.33,0.0,0.03,0.06,0.4,0.13,True
