,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.100, k__Bacteria (UID203),5449,102,58, 57,33, 12, 0,0, 0, 66.09, 19.83,16.67,1450,1411,176,order,0.92,0.9,0.17,0.08,0.17,0.66,0.59,True
bin.102, root (UID1), 5656, 56,24, 46,0,4,2,4, 0,5.21, 10.42, 5.88,1714,452,193,kingdom,1.0,0.26,0.0,0.15,0.33,0.39,0.1,True
bin.103, k__Bacteria (UID203),5449,104,58, 85,14, 4,1,0, 0, 29.31, 10.34, 0.00,251,221,43,order,0.53,0.47,0.2,0.6,3.47,0.45,0.21,True
bin.104, root (UID1), 5656, 56,24, 49,3,3,1,0, 0, 25.00, 16.67,33.33,1405,1299,286,phylum,0.93,0.86,0.26,0.06,0.12,0.52,0.44,True
bin.1053,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,286,58,16,kingdom,1.0,0.2,0.0,0.07,0.15,0.4,0.08,True
bin.106, k__Bacteria (UID203),5449,103,57, 78,24, 1,0,0, 0, 35.09,1.75, 0.00,817,783,124,class,0.92,0.88,0.42,0.17,0.39,0.56,0.5,True
bin.108, k__Bacteria (UID203),5449,104,58, 73,15, 12, 3,1, 0, 46.03, 34.48,14.81,1307,1279,195,family,0.93,0.91,0.33,0.14,0.33,0.74,0.67,True
bin.11,root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,431,197,57,kingdom,1.0,0.46,0.1,0.04,0.07,0.42,0.19,True
bin.111, k__Bacteria (UID203),5449,104,58, 80,23, 1,0,0, 0, 36.21,1.72,100.00,624,546,66,kingdom,1.0,0.88,0.03,0.02,0.05,0.44,0.39,True
bin.112, k__Bacteria (UID203),5449,102,58, 34,36, 24, 6,2, 0, 62.70, 36.13,53.70,2144,2031,345,class,0.91,0.87,0.13,0.14,0.34,0.55,0.48,True
bin.115,k__Archaea (UID2),207, 149, 107, 45,62, 37, 4,1, 0, 67.52, 27.98,41.82,1665,1604,372,kingdom,1.0,0.96,0.23,0.03,0.06,0.84,0.81,True
bin.117,k__Archaea (UID2),207, 149, 107,122,20, 7,0,0, 0, 10.53,0.50, 0.00,978,443,236,kingdom,1.0,0.45,0.0,0.12,0.26,0.38,0.17,True
bin.118,k__Archaea (UID2),207, 149, 107,133,16, 0,0,0, 0,7.68,0.00, 0.00,311,129,47,kingdom,1.0,0.41,0.0,0.15,0.34,0.45,0.19,True
bin.120,k__Bacteria (UID1453),901, 171, 117, 22, 143, 6,0,0, 0, 82.48,4.70,16.67,1975,1910,95,phylum,0.97,0.93,0.16,0.04,0.08,0.79,0.74,True
bin.122,k__Bacteria (UID2982), 88, 230, 148,107, 119, 4,0,0, 0, 59.03,2.70,50.00,1845,1725,262,family,0.69,0.64,0.15,0.51,1.76,0.57,0.36,True
bin.129, k__Bacteria (UID203),5449,104,58, 70,26, 8,0,0, 0, 50.00, 12.07,25.00,1056,1017,150,phylum,0.98,0.94,0.44,0.03,0.05,0.57,0.54,True
bin.13, k__Bacteria (UID2570),433, 274, 183, 80,84, 98, 10, 2, 0, 74.99, 53.21,17.86,2540,2323,384,phylum,0.94,0.86,0.41,0.08,0.17,0.54,0.47,True
bin.131,k__Bacteria (UID1453),901, 171, 117, 78,60, 26, 7,0, 0, 51.48, 21.79,38.30,1458,1369,303,phylum,0.97,0.91,0.31,0.05,0.11,0.61,0.56,True
bin.137,k__Bacteria (UID2495),2993,147,91, 49,65, 27, 2,4, 0, 76.02, 42.31,21.05,2930,2705,328,family,0.77,0.71,0.37,0.04,0.07,0.62,0.44,True
bin.14,k__Bacteria (UID203),5449,102,58, 87,14, 1,0,0, 0, 25.00,1.72, 0.00,889,871,188,family,0.95,0.93,0.95,0.04,0.07,0.88,0.82,False
bin.140, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,145,87,59,phylum,0.92,0.55,0.72,0.25,0.73,0.39,0.22,False
bin.144,k__Archaea (UID2),207, 149, 107,143,6,0,0,0, 0,0.43,0.00, 0.00,233,44,29,kingdom,1.0,0.19,0.0,0.16,0.37,0.45,0.09,True
bin.15,p__Euryarchaeota (UID3), 148, 188, 125, 67, 118, 3,0,0, 0, 58.82,0.58,33.33,1516,1444,280,kingdom,1.0,0.95,0.46,0.03,0.06,0.83,0.79,False
bin.16,k__Bacteria (UID203),5449,102,56, 86,16, 0,0,0, 0, 27.68,0.00, 0.00,693,687,115,genus,0.92,0.91,0.87,0.04,0.09,0.81,0.74,False
bin.17,k__Bacteria (UID203),5449,104,58, 70,20, 13, 1,0, 0, 29.42,8.65, 0.00,2824,1262,738,kingdom,1.0,0.45,0.0,0.13,0.3,0.4,0.18,True
bin.18,p__Euryarchaeota (UID3), 148, 188, 125,113,49, 24, 2,0, 0, 41.64, 19.07,56.67,920,824,206,kingdom,1.0,0.9,0.13,0.07,0.15,0.6,0.54,True
bin.188, p__Euryarchaeota (UID3), 148, 188, 125,126,61, 1,0,0, 0, 33.07,0.13,100.00,763,673,174,kingdom,1.0,0.88,0.24,0.11,0.23,0.57,0.51,True
bin.190, root (UID1), 5656, 56,24, 56,0,0,0,0, 0,0.00,0.00, 0.00,151,133,52,phylum,0.93,0.82,0.96,0.34,0.97,0.59,0.49,False
bin.196, k__Bacteria (UID203),5449,104,58, 56,30, 18, 0,0, 0, 68.28, 26.72, 5.56,1566,1395,248,phylum,0.79,0.7,0.12,0.71,3.73,0.45,0.32,True
bin.20,c__Gammaproteobacteria (UID4443),356, 451, 270,218, 220, 13, 0,0, 0, 44.92,3.69,38.46,1151,1091,130,class,0.9,0.86,0.06,0.14,0.33,0.55,0.47,True
bin.202, k__Bacteria (UID203),5449,104,58,100,4,0,0,0, 0,5.17,0.00, 0.00,274,265,61,phylum,0.98,0.95,0.7,0.05,0.11,0.72,0.68,False
bin.21,root (UID1), 5656, 56,24, 55,1,0,0,0, 0,4.17,0.00, 0.00,544,476,121,family,0.52,0.45,0.35,0.47,1.98,0.46,0.21,True
bin.215,k__Bacteria (UID2495),2993,147,91,123,24, 0,0,0, 0,3.61,0.00, 0.00,420,187,46,kingdom,1.0,0.45,0.1,0.07,0.15,0.51,0.23,True
bin.22,p__Euryarchaeota (UID3), 148, 188, 125,133,53, 2,0,0, 0, 25.07,1.20,100.00,479,461,95,kingdom,1.0,0.96,0.0,0.03,0.05,0.76,0.73,True
bin.220, k__Bacteria (UID203),5449,104,58, 70,24, 10, 0,0, 0, 48.28, 15.52,10.00,810,770,154,phylum,0.95,0.9,0.69,0.03,0.06,0.58,0.52,False
bin.23, f__Rhodobacteraceae (UID3356), 67, 615, 329,477, 138, 0,0,0, 0, 23.55,0.00, 0.00,944,926,204,genus,0.74,0.72,0.3,0.35,1.01,0.79,0.58,True
bin.234, k__Bacteria (UID203),5449,104,58, 89,15, 0,0,0, 0, 17.87,0.00, 0.00,450,416,117,phylum,0.92,0.85,0.19,0.28,0.81,0.56,0.48,True
bin.241,k__Bacteria (UID1453),901, 171, 117, 13, 149, 9,0,0, 0, 89.32,3.05, 0.00,2392,2309,282,phylum,0.96,0.92,0.23,0.08,0.17,0.86,0.79,True
bin.249, p__Euryarchaeota (UID3), 148, 188, 125,126,56, 6,0,0, 0, 29.92,4.80,33.33,724,667,155,kingdom,1.0,0.92,0.22,0.08,0.17,0.7,0.65,True
bin.25,k__Bacteria (UID203),5449,104,58, 87,16, 1,0,0, 0, 25.00,1.72, 0.00,863,847,136,genus,0.41,0.4,0.28,0.61,3.63,0.7,0.28,True
bin.268, k__Bacteria (UID203),5449,104,58,101,3,0,0,0, 0,5.17,0.00, 0.00,442,380,104,family,0.67,0.57,0.43,0.26,0.8,0.56,0.32,True
bin.273, k__Bacteria (UID203),5449,104,58, 93,10, 1,0,0, 0, 15.52,1.72, 0.00,540,510,109,class,0.87,0.82,0.28,0.23,0.66,0.51,0.42,True
bin.28, f__Rhodobacteraceae (UID3356), 67, 617, 330,291, 205, 79, 37, 5, 0, 57.20, 31.01,21.82,1811,1785,268,kingdom,1.0,0.99,0.0,0.0,0.0,0.86,0.84,True
bin.29,k__Bacteria (UID203),5449,104,58, 82,21, 1,0,0, 0, 31.90,1.72, 0.00,1082,999,151,family,0.74,0.68,0.34,0.03,0.06,0.63,0.43,True
bin.293,k__Bacteria (UID1453),901, 171, 117,116,50, 5,0,0, 0, 14.53,1.44,100.00,261,244,30,order,0.52,0.48,0.18,0.37,1.31,0.54,0.26,True
bin.3, k__Bacteria (UID203),5449,104,58, 64,40, 0,0,0, 0, 56.50,0.00, 0.00,953,894,170,phylum,0.97,0.91,0.26,0.03,0.06,0.58,0.53,True
bin.30,k__Bacteria (UID203),5449,104,58, 99,5,0,0,0, 0,8.62,0.00, 0.00,534,502,82,phylum,0.82,0.77,0.38,0.25,0.67,0.65,0.5,True
