,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,210,181,23,phylum,0.99,0.85,1.0,0.16,0.37,0.83,0.71,False
maxbin2.002, g__Prevotella (UID2724),55, 567, 296,350, 216, 1,0,0,0, 31.26,0.06,100.00,717,697,70,family,0.98,0.96,0.34,0.06,0.12,0.93,0.89,True
maxbin2.003, k__Bacteria (UID203),5449,104,58, 81,23, 0,0,0,0, 32.76,0.00, 0.00,609,576,64,family,0.99,0.94,0.26,0.03,0.06,0.94,0.88,True
maxbin2.004, g__Prevotella (UID2724),55, 567, 296,464, 103, 0,0,0,0,9.42,0.00, 0.00,297,273,28,family,0.96,0.89,0.33,0.19,0.48,0.88,0.78,True
maxbin2.005, k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.90,0.00, 0.00,472,435,54,family,0.95,0.88,0.49,0.06,0.12,0.92,0.8,False
maxbin2.006, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,163,98,17,phylum,0.96,0.58,0.81,0.46,1.41,0.58,0.33,False
maxbin2.007, root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,416,367,66,class,0.96,0.85,0.97,0.16,0.37,0.83,0.7,False
maxbin2.008, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,684,597,131,phylum,0.98,0.86,0.58,0.06,0.14,0.74,0.63,False
maxbin2.009, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,672,503,132,order,0.85,0.64,0.59,0.06,0.13,0.72,0.46,False
maxbin2.010, k__Bacteria (UID203),5449,104,58,100,4,0,0,0,0,6.90,0.00, 0.00,961,782,215,phylum,0.99,0.81,0.89,0.2,0.52,0.73,0.59,False
maxbin2.011, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,1237,883,206,phylum,0.95,0.68,0.61,0.2,0.51,0.63,0.43,False
maxbin2.012, p__Proteobacteria (UID3887), 1487,255, 158, 67, 187, 1,0,0,0, 67.09,0.11, 0.00,1413,1306,96,phylum,0.99,0.92,0.93,0.06,0.14,0.95,0.87,False
maxbin2.013, k__Bacteria (UID203),5449,104,58, 86,18, 0,0,0,0, 28.45,0.00, 0.00,1832,1628,233,phylum,1.0,0.88,0.94,0.41,1.08,0.85,0.76,False
maxbin2.014, k__Bacteria (UID203),5449,104,58,101,3,0,0,0,0,3.45,0.00, 0.00,937,737,152,phylum,0.97,0.76,0.88,0.41,0.94,0.67,0.51,False
maxbin2.015, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,424,235,27,phylum,0.91,0.5,0.6,0.16,0.38,0.52,0.26,False
maxbin2.016,g__Lactobacillus (UID377), 91, 430, 154, 79, 349, 2,0,0,0, 74.76,0.45, 0.00,2015,1780,112,class,0.95,0.84,0.98,0.06,0.12,0.9,0.75,False
maxbin2.017,k__Bacteria (UID2372),131, 177, 106, 4,166, 6,1,0,0, 97.17,1.89,44.44,2242,1963,128,phylum,0.98,0.86,0.89,0.04,0.08,0.61,0.52,False
maxbin2.018, o__Selenomonadales (UID1024), 64, 334, 167, 45, 286, 3,0,0,0, 96.56,1.40,33.33,1729,1616,117,order,0.94,0.88,0.25,0.11,0.26,0.74,0.65,True
maxbin2.019, k__Bacteria (UID203),5449,104,58, 4, 61, 39, 0,0,0, 93.10, 22.10, 0.00,3866,3376,422,order,0.93,0.81,0.96,0.1,0.22,0.75,0.61,False
maxbin2.020,k__Bacteria (UID2329),174, 149,89, 57,78, 14, 0,0,0, 76.97, 11.80,21.43,2171,1897,209,phylum,0.98,0.86,0.73,0.2,0.47,0.74,0.64,False
maxbin2.021,o__Bacteroidales (UID2657), 160, 492, 269,158, 303, 31, 0,0,0, 71.56,6.51, 9.68,2032,1826,163,phylum,0.99,0.89,0.82,0.05,0.11,0.73,0.64,False
maxbin2.022,o__Clostridiales (UID1120), 304, 250, 143,165,75, 9,1,0,0, 19.35,2.14,16.67,325,306,65,phylum,0.98,0.93,0.97,0.17,0.38,0.9,0.84,False
