,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.10223, k__Bacteria (UID203),5449,102,56, 82,20, 0,0, 0, 0, 27.38,0.00, 0.00,976,950,125,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.10267, k__Bacteria (UID203),5449,103,58, 74,29, 0,0, 0, 0, 43.97,0.00, 0.00,696,667,66,family,0.93,0.89,0.16,0.48,2.11,0.64,0.57,True
bin.11906,p__Bacteroidetes (UID2605), 350, 316, 210,135, 181, 0,0, 0, 0, 52.87,0.00, 0.00,897,852,58,family,0.93,0.88,0.04,0.49,1.73,0.64,0.56,True
bin.12024,o__Clostridiales (UID1226), 155, 278, 158,158, 118, 2,0, 0, 0, 50.32,1.27,100.00,1191,1178,55,family,0.96,0.95,0.13,0.04,0.08,0.83,0.79,True
bin.12553, k__Bacteria (UID203),5449,104,58, 59,31, 14, 0, 0, 0, 65.86, 22.41,92.86,1849,1781,43,genus,0.96,0.92,0.01,0.03,0.07,0.79,0.72,True
bin.12769, o__Lactobacillales (UID355), 490, 336, 184, 35, 301, 0,0, 0, 0, 85.60,0.00, 0.00,1330,1292,67,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
bin.12982, k__Bacteria (UID203),5449,104,58, 89,15, 0,0, 0, 0, 22.41,0.00, 0.00,279,261,6,kingdom,1.0,0.94,0.0,0.0,0.0,0.7,0.66,True
bin.13127, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,263,51,9,kingdom,1.0,0.19,0.0,0.08,0.17,0.35,0.07,True
bin.14308, k__Bacteria (UID203),5449,103,58, 74,29, 0,0, 0, 0, 44.83,0.00, 0.00,1027,997,76,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.14400, k__Bacteria (UID203),5449,104,58, 57,42, 3,2, 0, 0, 72.41,8.62,55.56,2076,2020,44,kingdom,1.0,0.97,0.0,0.0,0.0,0.92,0.89,True
bin.14660, k__Bacteria (UID203),5449,103,57, 82,21, 0,0, 0, 0, 26.28,0.00, 0.00,671,666,40,family,0.97,0.96,0.04,0.07,0.16,0.77,0.74,True
bin.14892, k__Bacteria (UID203),5449,104,58, 82,15, 7,0, 0, 0, 31.03,9.48,71.43,983,948,39,genus,0.95,0.91,0.14,0.07,0.15,0.78,0.71,True
bin.1534,g__Prevotella (UID2724),55, 567, 296, 71, 466, 30, 0, 0, 0, 95.02,5.79,10.00,2332,2186,245,genus,0.95,0.89,0.48,0.05,0.11,0.93,0.82,False
bin.15633, k__Bacteria (UID203),5449,104,58, 90,12, 2,0, 0, 0, 22.41,2.59,50.00,748,727,31,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.91,True
bin.15832, k__Bacteria (UID203),5449,104,58, 90,14, 0,0, 0, 0, 22.41,0.00, 0.00,412,382,14,family,0.95,0.88,0.14,0.24,0.58,0.68,0.59,True
bin.16261, k__Bacteria (UID203),5449,104,58, 94,10, 0,0, 0, 0, 12.07,0.00, 0.00,184,168,6,genus,0.96,0.88,0.28,0.22,0.63,0.71,0.63,True
bin.16495, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,711,496,70,phylum,0.97,0.67,0.61,0.11,0.25,0.66,0.45,False
bin.2127, k__Bacteria (UID2372),131, 177, 106, 35, 134, 8,0, 0, 0, 92.45,2.56,37.50,2033,1773,64,order,0.93,0.81,0.11,0.26,0.69,0.6,0.49,True
bin.2501, k__Bacteria (UID2372),131, 177, 106, 13, 159, 4,1, 0, 0, 92.05,1.62,14.29,2332,2157,113,genus,0.79,0.73,0.19,0.1,0.22,0.76,0.55,True
bin.2693, o__Clostridiales (UID1212), 172, 261, 147, 7,253, 1,0, 0, 0, 96.60,0.68, 0.00,1843,1775,111,family,0.95,0.91,0.13,0.07,0.15,0.77,0.7,True
bin.2931,o__Selenomonadales (UID1024), 64, 334, 167, 10, 320, 4,0, 0, 0, 97.46,1.70,25.00,1632,1564,70,family,0.92,0.88,0.25,0.05,0.11,0.75,0.66,True
bin.3101, k__Bacteria (UID2329),174, 149,89, 16, 128, 5,0, 0, 0, 95.51,4.49, 0.00,1768,1714,52,genus,0.94,0.91,0.14,0.03,0.07,0.74,0.67,True
bin.3522,k__Bacteria (UID203),5449,104,58, 76,28, 0,0, 0, 0, 43.10,0.00, 0.00,1167,1077,55,genus,0.91,0.84,0.08,0.28,0.83,0.71,0.59,True
bin.3759,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,341,111,2,kingdom,1.0,0.33,0.0,0.05,0.09,0.38,0.12,True
bin.380, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,570,180,39,kingdom,1.0,0.32,0.0,0.03,0.07,0.39,0.12,True
bin.4816, o__Bacteroidales (UID2657), 160, 491, 268, 58, 428, 4,1, 0, 0, 91.88,1.59,71.43,2054,1964,101,family,0.96,0.92,0.08,0.02,0.05,0.8,0.74,True
bin.4914, k__Bacteria (UID2372),131, 177, 106, 37, 137, 3,0, 0, 0, 91.64,2.83, 0.00,1908,1664,126,class,0.96,0.84,0.16,0.2,0.51,0.61,0.51,True
bin.4919, k__Bacteria (UID2372),131, 177, 106, 49, 126, 2,0, 0, 0, 83.56,1.89,50.00,1573,1431,115,class,0.97,0.88,0.12,0.24,0.64,0.6,0.53,True
bin.4947, o__Bacteroidales (UID2617), 213, 406, 265,188, 215, 3,0, 0, 0, 56.36,0.57, 0.00,1116,1052,44,genus,0.85,0.8,0.07,0.21,0.55,0.65,0.52,True
bin.541, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,402,63,4,kingdom,1.0,0.16,0.0,0.03,0.07,0.4,0.06,True
bin.5613,k__Bacteria (UID203),5449,104,58, 82,22, 0,0, 0, 0, 25.86,0.00, 0.00,1090,993,80,genus,0.5,0.46,0.24,0.45,1.98,0.6,0.28,True
bin.5742, k__Bacteria (UID2328),3167,126,75, 25, 100, 1,0, 0, 0, 87.11,0.11, 0.00,1279,1043,110,phylum,0.96,0.79,0.18,0.18,0.46,0.52,0.41,True
bin.5959,root (UID1), 5656, 56,24, 0, 0,56, 0, 0, 0, 100.00,100.00, 41.07,3486,3415,64,kingdom,1.0,0.98,0.0,0.0,0.0,0.94,0.93,True
bin.6469,k__Bacteria (UID203),5449,104,58, 55,49, 0,0, 0, 0, 72.41,0.00, 0.00,1566,1422,54,family,0.95,0.86,0.14,0.08,0.18,0.71,0.61,True
bin.7389, k__Bacteria (UID2372),131, 177, 106, 66, 111, 0,0, 0, 0, 72.64,0.00, 0.00,1786,1568,144,order,0.96,0.84,0.21,0.23,0.62,0.64,0.54,True
bin.7399,f__Bifidobacteriaceae (UID1460),70, 502, 225,177, 306, 18, 1, 0, 0, 69.28,4.29,33.33,1281,1247,198,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.92,True
bin.7591,c__Gammaproteobacteria (UID4201),1164,271, 170, 50, 221, 0,0, 0, 0, 92.10,0.00, 0.00,1900,1688,148,class,0.94,0.84,0.25,0.05,0.1,0.69,0.58,True
bin.7594,k__Bacteria (UID203),5449,104,58, 74,30, 0,0, 0, 0, 46.55,0.00, 0.00,1217,1173,30,genus,0.96,0.92,0.2,0.03,0.07,0.82,0.75,True
bin.7733,k__Bacteria (UID203),5449,104,58, 53,13, 37, 1, 0, 0, 70.69, 59.48,92.50,2775,2610,203,class,0.95,0.89,0.34,0.03,0.06,0.75,0.67,True
bin.7835,k__Bacteria (UID203),5449,104,58, 56,48, 0,0, 0, 0, 70.17,0.00, 0.00,1548,1489,50,kingdom,1.0,0.96,0.0,0.0,0.0,0.87,0.84,True
bin.7856,p__Firmicutes (UID1022), 100, 295, 158,101, 192, 2,0, 0, 0, 77.22,0.84,100.00,1402,1360,79,order,0.95,0.92,0.27,0.04,0.08,0.82,0.76,True
bin.7958,p__Proteobacteria (UID3887), 1487,255, 158, 39, 215, 1,0, 0, 0, 91.14,0.11, 0.00,1776,1725,62,class,1.0,0.97,0.18,0.13,0.28,0.97,0.94,True
bin.8059,k__Bacteria (UID203),5449,104,58, 82,22, 0,0, 0, 0, 32.76,0.00, 0.00,412,379,30,phylum,0.97,0.89,0.5,0.04,0.07,0.61,0.54,False
bin.8497, o__Clostridiales (UID1226), 155, 278, 158, 63, 215, 0,0, 0, 0, 77.64,0.00, 0.00,1866,1819,61,genus,0.85,0.83,0.05,0.21,0.55,0.77,0.64,True
bin.8800,c__Bacilli (UID285), 586, 325, 181, 54, 264, 7,0, 0, 0, 80.80,3.13,14.29,1986,1833,75,class,0.99,0.91,0.25,0.13,0.3,0.74,0.68,True
bin.8914, k__Bacteria (UID2329),174, 149,89, 33, 116, 0,0, 0, 0, 70.56,0.00, 0.00,699,602,77,family,0.8,0.69,0.13,0.58,2.34,0.52,0.36,True
bin.9804,k__Bacteria (UID203),5449,104,58, 63,41, 0,0, 0, 0, 60.34,0.00, 0.00,1997,1932,50,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
