,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, p__Euryarchaeota (UID3), 148, 188, 125, 23, 164, 1,0, 0, 0, 84.00,0.80,100.00,1777,1595,177,phylum,0.95,0.85,0.71,0.04,0.09,0.64,0.55,False
bin.1, k__Bacteria (UID203),5449,104,58, 88,16, 0,0, 0, 0, 21.55,0.00, 0.00,522,492,141,family,0.8,0.76,0.06,0.66,3.46,0.56,0.42,True
bin.10,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,2139,968,255,kingdom,1.0,0.45,0.13,0.03,0.06,0.41,0.19,True
bin.100, k__Bacteria (UID203),5449,104,58, 96,7,1,0, 0, 0, 13.79,1.72, 0.00,310,281,80,class,0.91,0.83,0.38,0.13,0.31,0.58,0.48,True
bin.101,k__Bacteria (UID3060),138, 338, 246,206, 127, 5,0, 0, 0, 42.64,1.63,40.00,610,542,116,genus,0.55,0.49,0.4,0.18,0.46,0.52,0.25,True
bin.102,k__Bacteria (UID2495),2993,147,91, 60,85, 2,0, 0, 0, 61.23,1.16,50.00,838,823,128,kingdom,1.0,0.98,0.0,0.0,0.0,0.74,0.73,True
bin.105, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,403,378,97,family,0.8,0.75,0.75,0.13,0.3,0.79,0.59,False
bin.107, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,528,232,72,kingdom,0.98,0.43,0.0,0.0,0.0,0.41,0.18,True
bin.108,k__Bacteria (UID1453),901, 171, 117, 89,79, 3,0, 0, 0, 48.27,2.14,33.33,767,682,125,kingdom,1.0,0.89,0.32,0.04,0.09,0.47,0.42,True
bin.11,k__Bacteria (UID203),5449,104,58, 77,26, 1,0, 0, 0, 36.21,0.86, 0.00,780,750,155,class,0.93,0.9,0.32,0.21,0.49,0.55,0.5,True
bin.111,k__Archaea (UID2),207, 149, 107,122,27, 0,0, 0, 0, 15.92,0.00, 0.00,451,392,111,kingdom,1.0,0.87,0.07,0.09,0.19,0.56,0.49,True
bin.114, k__Bacteria (UID203),5449,104,58, 91,12, 1,0, 0, 0, 22.41,1.72, 0.00,597,571,146,phylum,0.94,0.9,0.52,0.03,0.05,0.6,0.54,False
bin.115, c__Gammaproteobacteria (UID4201),1164,275, 174,144, 125, 6,0, 0, 0, 43.72,2.35,50.00,820,817,146,order,0.99,0.99,0.15,0.04,0.08,0.95,0.94,True
bin.116, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,737,325,82,kingdom,1.0,0.44,0.0,0.03,0.06,0.42,0.19,True
bin.117, k__Bacteria (UID203),5449,102,58, 80,22, 0,0, 0, 0, 19.36,0.00, 0.00,411,388,94,phylum,0.97,0.92,0.54,0.09,0.2,0.61,0.56,False
