,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,p__Euryarchaeota (UID3), 148, 188, 125, 66, 121, 1,0,0,0, 62.16,0.16,100.00,1022,950,39,kingdom,1.0,0.93,0.04,0.06,0.14,0.63,0.59,True
bin.10, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,236,211,49,family,0.48,0.43,0.72,0.37,1.3,0.59,0.25,False
bin.11, k__Bacteria (UID203),5449,104,58, 99,5,0,0,0,0,5.17,0.00, 0.00,275,247,57,genus,0.5,0.45,0.33,0.59,3.11,0.62,0.28,True
bin.12,k__Bacteria (UID1453),901, 171, 117,112,52, 7,0,0,0, 18.42,1.09, 0.00,271,246,30,phylum,0.87,0.79,0.22,0.49,1.92,0.52,0.41,True
bin.13,k__Archaea (UID2),207, 149, 107,135,14, 0,0,0,0,5.97,0.00, 0.00,228,83,6,kingdom,1.0,0.36,0.0,0.19,0.45,0.44,0.16,True
bin.14, k__Bacteria (UID203),5449,104,58, 85,19, 0,0,0,0, 25.86,0.00, 0.00,571,536,78,family,0.75,0.7,0.61,0.05,0.1,0.62,0.44,False
bin.15, root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,1079,1023,190,family,0.77,0.73,0.33,0.59,3.12,0.64,0.46,True
bin.16, k__Bacteria (UID203),5449,102,58, 44,38, 7,8,3,2, 62.15, 16.35, 6.33,1380,1309,231,kingdom,1.0,0.95,0.95,0.03,0.06,0.56,0.54,False
bin.17, k__Bacteria (UID203),5449,104,58, 99,5,0,0,0,0,6.90,0.00, 0.00,332,317,49,family,0.86,0.83,0.4,0.03,0.05,0.78,0.65,True
bin.18,k__Archaea (UID2),207, 149, 107,102,44, 2,1,0,0, 29.49,2.34, 0.00,1956,808,543,kingdom,1.0,0.41,0.12,0.12,0.26,0.42,0.17,True
bin.19, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,239,233,44,phylum,0.94,0.91,1.0,0.03,0.07,0.67,0.61,False
bin.2,k__Bacteria (UID203),5449,104,58, 95,9,0,0,0,0,9.48,0.00, 0.00,234,217,20,phylum,0.97,0.9,0.36,0.06,0.13,0.6,0.54,True
bin.20, p__Euryarchaeota (UID3), 148, 188, 125, 47, 141, 0,0,0,0, 81.20,0.00, 0.00,1506,1382,73,phylum,0.96,0.88,0.08,0.02,0.05,0.61,0.54,True
bin.21, k__Bacteria (UID203),5449,104,58, 64,39, 1,0,0,0, 52.59,1.72, 0.00,1721,1646,298,class,0.92,0.88,0.23,0.21,0.54,0.56,0.49,True
bin.22, root (UID1), 5656, 56,24, 53,3,0,0,0,0, 12.50,0.00, 0.00,372,353,61,genus,0.42,0.4,0.11,0.65,4.0,0.59,0.24,True
bin.23,k__Archaea (UID2),207, 149, 107, 42,55, 30, 17, 3,2, 69.87, 41.50, 0.00,7637,3260,571,kingdom,1.0,0.43,0.0,0.11,0.24,0.4,0.17,True
bin.24, k__Bacteria (UID203),5449,104,58, 0, 1,0,2,4,97,100.00, 1374.13,0.88,32822,30377,5710,genus,0.45,0.42,0.81,0.74,4.58,0.67,0.28,False
bin.25, k__Bacteria (UID203),5449,104,58, 99,5,0,0,0,0,2.76,0.00, 0.00,333,312,70,family,0.71,0.67,0.31,0.52,2.38,0.63,0.42,True
bin.26, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,282,275,58,order,0.67,0.66,0.13,0.67,5.04,0.56,0.37,True
bin.27, k__Bacteria (UID203),5449,103,58, 80,16, 6,1,0,0, 26.03, 10.69,11.11,343,322,68,family,0.64,0.6,0.83,0.42,1.11,0.72,0.43,False
bin.28, p__Euryarchaeota (UID3), 148, 188, 125, 65, 116, 7,0,0,0, 70.47,4.80,42.86,1416,1306,133,kingdom,1.0,0.92,0.2,0.05,0.11,0.63,0.58,True
bin.29, root (UID1), 5656, 56,24, 56,0,0,0,0,0,0.00,0.00, 0.00,188,176,9,genus,0.6,0.56,0.37,0.76,6.15,0.8,0.45,True
bin.3,k__Bacteria (UID203),5449,104,58, 89,15, 0,0,0,0, 25.86,0.00, 0.00,833,742,122,genus,0.62,0.55,0.46,0.04,0.08,0.57,0.31,False
bin.30, c__Alphaproteobacteria (UID3305),564, 349, 230, 53, 294, 2,0,0,0, 92.11,0.87, 0.00,1995,1884,81,class,0.94,0.89,0.11,0.15,0.37,0.57,0.51,True
bin.31, k__Bacteria (UID203),5449,104,58, 1, 35, 27, 20, 13, 8, 98.28, 187.46,4.10,5366,4988,880,phylum,0.94,0.87,0.79,0.35,1.0,0.56,0.49,False
bin.32, k__Bacteria (UID203),5449,104,58, 6, 27, 38, 27, 4,2, 89.66, 66.46, 3.68,2402,2276,258,phylum,0.94,0.89,0.34,0.05,0.1,0.55,0.49,True
bin.33, k__Bacteria (UID203),5449,104,58, 82,15, 7,0,0,0, 32.76,9.48,57.14,670,663,116,kingdom,1.0,0.99,0.0,0.0,0.0,0.91,0.9,True
bin.34, root (UID1), 5656, 56,24, 53,3,0,0,0,0, 12.50,0.00, 0.00,413,398,74,genus,0.51,0.49,0.53,0.19,0.44,0.63,0.31,False
bin.35, k__Bacteria (UID203),5449,104,58, 92,8,4,0,0,0,8.15,0.63, 0.00,411,384,83,kingdom,1.0,0.93,0.66,0.04,0.08,0.54,0.51,False
