sample_id	Bin ID	Most abundant genome	Purity (bp)	Completeness (bp)	Bin size (bp)	True positives (bp)	True size of most abundant genome (bp)	Purity (seq)	Completeness (seq)	Bin size (seq)	True positives (seq)	True size of most abundant genome (seq)
gsa	metabat2_low_1000/bin.31.fa	evo_1286_AP.026	1.0	0.9961251198247989	3198496	3198496	3210938	1.0	0.7058823529411765	12	12	17
gsa	metabat2_low_1000/bin.34.fa	evo_1286_AP.033	1.0	0.9959896720498154	3085577	3085577	3098001	1.0	0.7058823529411765	12	12	17
gsa	metabat2_low_1000/bin.22.fa	evo_1049056.013	0.4305360603497772	0.995806645982488	8130204	3500346	3515086	0.37037037037037035	0.7692307692307693	54	20	26
gsa	metabat2_low_1000/bin.16.fa	evo_1049056.011	1.0	0.9955863992530417	3339599	3339599	3354404	1.0	0.7692307692307693	20	20	26
gsa	metabat2_low_1000/bin.4.fa	1052944	0.3423006215207548	0.9849582047067313	14928705	5110105	5188144	0.39344262295081966	0.7741935483870968	183	72	93
gsa	metabat2_low_1000/bin.29.fa	evo_1035930.032	1.0	0.9833774251785862	2256685	2256685	2294831	1.0	0.8793103448275862	51	51	58
gsa	metabat2_low_1000/bin.11.fa	evo_1286_AP.008	0.9480626574159041	0.9757648937597483	3482812	3301924	3383934	0.75	0.6666666666666666	16	12	18
gsa	metabat2_low_1000/bin.18.fa	evo_1035930.029	1.0	0.9749437219387015	2351691	2351691	2412130	1.0	0.864406779661017	51	51	59
gsa	metabat2_low_1000/bin.7.fa	1035930	0.8770295214690585	0.9723628953131286	2436227	2136643	2197372	0.9285714285714286	0.8666666666666667	56	52	60
gsa	metabat2_low_1000/bin.10.fa	1286_AP	1.0	0.9720536802211747	2891884	2891884	2975025	1.0	0.6666666666666666	12	12	18
gsa	metabat2_low_1000/bin.20.fa	evo_1286_AP.037	0.9770481242194698	0.9602596979661793	3029992	2960448	3082966	0.9	0.5294117647058824	10	9	17
gsa	metabat2_low_1000/bin.5.fa	evo_1049056.031	0.9915574362023087	0.9239941685520714	3145490	3118934	3375491	0.7	0.6	30	21	35
gsa	metabat2_low_1000/bin.8.fa	evo_1035930.011	1.0	0.8341101529991225	1885863	1885863	2260928	1.0	0.75	42	42	56
gsa	metabat2_low_1000/bin.23.fa	evo_1049056.015	1.0	0.5775086004446052	1943451	1943451	3365233	1.0	0.3076923076923077	8	8	26
gsa	metabat2_low_1000/bin.2.fa	evo_1049056.031		0.06372050762392789	313797	215088	3375491		0.02857142857142857	33	1	35
