,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, c__Gammaproteobacteria (UID4761), 52, 693, 297, 1,685,5,1,1, 0, 99.66,1.80, 0.00,3575,2906,221,genus,0.83,0.68,1.0,0.05,0.1,0.95,0.64,False
maxbin2.002, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,9199,4055,1660,kingdom,1.0,0.44,0.48,0.1,0.23,0.52,0.23,False
maxbin2.003, c__Gammaproteobacteria (UID4443),356, 448, 269, 9,434,4,1,0, 0, 97.46,0.99,85.71,3368,3259,309,genus,0.86,0.84,0.29,0.05,0.12,0.76,0.63,True
maxbin2.004, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,14286,5975,2551,kingdom,1.0,0.42,0.25,0.03,0.05,0.49,0.2,True
maxbin2.005, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,24330,9371,3677,kingdom,1.0,0.39,0.0,0.08,0.17,0.48,0.19,True
maxbin2.006,o__Sphingomonadales (UID3310), 26, 569, 293,238, 229,99, 3,0, 0, 59.93, 18.03,19.44,2472,2411,194,genus,0.92,0.9,0.84,0.41,0.93,0.97,0.87,False
maxbin2.007,o__Sphingomonadales (UID3310), 26, 569, 293,167, 220, 165, 17, 0, 0, 76.44, 37.62,14.35,3359,3273,314,genus,0.96,0.94,0.96,0.41,0.94,0.97,0.91,False
maxbin2.008, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,538,234,65,phylum,0.92,0.4,0.54,0.16,0.39,0.67,0.27,False
maxbin2.009, c__Alphaproteobacteria (UID3422), 26, 529, 308, 66, 435,28, 0,0, 0, 87.72,5.63,32.14,3437,3332,301,genus,0.89,0.86,0.99,0.04,0.08,0.96,0.82,False
maxbin2.010, k__Bacteria (UID203),5449,104,58, 35,34,34, 1,0, 0, 50.24, 17.40,45.95,2053,1897,330,order,0.94,0.87,0.97,0.13,0.3,0.88,0.76,False
maxbin2.011, k__Bacteria (UID203),5449,104,58, 63,25,16, 0,0, 0, 15.20,9.72,18.75,689,616,126,genus,0.56,0.5,0.94,0.54,2.35,0.89,0.44,False
maxbin2.012,f__Rhodobacteraceae (UID3360), 56, 582, 313,535,47,0,0,0, 0,5.20,0.00, 0.00,759,660,99,genus,0.57,0.49,0.96,0.4,1.1,0.91,0.45,False
maxbin2.013,o__Sphingomonadales (UID3310), 26, 569, 293,147, 274, 133, 13, 2, 0, 74.21, 27.93, 5.43,4399,4271,1167,order,0.98,0.95,0.95,0.5,1.09,0.86,0.82,False
maxbin2.014, k__Bacteria (UID203),5449,104,58, 54,46,3,1,0, 0, 72.76,7.76, 0.00,3764,3682,774,family,0.9,0.88,0.99,0.08,0.16,0.97,0.85,False
maxbin2.015,o__Rhodospirillales (UID3754), 63, 336, 201, 63, 256,17, 0,0, 0, 91.29,5.97,17.65,4664,4501,960,order,0.96,0.93,0.86,0.02,0.05,0.97,0.9,False
maxbin2.016, k__Bacteria (UID203),5449,104,58, 89,12,3,0,0, 0, 22.41,3.45, 0.00,1387,1336,489,genus,0.84,0.81,1.0,0.62,2.42,0.93,0.75,False
maxbin2.017,k__Bacteria (UID2570),433, 267, 178, 0,206,45, 7,1, 8, 100.00,76.77, 2.05,41434,16259,6840,kingdom,1.0,0.39,0.0,0.04,0.09,0.54,0.21,True
maxbin2.018, k__Bacteria (UID203),5449,104,58, 30,48,23, 3,0, 0, 79.91, 30.59, 6.25,26047,11892,5636,phylum,0.92,0.42,0.4,0.21,0.56,0.64,0.27,True
maxbin2.019, k__Bacteria (UID203),5449,104,58, 96,8, 0,0,0, 0,3.39,0.00, 0.00,28015,11627,6747,kingdom,0.99,0.41,0.0,0.0,0.0,0.44,0.18,True
maxbin2.020, k__Bacteria (UID203),5449,104,58, 87,16,1,0,0, 0, 25.00,1.72, 0.00,40377,13570,6957,kingdom,1.0,0.34,0.0,0.06,0.12,0.5,0.17,True
maxbin2.021, c__Gammaproteobacteria (UID4444),263, 506, 232,397,95,14, 0,0, 0, 16.84,1.84, 0.00,2791,2342,1071,genus,0.59,0.5,0.96,0.53,2.2,0.87,0.44,False
