,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.11573, k__Bacteria (UID203),5449,104,58, 65,39, 0,0, 0, 0, 58.62,0.00, 0.00,1431,1378,28,family,0.97,0.94,0.1,0.03,0.06,0.82,0.77,True
bin.11666, k__Bacteria (UID203),5449,102,58, 50,52, 0,0, 0, 0, 73.56,0.00, 0.00,1758,1596,91,phylum,0.98,0.89,0.27,0.05,0.11,0.68,0.6,True
bin.11840, k__Bacteria (UID203),5449,102,58, 62,40, 0,0, 0, 0, 56.64,0.00, 0.00,1054,949,95,order,0.93,0.84,0.29,0.04,0.08,0.7,0.58,True
bin.12047, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,229,208,6,genus,0.87,0.79,0.09,0.26,0.62,0.72,0.57,True
bin.12201, k__Bacteria (UID203),5449,104,58, 67,35, 2,0, 0, 0, 56.90,2.59, 0.00,940,905,44,class,0.97,0.93,0.32,0.03,0.06,0.7,0.65,True
bin.12292, root (UID1), 5656, 56,24, 53,3,0,0, 0, 0, 12.50,0.00, 0.00,870,834,18,family,0.97,0.93,0.06,0.02,0.05,0.79,0.73,True
bin.12951, k__Bacteria (UID203),5449,103,57, 89,13, 1,0, 0, 0, 20.18,0.88, 0.00,478,424,62,order,0.93,0.82,0.36,0.29,0.81,0.62,0.51,True
bin.13176, root (UID1), 5656, 56,24, 54,2,0,0, 0, 0,8.33,0.00, 0.00,333,313,8,genus,0.93,0.88,0.05,0.12,0.29,0.73,0.64,True
bin.13488, k__Bacteria (UID203),5449,104,58, 94,10, 0,0, 0, 0, 15.52,0.00, 0.00,556,541,22,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.92,True
bin.14098, k__Bacteria (UID203),5449,104,58, 93,11, 0,0, 0, 0, 12.07,0.00, 0.00,226,211,7,family,0.92,0.86,1.0,0.04,0.09,0.76,0.65,False
bin.14140, k__Bacteria (UID203),5449,104,58, 85,19, 0,0, 0, 0, 31.03,0.00, 0.00,412,405,21,phylum,0.99,0.98,0.01,0.03,0.07,0.8,0.78,True
bin.14505, k__Bacteria (UID203),5449,102,58, 77,25, 0,0, 0, 0, 34.48,0.00, 0.00,588,557,27,kingdom,1.0,0.95,0.0,0.0,0.0,0.96,0.91,True
bin.14590, k__Bacteria (UID203),5449,104,58,100,4,0,0, 0, 0,6.90,0.00, 0.00,183,181,10,kingdom,1.0,0.99,0.0,0.0,0.0,0.89,0.88,True
bin.14596,k__Bacteria (UID2372),131, 177, 106,117,60, 0,0, 0, 0, 23.58,0.00, 0.00,310,307,15,class,0.99,0.98,0.12,0.02,0.05,0.91,0.89,True
bin.1775,k__Bacteria (UID203),5449,104,58, 4, 76, 24, 0, 0, 0, 94.83, 17.24,66.67,2540,2403,87,family,0.97,0.91,0.24,0.07,0.16,0.8,0.73,True
