,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, g__Prevotella (UID2721),65, 530, 280,300, 230,0,0,0,0, 37.86,0.00, 0.00,864,780,90,phylum,0.99,0.9,1.0,0.04,0.08,0.93,0.83,False
maxbin2.002, k__Bacteria (UID203),5449,104,58, 76,28,0,0,0,0, 41.38,0.00, 0.00,998,942,110,genus,0.95,0.9,0.54,0.03,0.05,0.94,0.85,False
maxbin2.003, k__Bacteria (UID203),5449,104,58, 92,12,0,0,0,0, 13.79,0.00, 0.00,668,612,118,phylum,0.98,0.9,0.84,0.03,0.07,0.86,0.77,False
maxbin2.004, root (UID1), 5656, 56,24, 55,1, 0,0,0,0,4.17,0.00, 0.00,695,611,143,class,0.92,0.81,1.0,0.08,0.17,0.8,0.65,False
maxbin2.005, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,581,452,103,phylum,0.97,0.75,0.93,0.17,0.41,0.74,0.56,False
maxbin2.006,o__Bacteroidales (UID2617), 213, 406, 265, 27, 370,9,0,0,0, 92.39,2.20, 0.00,1890,1816,65,phylum,0.99,0.95,1.0,0.04,0.08,0.93,0.88,False
maxbin2.007,o__Bacteroidales (UID2657), 160, 492, 269,391,98,3,0,0,0, 15.55,0.52, 0.00,1466,1296,254,order,0.93,0.82,0.83,0.05,0.12,0.78,0.64,False
maxbin2.008,o__Bacteroidales (UID2657), 160, 492, 269,202, 290,0,0,0,0, 62.08,0.00, 0.00,1287,1168,139,family,0.93,0.84,0.16,0.13,0.29,0.71,0.6,True
maxbin2.009,k__Bacteria (UID2329),174, 149,89, 88,59,2,0,0,0, 17.98,0.22,100.00,605,415,72,genus,0.72,0.49,0.88,0.49,1.43,0.74,0.36,False
maxbin2.010, p__Proteobacteria (UID3887), 1487,255, 158, 22, 224,5,3,1,0, 91.14,5.80, 5.00,2433,2239,181,phylum,1.0,0.92,0.98,0.17,0.43,0.92,0.85,False
maxbin2.011,o__Bacteroidales (UID2657), 160, 491, 268,118, 288,80, 5,0,0, 72.22, 18.74, 5.26,2608,2338,284,class,0.92,0.83,0.95,0.03,0.06,0.76,0.63,False
maxbin2.012, o__Lactobacillales (UID355), 490, 336, 184, 9,320,7,0,0,0, 95.65,1.74,28.57,1670,1635,123,order,1.0,0.97,1.0,0.03,0.05,0.96,0.93,False
maxbin2.013, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,296,245,60,order,0.94,0.78,0.96,0.58,1.89,0.76,0.59,False
maxbin2.014,o__Bacteroidales (UID2657), 160, 492, 269, 90, 394,8,0,0,0, 81.43,2.60,25.00,1800,1637,118,family,0.95,0.86,0.21,0.13,0.31,0.7,0.61,True
maxbin2.015, k__Bacteria (UID203),5449,104,58, 70,26,6,2,0,0, 47.41, 12.07,16.67,2473,2193,345,order,0.94,0.84,0.91,0.08,0.17,0.76,0.64,False
maxbin2.016,k__Bacteria (UID2329),174, 149,89, 59,89,1,0,0,0, 83.15,1.12, 0.00,1803,1711,61,class,0.97,0.92,0.25,0.04,0.07,0.72,0.67,True
maxbin2.017, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,1800,1494,356,order,0.89,0.74,0.94,0.26,0.68,0.71,0.52,False
maxbin2.018,k__Bacteria (UID2372),131, 177, 106, 8,163,5,1,0,0, 93.40,0.94,50.00,1941,1706,83,phylum,0.98,0.86,0.79,0.02,0.04,0.61,0.53,False
maxbin2.019, k__Bacteria (UID203),5449,104,58, 8, 64,31, 1,0,0, 87.93, 28.62,64.71,1997,1958,212,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
maxbin2.020,o__Bacteroidales (UID2657), 160, 492, 269,384, 103,5,0,0,0, 20.76,1.49,20.00,1497,1319,312,order,0.93,0.82,0.95,0.06,0.13,0.77,0.63,False
maxbin2.021,k__Bacteria (UID2372),131, 177, 106, 8,164,5,0,0,0, 93.40,2.29, 0.00,2699,2273,277,phylum,0.97,0.82,0.33,0.02,0.04,0.63,0.51,True
maxbin2.022,k__Bacteria (UID2372),131, 177, 106, 4,160,12, 1,0,0, 96.23,8.89, 6.67,2077,1882,143,phylum,0.97,0.87,0.93,0.07,0.15,0.62,0.55,False
maxbin2.023, f__Bifidobacteriaceae (UID1460),70, 502, 225,147, 296,57, 2,0,0, 64.57, 11.08,44.44,1604,1485,150,class,0.97,0.9,0.96,0.02,0.04,0.91,0.82,False
maxbin2.024,o__Clostridiales (UID1120), 304, 250, 143,230,20,0,0,0,0,3.15,0.00, 0.00,358,133,15,kingdom,1.0,0.37,0.0,0.03,0.06,0.59,0.22,True
maxbin2.025, k__Bacteria (UID203),5449,104,58, 46,33,23, 2,0,0, 67.24, 20.11,68.97,2486,2319,213,phylum,0.98,0.91,0.82,0.03,0.07,0.91,0.83,False
maxbin2.026, k__Bacteria (UID203),5449,104,58, 0, 56,16, 24, 8,0, 100.00,29.10,30.88,3178,2819,342,order,0.92,0.82,0.98,0.07,0.15,0.68,0.56,False
maxbin2.027, k__Bacteria (UID203),5449,104,58, 87,14,3,0,0,0, 27.59,3.45,33.33,2034,1885,152,phylum,0.99,0.92,0.96,0.07,0.14,0.92,0.84,False
maxbin2.028,o__Clostridiales (UID1120), 304, 250, 143,186,64,0,0,0,0, 11.19,0.00, 0.00,492,358,25,order,0.82,0.6,0.96,0.19,0.44,0.89,0.53,False
maxbin2.029,o__Clostridiales (UID1120), 304, 250, 143,203,47,0,0,0,0,8.39,0.00, 0.00,146,138,26,family,0.95,0.9,0.74,0.08,0.19,0.94,0.84,False
maxbin2.030, k__Bacteria (UID203),5449,104,58, 1, 77,26, 0,0,0, 98.28, 18.26, 0.00,2515,2273,166,class,0.95,0.86,1.0,0.06,0.12,0.9,0.77,False
maxbin2.031, k__Bacteria (UID203),5449,104,58, 72,27,5,0,0,0, 50.00,6.90,40.00,2832,2516,307,order,0.9,0.8,0.9,0.08,0.17,0.77,0.62,False
