,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,k__Bacteria (UID203), 5449,103,57, 94,9,0,0, 0, 0, 14.04,0.00, 0.00,690,666,173,phylum,1.0,0.96,0.9,0.03,0.05,0.83,0.8,False
bin.1, o__Clostridiales (UID1212),172, 261, 147, 17, 234, 10, 0, 0, 0, 92.13,4.50,70.00,2356,2281,216,genus,0.91,0.88,0.62,0.04,0.09,0.97,0.85,False
bin.10, f__Bifidobacteriaceae (UID1458), 77, 464, 220, 4,380, 79, 1, 0, 0, 99.49, 20.28,31.71,2180,2128,219,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.103,k__Bacteria (UID203), 5449,104,58, 65,39, 0,0, 0, 0, 58.62,0.00, 0.00,557,545,39,family,0.96,0.94,0.96,0.03,0.05,0.97,0.91,False
bin.12, k__Bacteria (UID203), 5449,102,56, 59,41, 2,0, 0, 0, 66.43,2.68,100.00,1871,1809,195,family,0.96,0.92,0.45,0.02,0.04,0.93,0.86,True
bin.120,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,176,164,34,phylum,1.0,0.93,0.89,0.1,0.21,0.83,0.77,False
bin.13, k__Bacteria (UID203), 5449,103,57, 84,17, 2,0, 0, 0, 25.04,3.51, 0.00,810,768,215,family,0.9,0.85,0.28,0.31,0.84,0.74,0.63,True
bin.15, p__Actinobacteria (UID2112), 31, 211, 124, 32, 164, 15, 0, 0, 0, 79.25,9.07,93.33,2010,1951,407,phylum,0.99,0.97,0.31,0.02,0.04,0.93,0.9,True
bin.16,o__Bacteroidales (UID2654),163, 486, 266, 54, 427, 5,0, 0, 0, 93.22,1.34,20.00,3113,3018,293,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
bin.17,o__Clostridiales (UID1212),172, 261, 147, 67, 182, 12, 0, 0, 0, 79.01,3.29,91.67,2020,1976,266,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.18, k__Bacteria (UID203), 5449,104,58, 89,15, 0,0, 0, 0, 14.03,0.00, 0.00,472,459,154,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
bin.21, f__Lachnospiraceae (UID1286),57, 420, 207,110, 306, 4,0, 0, 0, 81.54,1.06,100.00,2192,2129,380,kingdom,1.0,0.97,0.0,0.0,0.0,0.96,0.93,True
