Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	gsa	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.3954955487944288	0.06891464699683877	0.9502411152620258	0.7700364561544336	0.4925634963608851	0.47097667862982484	0.9548286427438855	0.7607790264116647	0.4699783605658041	0.4502217553688142	0.41414595910878826	0.21981032665964173	0.6498774202081011	0.5817861083396056	0.5746319535837485	0.25322864461521327	0.06180897764045079	0.7013698630136986	0.752428220340685	0.4102774501256475	0.9381910223595492	0.29863013698630136	0.9963564033589801	0.9467077759719965	gsa	0.11263548280896132	0.10588087070047847	0.0281555021474401	0.10097073168108145	Maxbin2			0.007134590710570536	0.2283615357769407	genome	NA
0.698155191035147	0.08429926238145416	0.8445040526612656	0.9316093795989712	0.905217393350894	0.6830976665430266	0.8989928458595996	0.8574276314741353	0.7394199513371937	0.561097226405741	0.9179232599475278	0.11675447839831402	0.9020943822225879	0.7603988263527641	0.8186498899562037	0.20025067480682043	0.2612462982801499	0.29701230228471	0.901738942137154	0.19939484076106467	0.7387537017198501	0.70298769771529	0.989611558160188	0.9856604954152335	gsa	0.05531615741299271	0.04720253610898091	0.05807422748337945	0.06272479998228965	Metabat2_200			0.04721662256907826	0.055077790876901775	genome	NA
0.6767579485861684	0.08303477344573235	0.8311297200158921	0.9034268056395959	0.8818512927068237	0.667846904152651	0.8835046242324323	0.8502496809288378	0.7159995868113853	0.5458327160431913	0.8965702379374876	0.11570073761854584	0.8826771842616885	0.7480902371368198	0.7962003857451991	0.19817233918870697	0.2839594110408705	0.30998248686514884	0.9036426447552801	0.2022154982306785	0.7160405889591295	0.6900175131348512	0.9886463095249148	0.979397819228419	gsa	0.0583581062249502	0.05092196065111504	0.05976994931451252	0.06604569729345991	Metabat2_500			0.05001425577483154	0.061302034118926256	genome	NA
0.6925141085335587	0.08324552160168598	0.8338871520477871	0.8867072538784507	0.8966086592165554	0.6696513081711257	0.8976096015126622	0.8601703158494728	0.6950821992533749	0.5202006535889058	0.9092077585556656	0.11759747102212856	0.89710885116628	0.7530475033353484	0.8110037578137894	0.20005491276358692	0.2680540980221843	0.3305084745762712	0.9036128671371569	0.20324119185599263	0.7319459019778157	0.6694915254237288	0.9887955899046929	0.9750706401706956	gsa	0.055808598509875705	0.05075802323674112	0.05876484291389972	0.06013787249978836	Metabat2_1000			0.04834629467773434	0.05606279401745701	genome	NA
0.12238651252800083	0.5123287671232877	0.2916087087101034	0.1947819992560842	0.8089430932993917	0.7021926376069367	0.5364438021833031	0.5266339178594109	0.10572916523174654	0.09110650831837669	0.8200094316813336	0.24910432033719704	0.645096975712337	0.6018725070514669	0.3808774794691203	0.3421061388605118	0.7519554757910354	0.4540759038850213	1.0	1.0	0.24804452420896464	0.5459240961149787	0.9024859718350383	0.8453534240226127	gsa	0.05795761846384535	0.0705263584849651	0.1326331468842225	0.17406606561187463	COCACOLA			0.12314086156688221	0.06046353968401202	genome	NA
0.265707990356624	0.08598524762908324	0.6121886041221041	0.5938985442301729	0.4262453796294327	0.29416578604951166	0.2783008111633966	0.2501373379454208	0.2165739813351722	0.17440563260512784	0.43417832102455656	0.09251844046364595	0.33673997945268114	0.2703708407807415	0.3403837803420065	0.14061857823023238	0.720085502548294	0.7071069633883704	0.9667899597719753	0.43263757115749524	0.2799144974517061	0.2928930366116296	0.9760584127394242	0.9248314798434912	gsa	0.028667010963357567	0.031223234562356515	0.01772775162615972	0.0567262672306584	SolidBin-naive			0.004399824488063321	0.014792355316318728	genome	NA
0.2877827596901034	0.05964172813487882	0.5836080589989865	0.5446013120405397	0.4075447496867256	0.2065085135456576	0.30918570469082834	0.2143872694388162	0.19570689015710976	0.1580279619673037	0.3961557195339538	0.12160168598524763	0.3516161755240847	0.2103741502040921	0.34324173219154785	0.1394339251276258	0.6972025204366296	0.8366050808314087	0.9667899597719753	0.43263757115749524	0.30279747956337044	0.16339491916859122	0.9746950593630047	0.916221078658292	gsa	0.024374448149218218	0.03629427766591761	0.02566185378670822	0.030329117435275492	SolidBin-SFS-CL			0.011853553315867038	0.010694047006420692	genome	NA
0.2522105943317547	0.03772391991570074	0.6098206733157356	0.6176710558077703	0.5470939685617456	0.38331379724425607	0.26830739415659943	0.14864732169230024	0.195944767029427	0.1729660843261469	0.5753447358007365	0.12455216016859852	0.36004197141450767	0.21422080411429303	0.36698904770468166	0.12180396848196093	0.7305791725318493	0.8808255659121171	0.9667899597719753	0.43263757115749524	0.26942082746815066	0.11917443408788282	0.9740482865064817	0.9297810242776393	gsa	0.03784926372899193	0.03322642213024917	0.018978408508698925	0.02877336033988699	SolidBin-CL			0.00432215987427667	0.02578620176688211	genome	NA
0.28019998571933036	0.04257112750263435	0.6485739630847848	0.781341036031034	0.5309835220524861	0.4455482843853154	0.2925085882307961	0.2656680326027819	0.23058520451182768	0.20336248161538775	0.5353944283722629	0.22002107481559535	0.37721609829621616	0.33286057508765643	0.3727956638460231	0.17074555036389738	0.7140477537958981	0.8604972375690607	0.9667899597719753	0.43263757115749524	0.28595224620410187	0.13950276243093923	0.9782191780964159	0.9497606301275224	gsa	0.01883208387696091	0.04016848532237966	0.015795923233070826	0.02893246155775224	SolidBin-coalign			0.003493156670990934	0.006383652896680038	genome	NA
