Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0000000000000002	1.0	gsa	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.49741825343080176	0.3730484798685292	0.8658254898315794	0.5836186248369389	0.5635833378656112	0.3905367970631752	0.925218986107986	0.8268007511214368	0.4982768511672149	0.35589283077225614	0.5089088267336175	0.3720213640098603	0.7004798367800272	0.53049561747918	0.6557403593573009	0.512311262206581	0.0783402816165466	0.17753623188405798	0.7880427617005948	0.3918861411887087	0.9216597183834534	0.822463768115942	0.9970746435842011	0.9627360186071926	gsa	0.0571024089945417	0.042325104169497675	0.02469640375243413	0.03276796317570699	Maxbin2			0.02134693254061349	0.17607699610091554	genome	NA
0.7611228486288967	0.3340180772391126	0.8662664467606335	0.877194120270403	0.8974722412879292	0.5516704160968219	0.8940970313376494	0.8699266179264605	0.6234230933805044	0.3848149144096954	0.9091191870472302	0.3769515201314708	0.8957814569653919	0.6751741426007106	0.8453224226790331	0.507763849503159	0.21010768445031403	0.22238163558106172	0.9027483889174099	0.16881806862420604	0.789892315549686	0.7776183644189383	0.9971920558284728	0.9904395082029949	gsa	0.023162125445524793	0.025826174631140612	0.028207347977395075	0.03259280948027797	Metabat2_200			0.041374032955728404	0.028970138978328265	genome	NA
0.7403543326348039	0.3319638455217749	0.8540744522132867	0.8736414572768251	0.8886655628510401	0.5405628847951769	0.8888391353271048	0.8584801514979015	0.5794893174742405	0.35423090107830424	0.9069631688327268	0.37612982744453577	0.8887523406144382	0.6633999029260627	0.8304455761840562	0.5027698341090092	0.23416544500117542	0.24202626641651037	0.9071781145231209	0.1757687518716409	0.7658345549988246	0.7579737335834896	0.9969179457468351	0.9906493418183956	gsa	0.02512980120226664	0.026565793518714784	0.029669436746449455	0.036232454175444635	Metabat2_500			0.0431334983657267	0.03410137305713387	genome	NA
0.756642284715246	0.33340180772391126	0.8579419945168225	0.756041123504804	0.9134972413898298	0.5695831652058619	0.8964071440904404	0.8673931127843276	0.6248406494085741	0.389130077565473	0.9203681932627529	0.3917419884963024	0.9048715057635065	0.687627934051164	0.8463120793800873	0.5172881132709948	0.21671391795374717	0.23874296435272047	0.9081813583971126	0.1785584818825161	0.7832860820462528	0.7612570356472795	0.9969732744134776	0.9778241792849011	gsa	0.022167700690102	0.026828447710825997	0.028860631568535477	0.03454153082846982	Metabat2_1000			0.04081386667220258	0.02653597550984123	genome	NA
0.19272864293298866	0.08586688578471652	0.1990177210196619	0.17812151194799403	0.9460421832327306	0.6712458323816249	0.38320912237222954	0.08115671861509179	0.14204892855440682	0.11162195633259879	0.9527095348074183	0.5846343467543139	0.5454679536293244	0.14480575343074914	0.3347489916339922	0.10312105481965161	0.7969538220866506	0.9434523809523809	1.0	1.0	0.2030461779133495	0.05654761904761905	0.9425485809682488	0.9321993916080655	gsa	0.013094580062811473	0.025317923735339403	0.04515436990047616	0.0203663956988354	COCACOLA			0.024467005453308325	0.009259273459154506	genome	NA
0.7559288388829553	0.30484798685291703	0.7895715971239957	0.32234836443108267	0.8689869431099139	0.5533837635429413	0.828262724231177	0.6630305406730009	0.6030579826467247	0.3875874258857147	0.8649099828691735	0.4486442070665571	0.8481362602935121	0.6032654082903669	0.8169560700545146	0.3686158118324427	0.22595968150717194	0.6871838111298483	0.9719716166105528	0.410988699229278	0.7740403184928281	0.3128161888701518	0.9959446232241437	0.9398042421025523	gsa	0.02400430555707349	0.026490298813893462	0.030674281593540284	0.04773789024291393	SolidBin-naive			0.047045577563990214	0.03111516100497686	genome	NA
0.6565100986794087	0.24239934264585045	0.6322970057299805	0.17610690913317337	0.7546050415141262	0.47885343079442183	0.720992804328432	0.3013804393305865	0.5698015661082825	0.37984445428258445	0.7320023881715072	0.323746918652424	0.7374161009715825	0.3699328185398029	0.720087584583324	0.19956328897401238	0.29144555678191963	0.855763354113189	0.9719716166105528	0.410988699229278	0.7085544432180804	0.1442366458868109	0.9927943683207424	0.9519713230020015	gsa	0.03027982524445737	0.0314114120779396	0.03168002254224689	0.038214850598010185	SolidBin-SFS-CL			0.04917756758558628	0.04951086210908341	genome	NA
0.75074217332717	0.33032046014790467	0.7303738022287871	0.23709277517543062	0.8213198390089137	0.5385009425232331	0.7839338037886675	0.5978494846840562	0.5991341063194429	0.3949659570060984	0.790351371044306	0.39482333607230896	0.8021914647697118	0.5666254058276792	0.7618694546994614	0.29565052852749374	0.26463105817493715	0.7637031594415871	0.9719716166105528	0.410988699229278	0.7353689418250628	0.23629684055841293	0.994922774361183	0.9335077832082251	gsa	0.03094383821635446	0.03133202583285159	0.03387611534830299	0.04858908522890654	SolidBin-CL			0.06082233312785105	0.05170614067223562	genome	NA
0.7423670385665329	0.3019720624486442	0.7480263846414882	0.27300882437758983	0.7780174618243639	0.49771103854663495	0.7868808157156025	0.6379524639923694	0.4979327036686286	0.32141520981957417	0.7646529098407772	0.4116680361544782	0.7824240384029725	0.5591726469806524	0.7626669684659653	0.36627123676408935	0.23930868393604565	0.6701077199281867	0.9719716166105528	0.410988699229278	0.7606913160639543	0.32989228007181326	0.9952908972975343	0.9345436960800622	gsa	0.032053170327888236	0.029285235072994423	0.03262787684417073	0.04921410967212851	SolidBin-coalign			0.05748723075735215	0.055479909315705206	genome	NA
