,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, k__Archaea (UID2),207, 149, 107,136,13, 0,0,0,0,2.66,0.00, 0.00,418,146,64,kingdom,1.0,0.35,0.0,0.12,0.26,0.38,0.13,True
bin.10, k__Bacteria (UID203),5449,104,58, 57,15, 31, 0,1,0, 48.43, 30.17,13.51,1486,1409,190,class,0.91,0.86,0.11,0.15,0.35,0.56,0.48,True
bin.11, c__Gammaproteobacteria (UID4443),356, 451, 270,308, 132, 11, 0,0,0, 26.80,2.50, 9.09,456,442,62,class,0.97,0.94,0.13,0.04,0.07,0.64,0.6,True
bin.12, k__Bacteria (UID203),5449,104,58, 64,27, 12, 1,0,0, 57.76, 20.69, 6.67,1256,1165,156,class,0.86,0.8,0.63,0.18,0.42,0.63,0.5,False
bin.13, k__Bacteria (UID203),5449,104,58, 3, 21, 19, 18, 12, 31,98.64, 345.24,0.90,9779,8692,1990,phylum,0.87,0.77,0.71,0.5,1.79,0.55,0.42,False
bin.14,k__Bacteria (UID1453),901, 171, 117, 85,85, 1,0,0,0, 50.52,0.43, 0.00,1008,990,84,class,0.93,0.91,0.17,0.16,0.38,0.67,0.61,True
bin.15, c__Gammaproteobacteria (UID4201),1164,275, 174,124, 135, 16, 0,0,0, 49.63,3.45,12.50,761,711,101,class,0.88,0.83,0.23,0.15,0.37,0.53,0.44,True
bin.16, k__Bacteria (UID203),5449,104,58, 96,8,0,0,0,0, 12.07,0.00, 0.00,266,264,40,kingdom,1.0,0.99,0.0,0.0,0.0,0.99,0.98,True
bin.17, k__Bacteria (UID203),5449, 99,53, 93,5,1,0,0,0,9.43,1.89,100.00,290,285,45,genus,0.97,0.95,0.31,0.05,0.11,0.87,0.82,True
bin.18, k__Bacteria (UID203),5449,104,58, 78,20, 6,0,0,0, 35.00,8.62, 0.00,638,591,112,phylum,0.92,0.85,0.58,0.14,0.33,0.54,0.46,False
bin.19, k__Bacteria (UID203),5449,103,57, 95,8,0,0,0,0, 13.16,0.00, 0.00,225,213,30,phylum,0.95,0.9,0.54,0.05,0.1,0.55,0.49,False
bin.2,c__Alphaproteobacteria (UID3305),564, 347, 229, 71, 273, 3,0,0,0, 91.48,1.09,100.00,1908,1839,193,family,0.88,0.85,0.48,0.16,0.38,0.68,0.58,False
bin.20,k__Archaea (UID2),207, 149, 107,112,28, 9,0,0,0, 30.84,7.48,44.44,958,900,130,kingdom,1.0,0.94,0.27,0.04,0.07,0.64,0.6,True
bin.21, k__Bacteria (UID203),5449,104,58, 77,27, 0,0,0,0, 37.93,0.00, 0.00,383,365,49,class,0.94,0.9,0.12,0.07,0.15,0.54,0.48,True
bin.22, k__Bacteria (UID203),5449,104,58, 73,31, 0,0,0,0, 42.07,0.00, 0.00,1179,1166,134,genus,0.9,0.89,0.69,0.03,0.06,0.95,0.85,False
bin.23,k__Archaea (UID2),207, 149, 107,127,18, 4,0,0,0, 16.36,3.74,75.00,307,292,34,kingdom,0.99,0.94,0.0,0.0,0.0,0.6,0.57,True
bin.24,k__Bacteria (UID2495),2993,147,91, 50,93, 4,0,0,0, 71.01,4.40,25.00,1332,1257,115,genus,0.77,0.72,0.9,0.05,0.1,0.64,0.47,False
bin.25, p__Euryarchaeota (UID3), 148, 188, 125, 93,87, 7,1,0,0, 59.43,6.00,30.00,1253,1137,173,phylum,0.97,0.88,0.23,0.02,0.04,0.61,0.53,True
bin.26, k__Bacteria (UID203),5449,104,58, 2, 14, 8,20, 15, 45,98.98, 385.92,3.44,11021,10217,1884,phylum,0.9,0.84,0.92,0.29,0.7,0.59,0.49,False
bin.27,k__Bacteria (UID1453),901, 171, 117, 72,97, 2,0,0,0, 49.57,1.71, 0.00,1409,1367,163,phylum,0.97,0.94,0.19,0.08,0.16,0.72,0.68,True
bin.28, k__Bacteria (UID203),5449,104,58, 76,27, 1,0,0,0, 32.99,0.86, 0.00,1243,1115,275,phylum,0.96,0.86,0.58,0.04,0.09,0.52,0.45,False
bin.29, root (UID1), 5656, 56,24, 55,1,0,0,0,0,4.17,0.00, 0.00,727,687,90,family,0.43,0.41,0.11,0.77,5.61,0.55,0.23,True
bin.3,k__Bacteria (UID203),5449,104,58, 71,33, 0,0,0,0, 44.83,0.00, 0.00,1114,1110,134,kingdom,1.0,1.0,0.0,0.0,0.0,0.97,0.97,True
bin.30, k__Bacteria (UID203),5449,104,58, 70,14, 8,3,2,7, 50.86, 87.93,29.68,4311,3928,885,family,0.66,0.6,0.72,0.12,0.29,0.64,0.38,False
bin.31, k__Bacteria (UID203),5449,104,58, 88,16, 0,0,0,0, 23.28,0.00, 0.00,1868,1791,218,family,0.78,0.74,0.23,0.51,2.31,0.62,0.46,True
bin.32, k__Bacteria (UID203),5449,103,58, 75,25, 3,0,0,0, 35.67,5.17, 0.00,444,397,55,family,0.47,0.42,0.4,0.57,2.34,0.61,0.25,True
