,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, k__Bacteria (UID203),5449,104,58, 37,45,22, 0,0,0, 44.83, 15.52,22.73,1186,1111,85,genus,0.95,0.89,0.71,0.34,0.92,0.84,0.74,False
maxbin2.002, k__Bacteria (UID203),5449,104,58, 59,33,12, 0,0,0, 65.52, 18.97, 0.00,2457,2335,211,genus,0.96,0.91,0.87,0.4,0.92,0.88,0.8,False
maxbin2.003,o__Bacteroidales (UID2657), 160, 491, 268,252, 185,51, 3,0,0, 47.80, 13.87,11.67,2262,1974,211,genus,0.9,0.79,0.61,0.44,1.13,0.82,0.64,False
maxbin2.004,o__Bacteroidales (UID2657), 160, 492, 269,272, 219,1,0,0,0, 37.67,0.12, 0.00,998,915,72,class,0.98,0.9,0.86,0.05,0.1,0.72,0.64,False
maxbin2.005, k__Bacteria (UID203),5449,104,58, 77,27,0,0,0,0, 37.93,0.00, 0.00,1177,1078,103,phylum,0.99,0.91,0.85,0.02,0.05,0.74,0.67,False
maxbin2.006, k__Bacteria (UID203),5449,104,58, 86,18,0,0,0,0, 25.00,0.00, 0.00,1382,1140,197,genus,0.82,0.67,0.46,0.56,2.2,0.72,0.49,False
maxbin2.007, k__Bacteria (UID203),5449,104,58, 79,21,4,0,0,0, 36.21,6.90,50.00,1172,1104,125,genus,0.88,0.83,0.75,0.21,0.5,0.83,0.69,False
maxbin2.008,k__Bacteria (UID2329),174, 149,89, 92,57,0,0,0,0, 25.84,0.00, 0.00,342,295,26,order,0.92,0.79,0.83,0.16,0.39,0.79,0.62,False
maxbin2.009, k__Bacteria (UID203),5449,104,58, 44,36,24, 0,0,0, 34.48,6.90,33.33,187,184,20,genus,0.97,0.95,0.09,0.03,0.07,0.86,0.82,True
maxbin2.010, k__Bacteria (UID203),5449,104,58, 47,24,32, 1,0,0, 35.34, 19.83,54.29,838,784,50,class,0.98,0.92,1.0,0.09,0.21,0.77,0.71,False
maxbin2.011,o__Bacteroidales (UID2657), 160, 492, 269,447,45,0,0,0,0,2.62,0.00, 0.00,385,339,58,genus,0.77,0.68,0.69,0.41,1.05,0.78,0.53,False
maxbin2.012,o__Bacteroidales (UID2657), 160, 492, 269,198, 176, 113, 5,0,0, 52.24, 19.83,30.47,1449,1391,90,family,0.95,0.91,0.75,0.13,0.28,0.85,0.78,False
maxbin2.013, c__Gammaproteobacteria (UID4201),1164,271, 170, 33, 227,11, 0,0,0, 90.48,2.48, 9.09,1842,1644,262,phylum,0.99,0.89,0.4,0.08,0.17,0.69,0.61,True
maxbin2.014, k__Bacteria (UID203),5449,104,58, 29,50,23, 2,0,0, 66.61, 20.86, 0.00,2007,1909,172,class,0.96,0.91,1.0,0.19,0.45,0.81,0.74,False
maxbin2.015, k__Bacteria (UID203),5449,102,58, 5, 80,17, 0,0,0, 93.10,8.07,70.59,1906,1626,286,kingdom,1.0,0.85,0.0,0.0,0.0,0.93,0.8,True
maxbin2.016,k__Bacteria (UID2329),174, 149,89, 82,66,1,0,0,0, 50.56,1.12,100.00,676,655,75,class,0.97,0.94,0.45,0.04,0.07,0.78,0.73,False
maxbin2.017,k__Bacteria (UID2329),174, 149,89, 88,56,5,0,0,0, 39.33,4.49, 0.00,565,434,75,phylum,0.97,0.75,0.59,0.15,0.37,0.76,0.57,False
maxbin2.018,o__Bacteroidales (UID2657), 160, 491, 268,205, 167,94, 25, 0,0, 59.81, 28.06,15.98,2134,2024,113,family,0.96,0.91,0.54,0.15,0.33,0.87,0.79,False
maxbin2.019, k__Bacteria (UID203),5449,104,58, 78,22,1,3,0,0, 39.66, 12.07,60.00,2048,1939,120,family,0.94,0.89,0.67,0.16,0.37,0.85,0.76,False
maxbin2.020, k__Bacteria (UID203),5449,104,58, 43,41,17, 3,0,0, 49.84, 10.63,92.31,3170,2885,385,class,0.94,0.86,0.75,0.04,0.08,0.82,0.7,False
maxbin2.021,o__Clostridiales (UID1212), 172, 261, 147, 6,252,3,0,0,0, 97.28,2.04,66.67,2073,1974,150,family,0.93,0.89,0.18,0.07,0.16,0.77,0.69,True
maxbin2.022,o__Bacteroidales (UID2657), 160, 492, 269,141, 335,15, 1,0,0, 71.70,5.58, 5.56,2033,1840,165,class,0.96,0.87,0.96,0.04,0.09,0.73,0.64,False
maxbin2.023, k__Bacteria (UID203),5449,104,58, 0, 83,20, 1,0,0, 100.00, 5.02, 4.35,2033,1958,78,class,0.96,0.92,0.51,0.02,0.05,0.93,0.86,False
maxbin2.024, p__Proteobacteria (UID3887), 1487,256, 161, 71, 169,15, 1,0,0, 78.04,6.68,55.56,1607,1503,131,class,0.95,0.89,0.41,0.04,0.08,0.75,0.67,True
maxbin2.025, k__Bacteria (UID203),5449,104,58, 62,25,16, 1,0,0, 63.79, 25.86, 0.00,2832,2711,386,family,0.94,0.9,0.5,0.05,0.11,0.76,0.69,False
maxbin2.026,o__Bacteroidales (UID2657), 160, 492, 269,256, 131,62, 29, 14, 0, 50.02, 36.51, 9.44,3303,2965,375,order,0.96,0.86,0.93,0.08,0.18,0.75,0.65,False
maxbin2.027, k__Bacteria (UID203),5449,104,58, 76,23,5,0,0,0, 41.38,7.76,100.00,1410,1352,414,phylum,0.98,0.94,0.27,0.09,0.19,0.71,0.67,True
maxbin2.028, c__Gammaproteobacteria (UID4201),1164,271, 170, 30, 208,30, 3,0,0, 95.66, 16.62,35.90,4401,3607,951,order,0.91,0.74,0.46,0.07,0.16,0.74,0.55,False
maxbin2.029, k__Bacteria (UID203),5449,104,58, 4, 63,35, 2,0,0, 94.83, 17.16,36.59,2751,2701,259,genus,0.86,0.85,0.46,0.05,0.1,0.96,0.81,False
maxbin2.030, k__Bacteria (UID203),5449,104,58, 40,40,22, 1,0,1, 73.59, 24.14,54.29,2229,1966,225,class,0.94,0.83,0.31,0.08,0.18,0.71,0.59,True
maxbin2.031,o__Clostridiales (UID1226), 155, 278, 158, 75, 193,10, 0,0,0, 76.42,5.27,30.00,1981,1929,141,genus,0.85,0.82,0.09,0.22,0.59,0.78,0.64,True
maxbin2.032,k__Bacteria (UID2372),131, 177, 106,111,56,9,0,1,0, 19.34,4.29,53.33,3145,2681,503,class,0.9,0.77,0.89,0.2,0.52,0.76,0.59,False
maxbin2.033, k__Bacteria (UID203),5449,104,58, 94,4, 6,0,0,0, 15.52,9.48,100.00,2010,1779,598,phylum,0.98,0.86,0.23,0.13,0.3,0.65,0.56,True
maxbin2.034,o__Clostridiales (UID1120), 304, 250, 143, 91, 149,10, 0,0,0, 55.24,4.90,70.00,1603,1238,327,genus,0.82,0.63,0.99,0.08,0.18,0.96,0.6,False
maxbin2.035, o__Selenomonadales (UID1024), 64, 334, 167, 2,320,10, 2,0,0, 99.83,3.35, 6.25,2194,1992,236,genus,0.79,0.72,1.0,0.12,0.27,0.77,0.55,False
maxbin2.036,k__Bacteria (UID2372),131, 177, 106, 26, 143,7,0,1,0, 88.41,1.65,23.08,2815,2582,216,phylum,0.98,0.9,0.97,0.17,0.4,0.81,0.73,False
maxbin2.037,o__Clostridiales (UID1226), 155, 274, 157, 21, 191,56, 6,0,0, 94.27, 26.96,12.16,3377,3252,393,genus,0.87,0.83,0.45,0.06,0.13,0.94,0.78,False
maxbin2.038, p__Proteobacteria (UID3887), 1487,256, 160, 37, 211,8,0,0,0, 91.25,2.71, 0.00,1919,1716,205,order,0.87,0.78,0.63,0.07,0.15,0.69,0.54,False
maxbin2.039, k__Bacteria (UID203),5449,103,57, 60,18,24, 0,1,0, 46.78, 26.32,90.00,1635,1574,185,class,0.95,0.92,0.64,0.04,0.08,0.92,0.85,False
maxbin2.040, k__Bacteria (UID203),5449,104,58, 39,42,15, 8,0,0, 81.03, 19.20,25.64,3452,3227,350,genus,0.82,0.76,1.0,0.05,0.11,0.94,0.72,False
maxbin2.041,k__Bacteria (UID2372),131, 177, 106, 32, 145,0,0,0,0, 97.17,0.00, 0.00,2309,2214,177,genus,0.81,0.77,1.0,0.05,0.11,0.96,0.75,False
maxbin2.042, k__Bacteria (UID203),5449,104,58, 79,22,2,1,0,0, 37.93,6.90,100.00,1867,1692,155,class,0.98,0.89,0.96,0.06,0.13,0.78,0.69,False
maxbin2.043,o__Bacteroidales (UID2657), 160, 492, 269,347, 103,41, 0,1,0, 25.87,7.70,59.57,1245,1002,113,class,0.95,0.76,0.98,0.11,0.25,0.76,0.58,False
maxbin2.044, k__Bacteria (UID203),5449,103,57, 65,20,18, 0,0,0, 56.49, 27.19,88.89,2153,2030,302,genus,0.8,0.75,1.0,0.03,0.06,0.91,0.68,False
maxbin2.045,o__Clostridiales (UID1212), 172, 263, 149,169,84,10, 0,0,0, 24.31,3.88, 0.00,1777,1568,339,class,0.91,0.8,0.98,0.34,0.87,0.73,0.58,False
maxbin2.046, k__Bacteria (UID203),5449,104,58, 75,17,12, 0,0,0, 43.10, 17.24,91.67,1835,1729,153,class,0.98,0.92,0.98,0.07,0.14,0.78,0.72,False
maxbin2.047, k__Bacteria (UID203),5449,104,58,102,2, 0,0,0,0,1.72,0.00, 0.00,2315,1650,703,family,0.76,0.54,0.51,0.3,0.98,0.6,0.33,False
