,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
maxbin2.001, k__Bacteria (UID203),5449,104,58, 92,12,0,0,0,0, 17.24,0.00, 0.00,352,341,37,phylum,0.99,0.96,1.0,0.03,0.05,0.92,0.88,False
maxbin2.002, g__Prevotella (UID2724),55, 567, 296,312, 253,2,0,0,0, 37.14,0.68,50.00,897,862,68,family,0.98,0.94,0.27,0.03,0.07,0.93,0.87,True
maxbin2.003, k__Bacteria (UID203),5449,104,58, 85,19,0,0,0,0, 25.86,0.00, 0.00,877,806,61,genus,0.94,0.86,0.31,0.05,0.11,0.92,0.79,True
maxbin2.004, k__Bacteria (UID203),5449,104,58, 98,6, 0,0,0,0,8.62,0.00, 0.00,422,391,56,genus,0.93,0.86,0.49,0.05,0.11,0.88,0.76,False
maxbin2.005,g__Lactobacillus (UID380), 58, 449, 129,271, 177,1,0,0,0, 38.76,0.16, 0.00,886,859,37,order,0.98,0.95,1.0,0.06,0.13,0.93,0.89,False
maxbin2.006, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,433,400,64,family,0.92,0.85,0.43,0.23,0.54,0.82,0.7,True
maxbin2.007, o__Lactobacillales (UID355), 490, 336, 184, 53, 274,9,0,0,0, 80.62,2.85, 0.00,1539,1442,84,class,0.98,0.92,1.0,0.06,0.12,0.91,0.83,False
maxbin2.008, o__Lactobacillales (UID355), 490, 336, 184,108, 221,7,0,0,0, 75.71,2.17,14.29,1259,1227,110,kingdom,1.0,0.97,0.0,0.0,0.0,0.95,0.93,True
maxbin2.009, root (UID1), 5656, 56,24, 56,0, 0,0,0,0,0.00,0.00, 0.00,202,182,52,phylum,0.99,0.89,0.66,0.04,0.09,0.76,0.68,False
maxbin2.010,g__Lactobacillus (UID377), 91, 430, 154,197, 228,5,0,0,0, 56.96,2.27, 0.00,1584,1529,102,order,0.99,0.96,0.97,0.02,0.04,0.93,0.89,False
