,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.10,k__Bacteria (UID2372),131, 177, 106, 52, 125,0,0,0, 0, 85.79,0.00, 0.00,1843,1731,255,genus,0.73,0.69,0.17,0.51,1.72,0.7,0.48,True
bin.102,k__Bacteria (UID203),5449,102,56, 98,4, 0,0,0, 0,7.14,0.00, 0.00,493,485,106,family,0.98,0.96,0.41,0.02,0.05,0.96,0.92,True
bin.105,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,512,329,38,genus,0.7,0.45,0.33,0.53,1.93,0.56,0.25,True
bin.108,g__Prevotella (UID2724),55, 567, 296, 7,551,9,0,0, 0, 97.97,1.44,11.11,2647,2517,129,genus,0.96,0.91,0.44,0.07,0.14,0.92,0.83,True
bin.109,k__Bacteria (UID203),5449,104,58, 87,17,0,0,0, 0, 13.01,0.00, 0.00,273,264,11,kingdom,1.0,0.97,0.0,0.0,0.0,0.77,0.75,True
bin.110, o__Clostridiales (UID1212), 172, 261, 147, 1,260,0,0,0, 0, 99.32,0.00, 0.00,2052,1982,72,family,0.94,0.91,0.11,0.09,0.2,0.77,0.7,True
bin.116,root (UID1), 5656, 56,24, 54,2, 0,0,0, 0,8.33,0.00, 0.00,974,869,146,class,0.96,0.85,0.41,0.03,0.07,0.74,0.63,True
bin.117, o__Clostridiales (UID1212), 172, 263, 149,133, 130,0,0,0, 0, 47.10,0.00, 0.00,1012,988,183,family,0.98,0.96,0.22,0.09,0.19,0.96,0.92,True
bin.118, k__Bacteria (UID2372),131, 176, 105, 1,174,1,0,0, 0, 99.05,0.14, 0.00,1746,1542,62,phylum,0.97,0.86,0.11,0.2,0.47,0.56,0.48,True
bin.120,k__Bacteria (UID203),5449,104,58, 92,12,0,0,0, 0, 13.79,0.00, 0.00,242,229,10,kingdom,1.0,0.95,0.0,0.0,0.0,0.86,0.82,True
bin.121,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,342,270,51,genus,0.76,0.6,0.43,0.5,2.22,0.69,0.41,True
bin.122,p__Proteobacteria (UID3887), 1487,256, 160, 27, 227,2,0,0, 0, 95.00,1.25, 0.00,1482,1408,60,phylum,0.98,0.94,0.23,0.03,0.06,0.69,0.64,True
bin.13, k__Bacteria (UID203),5449,103,57, 92,11,0,0,0, 0, 13.83,0.00, 0.00,903,877,194,family,0.98,0.95,0.35,0.04,0.08,0.96,0.91,True
bin.130,k__Bacteria (UID203),5449,104,58, 89,15,0,0,0, 0,6.03,0.00, 0.00,299,187,13,phylum,0.97,0.61,0.78,0.38,1.02,0.57,0.34,False
