,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0,k__Bacteria (UID203), 5449,104,58,101,3,0,0, 0, 0,5.17,0.00, 0.00,275,269,83,genus,0.86,0.84,0.58,0.33,1.09,0.86,0.73,False
bin.1, o__Bacteroidales (UID2654),163, 486, 266,335, 150, 1,0, 0, 0, 29.37,0.19, 0.00,1078,1046,293,class,0.99,0.96,0.33,0.03,0.06,0.94,0.9,True
bin.10, k__Bacteria (UID203), 5449,104,58, 80,24, 0,0, 0, 0, 39.66,0.00, 0.00,1500,1478,363,kingdom,1.0,0.99,0.0,0.0,0.0,0.98,0.96,True
bin.11, f__Bifidobacteriaceae (UID1458), 77, 464, 220,141, 321, 2,0, 0, 0, 73.11,0.61,50.00,1296,1272,236,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.95,True
bin.112,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,247,104,20,phylum,0.99,0.42,0.01,0.16,0.37,0.5,0.21,True
bin.119,k__Bacteria (UID203), 5449,104,58, 96,7,1,0, 0, 0, 12.93,1.72, 0.00,479,444,99,genus,0.66,0.61,0.2,0.37,1.32,0.63,0.38,True
bin.12,o__Clostridiales (UID1212),172, 263, 149,133, 130, 0,0, 0, 0, 49.27,0.00, 0.00,1030,965,209,family,0.9,0.85,0.12,0.71,4.35,0.63,0.53,True
bin.123,root (UID1),5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,344,335,49,phylum,1.0,0.97,0.85,0.04,0.08,0.96,0.93,False
bin.13,o__Clostridiales (UID1212),172, 263, 149, 82, 172, 9,0, 0, 0, 75.94,5.70,100.00,1753,1628,263,class,0.92,0.85,0.14,0.42,0.95,0.63,0.53,True
bin.14,o__Clostridiales (UID1212),172, 263, 149,148, 115, 0,0, 0, 0, 47.24,0.00, 0.00,881,762,141,class,0.89,0.77,0.21,0.12,0.27,0.57,0.43,True
