,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1224,477,111,kingdom,0.98,0.38,0.0,0.0,0.0,0.47,0.18,True
bin.10,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,708,264,49,kingdom,1.0,0.37,0.0,0.03,0.06,0.41,0.15,True
bin.100, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,275,154,84,class,0.85,0.48,0.09,0.84,8.27,0.38,0.18,True
bin.111, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,398,146,29,kingdom,1.0,0.37,0.0,0.0,0.0,0.4,0.15,True
bin.114, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,328,95,28,kingdom,1.0,0.29,0.0,0.0,0.0,0.39,0.11,True
bin.12,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,486,268,82,phylum,0.89,0.49,0.34,0.16,0.41,0.4,0.2,True
bin.120, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,212,77,32,kingdom,0.99,0.36,0.0,0.0,0.0,0.4,0.15,True
bin.121, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,433,204,50,kingdom,1.0,0.47,0.0,0.06,0.14,0.45,0.21,True
bin.125, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,613,215,51,kingdom,1.0,0.35,0.0,0.04,0.09,0.42,0.15,True
bin.126, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,292,129,38,kingdom,1.0,0.44,0.08,0.04,0.08,0.4,0.18,True
bin.134, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,390,131,44,kingdom,1.0,0.34,0.0,0.08,0.16,0.45,0.15,True
bin.138, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,582,235,72,kingdom,1.0,0.4,0.24,0.02,0.04,0.43,0.17,True
bin.14,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1163,537,164,phylum,0.91,0.42,0.36,0.25,0.71,0.42,0.18,True
bin.149, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,253,130,15,phylum,0.85,0.44,0.02,0.58,2.83,0.41,0.18,True
bin.158, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,282,122,60,kingdom,1.0,0.43,0.0,0.0,0.0,0.37,0.16,True
bin.159, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,396,142,25,kingdom,1.0,0.36,0.0,0.02,0.04,0.42,0.15,True
bin.16,c__Gammaproteobacteria (UID4761), 52, 693, 297,136, 547, 10, 0, 0, 0, 82.15,1.36,60.00,3222,3166,498,kingdom,1.0,0.98,0.0,0.0,0.0,0.97,0.96,True
bin.17,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1230,440,127,kingdom,1.0,0.36,0.0,0.04,0.08,0.4,0.14,True
bin.173, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,381,144,37,kingdom,1.0,0.38,0.0,0.06,0.13,0.44,0.17,True
bin.18,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,352,88,46,kingdom,1.0,0.25,0.0,0.03,0.07,0.42,0.11,True
bin.19,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,549,194,53,kingdom,0.99,0.35,0.0,0.0,0.0,0.43,0.15,True
bin.2, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1589,667,208,kingdom,1.0,0.42,0.09,0.04,0.09,0.44,0.18,True
bin.20,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,961,313,113,kingdom,1.0,0.33,0.0,0.04,0.08,0.41,0.13,True
bin.21,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1102,482,93,kingdom,1.0,0.44,0.11,0.02,0.04,0.43,0.19,True
bin.252, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,463,148,17,kingdom,0.99,0.32,0.0,0.0,0.0,0.42,0.13,True
bin.26,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,323,85,42,kingdom,0.99,0.26,0.0,0.0,0.0,0.36,0.09,True
