,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1086,o__Lactobacillales (UID374),471, 350, 191, 48, 302,0,0, 0, 0, 95.29,0.00, 0.00,1639,1593,64,kingdom,1.0,0.97,0.0,0.0,0.0,0.94,0.91,True
bin.1102, o__Bacteroidales (UID2657),160, 492, 269, 92, 400,0,0, 0, 0, 76.77,0.00, 0.00,1588,1457,66,genus,0.92,0.84,0.09,0.27,0.8,0.72,0.6,True
bin.11052,k__Bacteria (UID2372), 131, 177, 106,110,66,1,0, 0, 0, 43.30,0.47,100.00,1031,1002,102,kingdom,1.0,0.97,0.0,0.0,0.0,0.97,0.94,True
bin.11789, k__Bacteria (UID203), 5449,104,58, 77,27,0,0, 0, 0, 41.38,0.00, 0.00,1204,1156,29,family,0.97,0.93,0.11,0.04,0.08,0.81,0.76,True
bin.11842, f__Bifidobacteriaceae (UID1460), 70, 502, 225,190, 282,28, 2, 0, 0, 64.98,9.40,100.00,1131,1118,140,kingdom,1.0,0.99,0.0,0.0,0.0,0.95,0.94,True
bin.1192, o__Clostridiales (UID1226),155, 278, 158, 26, 251,1,0, 0, 0, 95.78,0.63, 0.00,2340,2284,118,family,0.96,0.94,0.03,0.05,0.12,0.94,0.89,True
bin.1197,p__Actinobacteria (UID2112), 31, 211, 124, 39, 171,1,0, 0, 0, 92.07,0.81,100.00,1742,1559,176,family,0.87,0.78,0.17,0.33,1.05,0.62,0.49,True
bin.1226, o__Bacteroidales (UID2617),213, 406, 265, 19, 386,1,0, 0, 0, 96.99,0.38,100.00,2212,2111,106,family,0.95,0.91,0.11,0.13,0.3,0.73,0.66,True
bin.1227,c__Clostridia (UID1085), 35, 420, 196, 83, 332,5,0, 0, 0, 82.17,1.60,40.00,1931,1767,42,genus,0.53,0.48,0.13,0.35,1.19,0.59,0.29,True
bin.1233,root (UID1),5656, 56,24, 56,0, 0,0, 0, 0,0.00,0.00, 0.00,525,161,56,kingdom,1.0,0.31,0.0,0.03,0.06,0.39,0.12,True
bin.12961, p__Firmicutes (UID1022),100, 295, 158, 95, 152,48, 0, 0, 0, 78.61, 19.62,62.50,1820,1784,82,order,0.96,0.94,0.29,0.02,0.05,0.86,0.81,True
bin.13185, k__Bacteria (UID203), 5449,103,57, 87,16,0,0, 0, 0, 22.81,0.00, 0.00,896,879,60,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.96,True
bin.1322, k__Bacteria (UID2372), 131, 177, 106, 36, 133,8,0, 0, 0, 92.32,2.56,37.50,1900,1679,60,order,0.94,0.83,0.08,0.23,0.61,0.6,0.5,True
bin.13363, k__Bacteria (UID203), 5449,104,58, 76,28,0,0, 0, 0, 43.97,0.00, 0.00,763,750,62,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
bin.1338,root (UID1),5656, 56,24, 56,0, 0,0, 0, 0,0.00,0.00, 0.00,205,78,30,kingdom,1.0,0.38,0.0,0.0,0.0,0.43,0.17,True
bin.13503, root (UID1),5656, 56,24, 56,0, 0,0, 0, 0,0.00,0.00, 0.00,295,249,32,phylum,0.98,0.82,0.37,0.07,0.15,0.67,0.56,True
bin.13566, k__Bacteria (UID203), 5449,103,57, 84,19,0,0, 0, 0, 28.07,0.00, 0.00,320,317,22,genus,0.91,0.9,0.04,0.14,0.32,0.72,0.65,True
bin.13853, k__Bacteria (UID203), 5449,102,56, 90,12,0,0, 0, 0, 16.07,0.00, 0.00,689,685,85,family,0.98,0.97,0.57,0.03,0.05,0.96,0.93,False
bin.1387, o__Clostridiales (UID1226),155, 278, 158, 21, 245,11, 1, 0, 0, 93.70,5.40,14.29,2282,2196,91,genus,0.85,0.82,0.06,0.2,0.53,0.78,0.64,True
bin.1396, k__Bacteria (UID2372), 131, 177, 106, 39, 137,1,0, 0, 0, 91.11,0.94, 0.00,2030,1745,81,order,0.92,0.79,0.12,0.2,0.5,0.61,0.48,True
bin.14084, k__Bacteria (UID203), 5449,104,58, 92,12,0,0, 0, 0, 17.24,0.00, 0.00,412,365,34,family,0.89,0.79,0.06,0.22,0.6,0.58,0.46,True
