,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.0, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1066,562,198,phylum,0.9,0.48,0.25,0.25,0.67,0.41,0.2,True
bin.104, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,244,139,52,order,0.74,0.42,0.24,0.63,4.64,0.44,0.19,True
bin.120, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,406,226,46,family,0.74,0.41,0.36,0.58,1.9,0.54,0.22,True
bin.122, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,285,164,48,phylum,0.9,0.52,0.45,0.1,0.21,0.39,0.2,False
bin.124, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,954,312,126,kingdom,1.0,0.33,0.0,0.0,0.0,0.39,0.13,True
bin.125, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,362,224,32,kingdom,1.0,0.62,0.26,0.03,0.06,0.51,0.31,True
bin.134, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,279,181,72,kingdom,1.0,0.65,0.0,0.0,0.0,0.36,0.23,True
bin.135, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,713,257,88,kingdom,0.99,0.36,0.0,0.0,0.0,0.43,0.15,True
bin.14,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1210,503,174,kingdom,1.0,0.42,0.05,0.07,0.15,0.4,0.17,True
bin.140, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,835,339,83,kingdom,1.0,0.41,0.05,0.05,0.11,0.44,0.18,True
bin.148, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,398,158,29,kingdom,1.0,0.4,0.0,0.03,0.05,0.42,0.17,True
bin.161, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,500,82,42,kingdom,1.0,0.16,0.0,0.4,0.93,0.38,0.06,True
bin.164, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,499,222,35,kingdom,1.0,0.44,0.41,0.03,0.07,0.42,0.19,True
bin.171, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,256,79,30,kingdom,0.99,0.3,0.0,0.0,0.0,0.41,0.12,True
bin.18,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,590,304,51,kingdom,1.0,0.52,0.3,0.04,0.09,0.42,0.22,True
bin.187, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,358,128,56,kingdom,0.99,0.35,0.0,0.0,0.0,0.41,0.14,True
bin.19,c__Betaproteobacteria (UID3959), 235, 419, 211,289, 130, 0,0, 0, 0, 30.03,0.00, 0.00,920,885,208,order,0.89,0.86,0.43,0.07,0.16,0.71,0.61,True
bin.193, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,510,213,61,kingdom,0.99,0.41,0.0,0.0,0.0,0.42,0.18,True
bin.197, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,421,180,36,phylum,0.96,0.41,0.19,0.27,0.8,0.53,0.22,True
bin.211, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,336,113,35,kingdom,0.98,0.33,0.0,0.0,0.0,0.43,0.14,True
bin.217, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,377,158,20,kingdom,1.0,0.42,0.3,0.05,0.11,0.47,0.2,True
bin.22,k__Bacteria (UID203),5449,104,58,100,4,0,0, 0, 0,1.00,0.00, 0.00,547,319,95,class,0.9,0.53,0.67,0.55,1.98,0.67,0.35,False
bin.223, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,414,219,52,kingdom,1.0,0.53,0.31,0.15,0.34,0.45,0.24,True
bin.23,root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,1643,806,191,kingdom,1.0,0.49,0.42,0.09,0.21,0.41,0.2,True
bin.249, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,334,120,33,kingdom,1.0,0.36,0.0,0.04,0.09,0.43,0.15,True
bin.254, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,442,191,56,kingdom,1.0,0.43,0.1,0.02,0.04,0.42,0.18,True
bin.262, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,371,141,40,kingdom,1.0,0.38,0.0,0.07,0.15,0.42,0.16,True
bin.265, root (UID1), 5656, 56,24, 56,0,0,0, 0, 0,0.00,0.00, 0.00,507,267,83,phylum,0.91,0.48,0.29,0.29,0.73,0.42,0.2,True
