,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,n_genes_called,n_genes_mapped,n_contigs,taxonomic_level,proportion_genes_retained_in_major_clades,genes_retained_index,clade_separation_score,contamination_portion,n_effective_surplus_clades,mean_hit_identity,reference_representation_score,pass.GUNC
bin.1,root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,395,180,27,kingdom,0.99,0.45,0.0,0.0,0.0,0.41,0.18,True
bin.10, c__Gammaproteobacteria (UID4267),119, 543, 284, 53, 488,2,0,0, 0, 98.59,0.21, 0.00,2941,2868,66,family,0.93,0.91,0.24,0.02,0.05,0.88,0.81,True
bin.11, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,433,211,92,kingdom,0.99,0.48,0.0,0.0,0.0,0.39,0.19,True
bin.12, k__Bacteria (UID203),5449,104,58, 46,57,1,0,0, 0, 76.18,1.72,100.00,3717,3590,83,order,0.96,0.92,0.18,0.04,0.09,0.86,0.79,True
bin.13,s__algicola (UID2847), 33, 496, 263,205, 284,7,0,0, 0, 60.77,1.20,28.57,1988,1947,378,kingdom,1.0,0.98,0.0,0.0,0.0,0.96,0.94,True
bin.14, k__Bacteria (UID203),5449,104,58,103,1, 0,0,0, 0,0.86,0.00, 0.00,230,210,15,genus,0.73,0.67,0.72,0.14,0.33,0.88,0.59,False
bin.15,o__Rhodospirillales (UID3754), 63, 336, 201, 51, 282,3,0,0, 0, 92.90,0.87,33.33,4371,4285,246,kingdom,1.0,0.98,0.0,0.0,0.0,0.95,0.93,True
bin.16, o__Pseudomonadales (UID4679), 87, 674, 364,357, 315,2,0,0, 0, 46.75,0.32, 0.00,1098,1081,255,kingdom,1.0,0.98,0.0,0.0,0.0,0.98,0.97,True
bin.17, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,3329,1350,277,kingdom,1.0,0.41,0.37,0.12,0.26,0.49,0.2,True
bin.18, c__Gammaproteobacteria (UID4443),356, 448, 269, 32, 414,2,0,0, 0, 95.54,0.42,50.00,3545,3464,119,class,0.99,0.96,0.18,0.05,0.11,0.73,0.71,True
bin.19, c__Alphaproteobacteria (UID3422), 26, 529, 308, 6,520,3,0,0, 0, 98.21,0.65,66.67,3532,3450,96,order,0.98,0.96,0.65,0.02,0.05,0.95,0.9,False
bin.2, s__algicola (UID2846), 47, 571, 303, 78, 472,20, 1,0, 0, 85.93,2.78,21.74,3780,3644,555,kingdom,1.0,0.96,0.0,0.0,0.0,0.84,0.81,True
bin.20, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,501,235,64,kingdom,1.0,0.47,0.1,0.06,0.12,0.44,0.21,True
bin.21, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,4262,1651,555,kingdom,1.0,0.39,0.0,0.06,0.12,0.4,0.16,True
bin.22, c__Gammaproteobacteria (UID4445),228, 583, 244, 45, 536,1,1,0, 0, 94.26,0.96, 0.00,4131,4087,123,order,0.98,0.97,0.63,0.02,0.05,0.97,0.94,False
bin.23, root (UID1), 5656, 56,24, 56,0, 0,0,0, 0,0.00,0.00, 0.00,354,170,19,kingdom,1.0,0.48,0.01,0.02,0.05,0.41,0.2,True
